record,lma_code,lma_fips,lma_title
3793,MT4734980000000,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area"
3794,MC4735460000000,35460,"Newport, TN Micropolitan Statistical Area"
3795,MC4737540000000,37540,"Paris, TN Micropolitan Statistical Area"
3796,CN4713500000000,135,"Perry County, TN"
3797,CN4713700000000,137,"Pickett County, TN"
3798,CN4715100000000,151,"Scott County, TN"
3799,MC4742940000000,42940,"Sevierville, TN Micropolitan Statistical Area"
3800,MC4743180000000,43180,"Shelbyville, TN Micropolitan Statistical Area"
3801,CN4716100000000,161,"Stewart County, TN"
3802,MC4746100000000,46100,"Tullahoma-Manchester, TN Micropolitan Statistical Area"
3803,MC4746100000000,46100,"Tullahoma-Manchester, TN Micropolitan Statistical Area"
3804,MC4746100000000,46100,"Tullahoma-Manchester, TN Micropolitan Statistical Area"
3805,MC4746460000000,46460,"Union City, TN-KY Micropolitan Statistical Area"
3806,CN4717500000000,175,"Van Buren County, TN"
3807,CN4718100000000,181,"Wayne County, TN"
3808,CN4718500000000,185,"White County, TN"
3809,MT4810180000000,10180,"Abilene, TX Metropolitan Statistical Area"
3810,MT4810180000000,10180,"Abilene, TX Metropolitan Statistical Area"
3811,MT4810180000000,10180,"Abilene, TX Metropolitan Statistical Area"
3812,MC4810860000000,10860,"Alice, TX Micropolitan Statistical Area"
3813,MT4811100000000,11100,"Amarillo, TX Metropolitan Statistical Area"
3814,MT4811100000000,11100,"Amarillo, TX Metropolitan Statistical Area"
3815,MT4811100000000,11100,"Amarillo, TX Metropolitan Statistical Area"
3816,MT4811100000000,11100,"Amarillo, TX Metropolitan Statistical Area"
3817,MT4811100000000,11100,"Amarillo, TX Metropolitan Statistical Area"
3818,MC4811380000000,11380,"Andrews, TX Micropolitan Statistical Area"
3819,MC4811980000000,11980,"Athens, TX Micropolitan Statistical Area"
3820,MT4812420000000,12420,"Austin-Round Rock, TX Metropolitan Statistical Area"
3821,MT4812420000000,12420,"Austin-Round Rock, TX Metropolitan Statistical Area"
3822,MT4812420000000,12420,"Austin-Round Rock, TX Metropolitan Statistical Area"
3823,MT4812420000000,12420,"Austin-Round Rock, TX Metropolitan Statistical Area"
3824,MT4812420000000,12420,"Austin-Round Rock, TX Metropolitan Statistical Area"
3825,CN4801700000000,017,"Bailey County, TX"
3826,MC4813060000000,13060,"Bay City, TX Micropolitan Statistical Area"
3827,CN4802300000000,023,"Baylor County, TX"
3828,MT4813140000000,13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area"
3829,MT4813140000000,13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area"
3830,MT4813140000000,13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area"
3831,MT4813140000000,13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area"
3832,MC4813300000000,13300,"Beeville, TX Micropolitan Statistical Area"
3833,MC4813700000000,13700,"Big Spring, TX Micropolitan Statistical Area"
3834,MC4813700000000,13700,"Big Spring, TX Micropolitan Statistical Area"
3835,CN4803100000000,031,"Blanco County, TX"
3836,MC4814300000000,14300,"Bonham, TX Micropolitan Statistical Area"
3837,CN4803300000000,033,"Borden County, TX"
3838,MC4814420000000,14420,"Borger, TX Micropolitan Statistical Area"
3839,CN4803500000000,035,"Bosque County, TX"
3840,MC4814780000000,14780,"Brenham, TX Micropolitan Statistical Area"
3841,CN4804300000000,043,"Brewster County, TX"
3842,CN4804500000000,045,"Briscoe County, TX"
3843,CN4804700000000,047,"Brooks County, TX"
3844,MT4815180000000,15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area"
3845,MC4815220000000,15220,"Brownwood, TX Micropolitan Statistical Area"
3846,CN4805300000000,053,"Burnet County, TX"
3847,CN4806300000000,063,"Camp County, TX"
3848,CN4806700000000,067,"Cass County, TX"
3849,CN4806900000000,069,"Castro County, TX"
3850,CN4807500000000,075,"Childress County, TX"
3851,CN4807900000000,079,"Cochran County, TX"
3852,CN4808100000000,081,"Coke County, TX"
3853,CN4808300000000,083,"Coleman County, TX"
3854,MT4817780000000,17780,"College Station-Bryan, TX Metropolitan Statistical Area"
3855,MT4817780000000,17780,"College Station-Bryan, TX Metropolitan Statistical Area"
3856,MT4817780000000,17780,"College Station-Bryan, TX Metropolitan Statistical Area"
3857,CN4808700000000,087,"Collingsworth County, TX"
3858,CN4808900000000,089,"Colorado County, TX"
3859,CN4809300000000,093,"Comanche County, TX"
3860,CN4809500000000,095,"Concho County, TX"
3861,MT4818580000000,18580,"Corpus Christi, TX Metropolitan Statistical Area"
3862,MT4818580000000,18580,"Corpus Christi, TX Metropolitan Statistical Area"
3863,MT4818580000000,18580,"Corpus Christi, TX Metropolitan Statistical Area"
3864,MC4818620000000,18620,"Corsicana, TX Micropolitan Statistical Area"
3865,CN4810100000000,101,"Cottle County, TX"
3866,CN4810300000000,103,"Crane County, TX"
3867,CN4810500000000,105,"Crockett County, TX"
3868,CN4810900000000,109,"Culberson County, TX"
3869,SA4880780000000,80780,"Dallam-Hartley, TX LMA"
3870,SA4880780000000,80780,"Dallam-Hartley, TX LMA"
3871,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3872,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3873,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3874,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3875,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3876,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3877,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3878,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3879,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3880,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3881,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3882,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3883,MT4819100000000,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area"
3884,MC4819620000000,19620,"Del Rio, TX Micropolitan Statistical Area"
3885,CN4811900000000,119,"Delta County, TX"
3886,CN4812300000000,123,"DeWitt County, TX"
3887,CN4812500000000,125,"Dickens County, TX"
3888,CN4812700000000,127,"Dimmit County, TX"
3889,CN4812900000000,129,"Donley County, TX"
3890,MC4820300000000,20300,"Dumas, TX Micropolitan Statistical Area"
3891,CN4813100000000,131,"Duval County, TX"
3892,MC4820580000000,20580,"Eagle Pass, TX Micropolitan Statistical Area"
3893,CN4813300000000,133,"Eastland County, TX"
3894,CN4813700000000,137,"Edwards County, TX"
3895,MC4820900000000,20900,"El Campo, TX Micropolitan Statistical Area"
3896,MT4821340000000,21340,"El Paso, TX Metropolitan Statistical Area"
3897,MT4821340000000,21340,"El Paso, TX Metropolitan Statistical Area"
3898,CN4814900000000,149,"Fayette County, TX"
3899,CN4815100000000,151,"Fisher County, TX"
3900,CN4815300000000,153,"Floyd County, TX"
3901,CN4815500000000,155,"Foard County, TX"
3902,CN4815900000000,159,"Franklin County, TX"
3903,MC4823240000000,23240,"Fredericksburg, TX Micropolitan Statistical Area"
3904,CN4816100000000,161,"Freestone County, TX"
3905,CN4816500000000,165,"Gaines County, TX"
3906,MC4823620000000,23620,"Gainesville, TX Micropolitan Statistical Area"
3907,CN4816900000000,169,"Garza County, TX"
3908,CN4817700000000,177,"Gonzales County, TX"
3909,CN4818500000000,185,"Grimes County, TX"
3910,CN4819100000000,191,"Hall County, TX"
3911,CN4819300000000,193,"Hamilton County, TX"
3912,CN4819500000000,195,"Hansford County, TX"
3913,CN4819700000000,197,"Hardeman County, TX"
3914,CN4820700000000,207,"Haskell County, TX"
3915,CN4821100000000,211,"Hemphill County, TX"
3916,MC4825820000000,25820,"Hereford, TX Micropolitan Statistical Area"
3917,CN4821700000000,217,"Hill County, TX"
3918,CN4822500000000,225,"Houston County, TX"
3919,MT4826420000000,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area"
3920,MT4826420000000,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area"
3921,MT4826420000000,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area"
3922,MT4826420000000,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area"
3923,MT4826420000000,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area"
3924,MT4826420000000,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area"
3925,MT4826420000000,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area"
3926,MT4826420000000,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area"
3927,MT4826420000000,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area"
3928,MC4826660000000,26660,"Huntsville, TX Micropolitan Statistical Area"
3929,MC4826660000000,26660,"Huntsville, TX Micropolitan Statistical Area"
3930,CN4823700000000,237,"Jack County, TX"
3931,CN4823900000000,239,"Jackson County, TX"
3932,MC4827380000000,27380,"Jacksonville, TX Micropolitan Statistical Area"
3933,CN4824100000000,241,"Jasper County, TX"
3934,CN4824300000000,243,"Jeff Davis County, TX"
3935,CN4824700000000,247,"Jim Hogg County, TX"
3936,CN4825500000000,255,"Karnes County, TX"
3937,CN4826300000000,263,"Kent County, TX"
3938,MC4828500000000,28500,"Kerrville, TX Micropolitan Statistical Area"
3939,MT4828660000000,28660,"Killeen-Temple, TX Metropolitan Statistical Area"
3940,MT4828660000000,28660,"Killeen-Temple, TX Metropolitan Statistical Area"
3941,MT4828660000000,28660,"Killeen-Temple, TX Metropolitan Statistical Area"
3942,CN4826700000000,267,"Kimble County, TX"
3943,CN4826900000000,269,"King County, TX"
3944,MC4828780000000,28780,"Kingsville, TX Micropolitan Statistical Area"
3945,MC4828780000000,28780,"Kingsville, TX Micropolitan Statistical Area"
3946,CN4827100000000,271,"Kinney County, TX"
3947,CN4827500000000,275,"Knox County, TX"
3948,CN4828300000000,283,"La Salle County, TX"
3949,CN4827900000000,279,"Lamb County, TX"
3950,MC4829500000000,29500,"Lamesa, TX Micropolitan Statistical Area"
3951,MT4829700000000,29700,"Laredo, TX Metropolitan Statistical Area"
3952,CN4828500000000,285,"Lavaca County, TX"
3953,CN4828700000000,287,"Lee County, TX"
3954,CN4828900000000,289,"Leon County, TX"
3955,MC4830220000000,30220,"Levelland, TX Micropolitan Statistical Area"
3956,CN4829300000000,293,"Limestone County, TX"
3957,CN4829500000000,295,"Lipscomb County, TX"
3958,CN4829700000000,297,"Live Oak County, TX"
3959,CN4829900000000,299,"Llano County, TX"
3960,MT4830980000000,30980,"Longview, TX Metropolitan Statistical Area"
3961,MT4830980000000,30980,"Longview, TX Metropolitan Statistical Area"
3962,MT4830980000000,30980,"Longview, TX Metropolitan Statistical Area"
3963,MT4831180000000,31180,"Lubbock, TX Metropolitan Statistical Area"
3964,MT4831180000000,31180,"Lubbock, TX Metropolitan Statistical Area"
3965,MT4831180000000,31180,"Lubbock, TX Metropolitan Statistical Area"
3966,MC4831260000000,31260,"Lufkin, TX Micropolitan Statistical Area"
3967,CN4831300000000,313,"Madison County, TX"
3968,CN4831500000000,315,"Marion County, TX"
3969,MC4832220000000,32220,"Marshall, TX Micropolitan Statistical Area"
3970,CN4831900000000,319,"Mason County, TX"
3971,MT4832580000000,32580,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area"
3972,CN4830700000000,307,"McCulloch County, TX"
3973,CN4831100000000,311,"McMullen County, TX"
3974,CN4832700000000,327,"Menard County, TX"
3975,MT4833260000000,33260,"Midland, TX Metropolitan Statistical Area"
3976,MT4833260000000,33260,"Midland, TX Metropolitan Statistical Area"
3977,CN4833100000000,331,"Milam County, TX"
3978,CN4833300000000,333,"Mills County, TX"
3979,MC4833420000000,33420,"Mineral Wells, TX Micropolitan Statistical Area"
3980,CN4833500000000,335,"Mitchell County, TX"
3981,CN4833700000000,337,"Montague County, TX"
3982,CN4834300000000,343,"Morris County, TX"
3983,CN4834500000000,345,"Motley County, TX"
3984,MC4834420000000,34420,"Mount Pleasant, TX Micropolitan Statistical Area"
3985,MC4834860000000,34860,"Nacogdoches, TX Micropolitan Statistical Area"
3986,CN4835700000000,357,"Ochiltree County, TX"
3987,MT4836220000000,36220,"Odessa, TX Metropolitan Statistical Area"
3988,MC4837300000000,37300,"Palestine, TX Micropolitan Statistical Area"
3989,MC4837420000000,37420,"Pampa, TX Micropolitan Statistical Area"
3990,CN4836500000000,365,"Panola County, TX"
3991,MC4837580000000,37580,"Paris, TX Micropolitan Statistical Area"
3992,CN4836900000000,369,"Parmer County, TX"
3993,MC4837770000000,37770,"Pearsall, TX Micropolitan Statistical Area"
3994,CN4837100000000,371,"Pecos County, TX"
3995,MC4837780000000,37780,"Pecos, TX Micropolitan Statistical Area"
3996,MC4838380000000,38380,"Plainview, TX Micropolitan Statistical Area"
3997,CN4837300000000,373,"Polk County, TX"
3998,MC4838920000000,38920,"Port Lavaca, TX Micropolitan Statistical Area"
3999,CN4837700000000,377,"Presidio County, TX"
4000,CN4837900000000,379,"Rains County, TX"
4001,MC4839700000000,39700,"Raymondville, TX Micropolitan Statistical Area"
4002,CN4838300000000,383,"Reagan County, TX"
4003,CN4838500000000,385,"Real County, TX"
4004,CN4838700000000,387,"Red River County, TX"
4005,CN4839100000000,391,"Refugio County, TX"
4006,MC4840100000000,40100,"Rio Grande City, TX Micropolitan Statistical Area"
4007,CN4839300000000,393,"Roberts County, TX"
4008,CN4839900000000,399,"Runnels County, TX"
4009,CN4840300000000,403,"Sabine County, TX"
4010,MT4841660000000,41660,"San Angelo, TX Metropolitan Statistical Area"
4011,MT4841660000000,41660,"San Angelo, TX Metropolitan Statistical Area"
4012,MT4841700000000,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area"
4013,MT4841700000000,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area"
4014,MT4841700000000,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area"
4015,MT4841700000000,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area"
4016,MT4841700000000,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area"
4017,MT4841700000000,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area"
4018,MT4841700000000,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area"
4019,MT4841700000000,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area"
4020,CN4840500000000,405,"San Augustine County, TX"
4021,CN4840700000000,407,"San Jacinto County, TX"
4022,CN4841100000000,411,"San Saba County, TX"
4023,CN4841300000000,413,"Schleicher County, TX"
4024,CN4841700000000,417,"Shackelford County, TX"
4025,CN4841900000000,419,"Shelby County, TX"
4026,CN4842100000000,421,"Sherman County, TX"
4027,MT4843300000000,43300,"Sherman-Denison, TX Metropolitan Statistical Area"
4028,MC4843660000000,43660,"Snyder, TX Micropolitan Statistical Area"
4029,CN4842900000000,429,"Stephens County, TX"
4030,MC4844500000000,44500,"Stephenville, TX Micropolitan Statistical Area"
4031,CN4843100000000,431,"Sterling County, TX"
4032,CN4843300000000,433,"Stonewall County, TX"
4033,MC4844860000000,44860,"Sulphur Springs, TX Micropolitan Statistical Area"
4034,CN4843500000000,435,"Sutton County, TX"
4035,MC4845020000000,45020,"Sweetwater, TX Micropolitan Statistical Area"
4036,CN4843700000000,437,"Swisher County, TX"
4037,CN4844300000000,443,"Terrell County, TX"
4038,CN4844500000000,445,"Terry County, TX"
4039,MT4845500000000,45500,"Texarkana, TX-AR Metropolitan Statistical Area"
4040,CN4844700000000,447,"Throckmorton County, TX"
4041,CN4845700000000,457,"Tyler County, TX"
4042,MT4846340000000,46340,"Tyler, TX Metropolitan Statistical Area"
4043,CN4846100000000,461,"Upton County, TX"
4044,MC4846620000000,46620,"Uvalde, TX Micropolitan Statistical Area"
4045,CN4846700000000,467,"Van Zandt County, TX"
4046,MC4846900000000,46900,"Vernon, TX Micropolitan Statistical Area"
4047,MT4847020000000,47020,"Victoria, TX Metropolitan Statistical Area"
4048,MT4847020000000,47020,"Victoria, TX Metropolitan Statistical Area"
4049,MT4847380000000,47380,"Waco, TX Metropolitan Statistical Area"
4050,MT4847380000000,47380,"Waco, TX Metropolitan Statistical Area"
4051,CN4847500000000,475,"Ward County, TX"
4052,CN4848300000000,483,"Wheeler County, TX"
4053,MT4848660000000,48660,"Wichita Falls, TX Metropolitan Statistical Area"
4054,MT4848660000000,48660,"Wichita Falls, TX Metropolitan Statistical Area"
4055,MT4848660000000,48660,"Wichita Falls, TX Metropolitan Statistical Area"
4056,SA4882900000000,82900,"Winkler-Loving, TX LMA"
4057,SA4882900000000,82900,"Winkler-Loving, TX LMA"
4058,CN4849900000000,499,"Wood County, TX"
4059,CN4850100000000,501,"Yoakum County, TX"
4060,CN4850300000000,503,"Young County, TX"
4061,MC4849820000000,49820,"Zapata, TX Micropolitan Statistical Area"
4062,CN4850700000000,507,"Zavala County, TX"
4063,CN4900100000000,001,"Beaver County, UT"
4064,MC4916260000000,16260,"Cedar City, UT Micropolitan Statistical Area"
4065,CN4900900000000,009,"Daggett County, UT"
4066,CN4901300000000,013,"Duchesne County, UT"
4067,CN4901500000000,015,"Emery County, UT"
4068,CN4901700000000,017,"Garfield County, UT"
4069,CN4901900000000,019,"Grand County, UT"
4070,MC4925720000000,25720,"Heber, UT Micropolitan Statistical Area"
4071,CN4902500000000,025,"Kane County, UT"
4072,MT4930860000000,30860,"Logan, UT-ID Metropolitan Statistical Area"
4073,CN4902700000000,027,"Millard County, UT"
4074,MT4936260000000,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area"
4075,MT4936260000000,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area"
4076,MT4936260000000,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area"
4077,MT4936260000000,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area"
4078,CN4903100000000,031,"Piute County, UT"
4079,MC4939220000000,39220,"Price, UT Micropolitan Statistical Area"
4080,MT4939340000000,39340,"Provo-Orem, UT Metropolitan Statistical Area"
4081,MT4939340000000,39340,"Provo-Orem, UT Metropolitan Statistical Area"
4082,CN4903300000000,033,"Rich County, UT"
4083,MT4941100000000,41100,"St. George, UT Metropolitan Statistical Area"
4084,MT4941620000000,41620,"Salt Lake City, UT Metropolitan Statistical Area"
4085,MT4941620000000,41620,"Salt Lake City, UT Metropolitan Statistical Area"
4086,CN4903700000000,037,"San Juan County, UT"
4087,CN4903900000000,039,"Sanpete County, UT"
4088,CN4904100000000,041,"Sevier County, UT"
4089,MC4944920000000,44920,"Summit Park, UT Micropolitan Statistical Area"
4090,MC4946860000000,46860,"Vernal, UT Micropolitan Statistical Area"
4091,CN4905500000000,055,"Wayne County, UT"
4092,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4093,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4094,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4095,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4096,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4097,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4098,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4099,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4100,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4101,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4102,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4103,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4104,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4105,MC5071050000000,71050,"Barre, VT Micropolitan NECTA"
4106,MC5071350000000,71350,"Bennington, VT Micropolitan NECTA"
4107,MC5071350000000,71350,"Bennington, VT Micropolitan NECTA"
4108,MC5071350000000,71350,"Bennington, VT Micropolitan NECTA"
4109,MC5071350000000,71350,"Bennington, VT Micropolitan NECTA"
4110,MC5071350000000,71350,"Bennington, VT Micropolitan NECTA"
4111,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4112,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4113,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4114,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4115,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4116,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4117,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4118,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4119,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4120,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4121,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4122,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4123,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4124,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4125,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4126,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4127,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4128,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4129,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4130,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4131,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4132,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4133,SA5080420000000,80420,"Brattleboro, VT-NH LMA"
4134,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4135,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4136,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4137,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4138,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4139,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4140,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4141,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4142,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4143,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4144,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4145,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4146,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4147,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4148,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4149,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4150,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4151,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4152,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4153,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4154,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4155,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4156,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4157,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4158,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4159,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4160,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4161,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4162,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4163,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4164,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4165,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4166,MT5072400000000,72400,"Burlington-South Burlington, VT Metropolitan NECTA"
4167,SA3380700000000,80700,"Colebrook, NH-VT LMA"
4168,SA3380700000000,80700,"Colebrook, NH-VT LMA"
4169,SA3380700000000,80700,"Colebrook, NH-VT LMA"
4170,SA3380700000000,80700,"Colebrook, NH-VT LMA"
4171,SA3380700000000,80700,"Colebrook, NH-VT LMA"
4172,SA5080820000000,80820,"Derby, VT LMA"
4173,SA5080820000000,80820,"Derby, VT LMA"
4174,SA5080820000000,80820,"Derby, VT LMA"
4175,SA5080820000000,80820,"Derby, VT LMA"
4176,SA5080820000000,80820,"Derby, VT LMA"
4177,SA5080820000000,80820,"Derby, VT LMA"
4178,SA5080820000000,80820,"Derby, VT LMA"
4179,SA5080820000000,80820,"Derby, VT LMA"
4180,SA5080820000000,80820,"Derby, VT LMA"
4181,SA5080820000000,80820,"Derby, VT LMA"
4182,SA5080820000000,80820,"Derby, VT LMA"
4183,SA5080820000000,80820,"Derby, VT LMA"
4184,SA5080820000000,80820,"Derby, VT LMA"
4185,SA5080820000000,80820,"Derby, VT LMA"
4186,SA5080820000000,80820,"Derby, VT LMA"
4187,SA5080820000000,80820,"Derby, VT LMA"
4188,SA5080820000000,80820,"Derby, VT LMA"
4189,SA5080820000000,80820,"Derby, VT LMA"
4190,SA5080820000000,80820,"Derby, VT LMA"
4191,SA5080820000000,80820,"Derby, VT LMA"
4192,SA5080820000000,80820,"Derby, VT LMA"
4193,SA5080820000000,80820,"Derby, VT LMA"
4194,SA5081340000000,81340,"Highgate, VT LMA"
4195,SA5081340000000,81340,"Highgate, VT LMA"
4196,SA5081340000000,81340,"Highgate, VT LMA"
4197,SA5081340000000,81340,"Highgate, VT LMA"
4198,SA5081340000000,81340,"Highgate, VT LMA"
4199,SA5081340000000,81340,"Highgate, VT LMA"
4200,SA5081340000000,81340,"Highgate, VT LMA"
4201,SA5081340000000,81340,"Highgate, VT LMA"
4202,SA5081340000000,81340,"Highgate, VT LMA"
4203,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4204,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4205,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4206,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4207,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4208,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4209,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4210,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4211,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4212,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4213,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4214,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4215,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4216,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4217,MC3374350000000,74350,"Lebanon, NH-VT Micropolitan NECTA"
4218,SA3381620000000,81620,"Littleton, NH-VT LMA"
4219,SA3381620000000,81620,"Littleton, NH-VT LMA"
4220,SA3381620000000,81620,"Littleton, NH-VT LMA"
4221,SA3381620000000,81620,"Littleton, NH-VT LMA"
