,CBSA,MNAME,Year,TOT_POP,UBER_ARRIVAL,TNC_ARRIVAL_YEAR,TNC_FIRST_FULL_YEAR_OPERATION,TNC_FLAG,TNC_CLUSTER,TNC_TRIPS_PER_PERSON,TOT_POP_CLUSTER,TOTAL_YEARLY_POPULATION,POP_SHARE,TNC_TRIPS_PER_CAPITA,TOT_TNC_TRIPS
510,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2016,282887,7/1/14,2014,2015,1,22,2.3,40213220,240308609,0.007034677,2.746524803,776956.1619
511,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",2017,283405,7/1/14,2014,2015,1,22,2.3,50630502,253371069,0.005597515,2.3,651831.5
519,42140,"Santa Fe, NM Metro Area",2016,148651,3/1/15,2015,2016,1,22,2.3,40213220,240308609,0.00369657,2.746524803,408273.6585
520,42140,"Santa Fe, NM Metro Area",2017,148750,3/1/15,2015,2016,1,22,2.3,50630502,253371069,0.002937952,2.3,342125
521,42220,"Santa Rosa, CA Metro Area",2015,502146,5/1/14,2014,2015,1,22,2.3,22529422,213074972,0.022288455,4.346757737,2182707.011
522,42220,"Santa Rosa, CA Metro Area",2016,503070,5/1/14,2014,2015,1,22,2.3,40213220,240308609,0.012510065,2.746524803,1381694.233
523,42220,"Santa Rosa, CA Metro Area",2017,504217,5/1/14,2014,2015,1,22,2.3,50630502,253371069,0.00995876,2.3,1159699.1
524,42340,"Savannah, GA Metro Area",2016,384024,5/1/15,2015,2016,1,22,2.3,40213220,240308609,0.009549695,2.746524803,1054731.441
525,42340,"Savannah, GA Metro Area",2017,387543,5/1/15,2015,2016,1,22,2.3,50630502,253371069,0.007654338,2.3,891348.9
526,42540,"Scranton-Wilkes-Barre-Hazleton, PA Metro Area",2016,555225,2/1/15,2015,2016,1,22,2.3,40213220,240308609,0.013807027,2.746524803,1524939.234
527,42540,"Scranton-Wilkes-Barre-Hazleton, PA Metro Area",2017,555426,2/1/15,2015,2016,1,22,2.3,50630502,253371069,0.010970186,2.3,1277479.8
534,42680,"Sebastian-Vero Beach, FL Metro Area",2016,151563,8/1/15,2015,2016,1,22,2.3,40213220,240308609,0.003768984,2.746524803,416271.5387
535,42680,"Sebastian-Vero Beach, FL Metro Area",2017,154383,8/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003049209,2.3,355080.9
536,43780,"South Bend-Mishawaka, IN-MI Metro Area",2015,320098,10/1/14,2014,2015,1,22,2.3,22529422,213074972,0.014207999,4.346757737,1391388.458
537,43780,"South Bend-Mishawaka, IN-MI Metro Area",2016,320740,10/1/14,2014,2015,1,22,2.3,40213220,240308609,0.007975984,2.746524803,880920.3653
538,43780,"South Bend-Mishawaka, IN-MI Metro Area",2017,321815,10/1/14,2014,2015,1,22,2.3,50630502,253371069,0.006356149,2.3,740174.5
539,43900,"Spartanburg, SC Metro Area",2016,329136,7/1/15,2015,2016,1,22,2.3,40213220,240308609,0.008184771,2.746524803,903980.1876
540,43900,"Spartanburg, SC Metro Area",2017,334391,7/1/15,2015,2016,1,22,2.3,50630502,253371069,0.006604537,2.3,769099.3
544,44100,"Springfield, IL Metro Area",2016,208892,2/1/15,2015,2016,1,22,2.3,40213220,240308609,0.00519461,2.746524803,573727.0591
545,44100,"Springfield, IL Metro Area",2017,207596,2/1/15,2015,2016,1,22,2.3,50630502,253371069,0.004100216,2.3,477470.8
548,44180,"Springfield, MO Metro Area",2017,461469,11/1/16,2016,2017,1,22,2.3,50630502,253371069,0.009114446,2.3,1061378.7
549,44300,"State College, PA Metro Area",2016,161464,2/1/15,2015,2016,1,22,2.3,40213220,240308609,0.004015197,2.746524803,443464.8808
550,44300,"State College, PA Metro Area",2017,162660,2/1/15,2015,2016,1,22,2.3,50630502,253371069,0.003212688,2.3,374118
554,45220,"Tallahassee, FL Metro Area",2015,378593,9/1/14,2014,2015,1,22,2.3,22529422,213074972,0.016804381,4.346757737,1645652.052
555,45220,"Tallahassee, FL Metro Area",2016,380110,9/1/14,2014,2015,1,22,2.3,40213220,240308609,0.009452364,2.746524803,1043981.543
556,45220,"Tallahassee, FL Metro Area",2017,385473,9/1/14,2014,2015,1,22,2.3,50630502,253371069,0.007613454,2.3,886587.9
560,45780,"Toledo, OH Metro Area",2015,605956,11/1/14,2014,2015,1,22,2.3,22529422,213074972,0.026896207,4.346757737,2633943.931
561,45780,"Toledo, OH Metro Area",2016,605221,11/1/14,2014,2015,1,22,2.3,40213220,240308609,0.015050299,2.746524803,1662254.488
562,45780,"Toledo, OH Metro Area",2017,603668,11/1/14,2014,2015,1,22,2.3,50630502,253371069,0.01192301,2.3,1388436.4
563,45820,"Topeka, KS Metro Area",2016,233068,11/1/15,2015,2016,1,22,2.3,40213220,240308609,0.005795805,2.746524803,640127.0428
564,45820,"Topeka, KS Metro Area",2017,233149,11/1/15,2015,2016,1,22,2.3,50630502,253371069,0.004604912,2.3,536242.7
572,46140,"Tulsa, OK Metro Area",2015,980794,4/1/14,2014,2015,1,22,2.3,22529422,213074972,0.043533918,4.346757737,4263273.908
573,46140,"Tulsa, OK Metro Area",2016,987958,4/1/14,2014,2015,1,22,2.3,40213220,240308609,0.02456799,2.746524803,2713451.151
574,46140,"Tulsa, OK Metro Area",2017,990773,4/1/14,2014,2015,1,22,2.3,50630502,253371069,0.019568698,2.3,2278777.9
575,46220,"Tuscaloosa, AL Metro Area",2017,242279,8/1/16,2016,2017,1,22,2.3,50630502,253371069,0.004785238,2.3,557241.7
576,46340,"Tyler, TX Metro Area",2017,227727,9/1/16,2016,2017,1,22,2.3,50630502,253371069,0.004497822,2.3,523772.1
581,46700,"Vallejo-Fairfield, CA Metro Area",2015,436092,11/1/14,2014,2015,1,22,2.3,22529422,213074972,0.019356555,4.346757737,1895586.275
582,46700,"Vallejo-Fairfield, CA Metro Area",2016,440207,11/1/14,2014,2015,1,22,2.3,40213220,240308609,0.010946823,2.746524803,1209039.444
583,46700,"Vallejo-Fairfield, CA Metro Area",2017,445458,11/1/14,2014,2015,1,22,2.3,50630502,253371069,0.008798214,2.3,1024553.4
584,47220,"Vineland-Bridgeton, NJ Metro Area",2017,152538,10/1/16,2016,2017,1,22,2.3,50630502,253371069,0.003012769,2.3,350837.4
588,47300,"Visalia-Porterville, CA Metro Area",2016,460437,6/1/15,2015,2016,1,22,2.3,40213220,240308609,0.011449891,2.746524803,1264601.641
589,47300,"Visalia-Porterville, CA Metro Area",2017,464493,6/1/15,2015,2016,1,22,2.3,50630502,253371069,0.009174173,2.3,1068333.9
590,47380,"Waco, TX Metro Area",2016,264869,1/1/15,2015,2016,1,22,2.3,40213220,240308609,0.006586615,2.746524803,727469.278
591,47380,"Waco, TX Metro Area",2017,267554,1/1/15,2015,2016,1,22,2.3,50630502,253371069,0.005284443,2.3,615374.2
592,47580,"Warner Robins, GA Metro Area",2017,192766,6/1/16,2016,2017,1,22,2.3,50630502,253371069,0.00380731,2.3,443361.8
599,48620,"Wichita, KS Metro Area",2015,644502,9/1/14,2014,2015,1,22,2.3,22529422,213074972,0.028607125,4.346757737,2801494.055
600,48620,"Wichita, KS Metro Area",2016,645447,9/1/14,2014,2015,1,22,2.3,40213220,240308609,0.016050617,2.746524803,1772736.195
601,48620,"Wichita, KS Metro Area",2017,646542,9/1/14,2014,2015,1,22,2.3,50630502,253371069,0.012769812,2.3,1487046.6
602,48700,"Williamsport, PA Metro Area",2017,113841,11/1/16,2016,2017,1,22,2.3,50630502,253371069,0.002248467,2.3,261834.3
603,48900,"Wilmington, NC Metro Area",2015,277969,7/1/14,2014,2015,1,22,2.3,22529422,213074972,0.012338044,4.346757737,1208263.901
604,48900,"Wilmington, NC Metro Area",2016,282573,7/1/14,2014,2015,1,22,2.3,40213220,240308609,0.007026868,2.746524803,776093.7532
605,48900,"Wilmington, NC Metro Area",2017,288156,7/1/14,2014,2015,1,22,2.3,50630502,253371069,0.005691352,2.3,662758.8
606,49020,"Winchester, VA-WV Metro Area",2017,139223,9/1/16,2016,2017,1,22,2.3,50630502,253371069,0.002749785,2.3,320212.9
607,49180,"Winston-Salem, NC Metro Area",2015,659330,8/1/14,2014,2015,1,22,2.3,22529422,213074972,0.029265287,4.346757737,2865947.779
608,49180,"Winston-Salem, NC Metro Area",2016,662079,8/1/14,2014,2015,1,22,2.3,40213220,240308609,0.016464213,2.746524803,1818416.395
609,49180,"Winston-Salem, NC Metro Area",2017,667733,8/1/14,2014,2015,1,22,2.3,50630502,253371069,0.013188354,2.3,1535785.9
613,49420,"Yakima, WA Metro Area",2017,250193,12/1/16,2016,2017,1,22,2.3,50630502,253371069,0.004941547,2.3,575443.9
614,49620,"York-Hanover, PA Metro Area",2016,443744,7/1/15,2015,2016,1,22,2.3,40213220,240308609,0.011034779,2.746524803,1218753.902
615,49620,"York-Hanover, PA Metro Area",2017,446078,7/1/15,2015,2016,1,22,2.3,50630502,253371069,0.00881046,2.3,1025979.4
616,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",2017,541926,6/1/16,2016,2017,1,22,2.3,50630502,253371069,0.010703548,2.3,1246429.8
617,49700,"Yuba City, CA Metro Area",2017,173679,4/1/16,2016,2017,1,22,2.3,50630502,253371069,0.003430323,2.3,399461.7
618,49740,"Yuma, AZ Metro Area",2017,207534,3/1/16,2016,2017,1,22,2.3,50630502,253371069,0.004098992,2.3,477328.2
