,ID,Year,BUS_FLAG,RAIL_FLAG,CBSA, UPT ,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,TNC_FLAG,YEARS_SINCE_TNC,FARE_TOTAL_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,FARE_per_UPT_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,walkscore,transit,bike,Bus_UPT_ADJ,Bus_VRM_ADJ,Bus_VRH_ADJ,Bus_FARE_TOTAL,Bus_FARE_per_UPT_2018,Bus_AVG_SPEED,Rail_UPT_ADJ,Rail_VRM_ADJ,Rail_VRH_ADJ,Rail_FARE_TOTAL,Rail_FARE_per_UPT_2018,Rail_AVG_SPEED,CLUSTER_APTA,CLUSTER_GT,CLUSTER_APTA_HML
91,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2018,0,1,0," 2,035,441 ",971301.813,2035440.672,971301.813,61500.548,-1471609.75,-0.522511817,0,195222,55866.75,85350.5,6449.25,4767,4051.5,6000.25,195241.25,-3.7,-1.35,4.95,-0.67,-0.62,1.3,83803.25,-4006.25,21343.25,34747,17135.75,14583.5,-0.9,9775.5,13699,-5.2,-2.05,7.25,-19456.42,131714.13,112257.71,-2.39,2.39,-0.7,,7255.25,0.19,-0.06,0,0,4,-1744792.39,3137.94,2677.56,4028.53,6562.56,9142.42,-0.9046,-0.58164219,34,3,3,0,,0,94,0,50,0,0,0,0,0,0,2035440.672,971301.813,61500.548,-1471609.75,-0.58164219,0.19,24,2,2
382,"Phoenix-Mesa-Glendale, AZ Metro Area-Rail",2018,0,1,0," 1,142,748 ",842700,1142748,842700,51538,941795,-0.003898719,0,326712.25,183126,109323.25,9548.5,3891.5,4992.75,5699.5,323202.75,-5.47,-0.57,6.08,-1.25,-0.17,1.43,113271,-22766,17886.75,30335,49510,38305.25,-1.78,11346.25,14433,-7.37,0.45,6.93,-26698.72,290622.17,263923.47,-1.78,1.78,-0.31,,95011.75,0.37,-0.06,0,0,4,191488.04,2185.34,3585.63,3787.96,8144.35,10060.98,-0.5326,-0.056501407,112,5,5,0,,0,85,65,57,0,0,0,0,0,0,1142748,842700,51538,941795,-0.056501407,0.37,10,4,1
398,"Portland-Vancouver-Hillsboro, OR-WA Metro Area-Rail",2018,0,1,0," 994,624 ",1286275.36,994623.53,1286275.36,113841.6147,4621695.25,0.080412156,0,132879.5,55435.25,56712,6827,7446.75,5755,8645,131479.5,-3.02,-2.27,5.33,-1.07,-0.7,1.78,58067,-1387.75,1049,21212.25,10629.5,26564,-0.64,15330.75,16535.25,-7.02,-3.02,10.05,-23764.48,144645.15,120880.67,-2.37,2.37,-0.31,,48076.75,-0.4,-0.06,0,0,4,1773605.23,5675.07,4075.78,6723.92,11715.87,11772.75,-0.5326,0.013781575,145,0,1,0,,1,74,87,87,0,0,0,0,0,0,994623.53,1286275.36,113841.6147,4621695.25,0.013781575,-0.4,10,4,1
146,"Detroit-Warren-Livonia, MI Metro Area-Rail",2018,0,1,0," 783,395 ",39131.925,783394.605,39131.925,14626.3425,-287940,-0.271312084,0,26823.25,-19187.25,-24674.25,8834.5,5673.5,5424.75,6601.5,12501,-2.02,-1.27,3.33,-0.8,-0.92,1.73,70050.5,-11358,-11429,60631.25,13029.75,19176.5,-1.03,8279.25,12980.75,-5.9,0.18,5.73,-75903.28,161529.03,85625.75,-3.91,3.91,-0.64,,-6715.75,-2.06,-0.06,0,0,4,-389275.38,4055.24,3806.31,4949.88,5131.53,8660.93,-0.8416,-0.314403703,58,0,1,0,,1,99,75,64,0,0,0,0,0,0,783394.605,39131.925,14626.3425,-287940,-0.314403703,-2.06,22,1,2
362,"Orlando-Kissimmee-Sanford, FL Metro Area-Rail",2018,0,1,0," 498,448 ",361518,498448,361518,15903,1583846.75,1.151315252,0,253373.25,150953.5,-44721.5,39755,3489.75,5072,4193.5,251211,-3.12,-1.1,4.23,-0.47,-0.42,0.9,88820,-5330.25,3610,48728,29541.25,12271,-1.2,9174,13647.75,-6.57,-0.7,7.28,-29068.97,170156.9,141087.93,-2.79,2.79,-0.7,,22887.25,-4.3,-0.06,0,0,4,1561565.15,2063.07,3754.1,2546.86,6277.8,9578.25,-0.9046,1.115167941,37,0,0,0,,1,90,68,79,0,0,0,0,0,0,498448,361518,15903,1583846.75,1.115167941,-4.3,24,2,2
502,"Stockton, CA Metro Area-Rail",2018,0,1,0," 325,275 ",151379,325275,151379,4208,2411699.5,0.318245335,0,40514,40941,-9556.75,3469.75,7477.5,6968.75,6642.5,36777.75,-5.32,-3.1,8.38,-0.65,-0.12,0.78,5359.5,-7713.25,-1293.75,2387.75,4897.25,7081.5,-3.56,12192.75,16216.75,-8.47,-0.97,9.45,-13524,28765.06,15241.06,-4.61,4.61,-0.31,,9910.25,-0.59,-0.06,0,0,4,1998578.32,6078.78,5496.53,5112.26,9093.21,11958.01,-0.5326,-0.039784071,0,0,0,,,0,91,51,66,0,0,0,0,0,0,325275,151379,4208,2411699.5,-0.039784071,-0.59,22,2,2
522,"Tucson, AZ Metro Area-Rail",2018,0,1,0," 320,561 ",120015.9705,320560.8609,120015.9705,15596.6823,390643.5,0.434931465,0,24720.5,10907.75,28077.75,3439.75,4471,4221.25,5069.5,21907.75,-3.6,-0.05,3.6,-0.75,-0.85,1.6,17102,-1373.75,-7212.25,9709,15302.5,676.5,-0.7,8583,11517.25,-6.27,-0.15,6.43,-6732.57,29043.99,22311.42,-1.67,1.67,-0.31,,245.75,-0.17,-0.06,0,0,4,390643.5,3031.9,3018.85,3365.68,5831.64,7669.09,-0.5326,0.434931465,36,0,0,0,,1,78,71,99,0,0,0,0,0,0,320560.8609,120015.9705,15596.6823,390643.5,0.434931465,-0.17,23,1,2
342,"New Orleans-Metairie-Kenner, LA Metro Area-Rail",2018,0,1,0," 290,173 ",205443.903,290172.954,205443.903,33715.2556,-70473.75,-0.042715337,0,30571,19972.75,9223.5,2832.75,1622.25,1819,-185.75,29895.25,1.45,-0.17,-1.22,-0.2,-1.55,1.75,6555.5,-3680.25,5004,-3133.25,6433,1932,-0.91,5152.25,3107.25,-1.82,-1.5,3.33,-10116.85,15884.99,5768.14,-1.75,1.75,-0.64,,15195,0,-0.06,0,1,3,-471915.27,63.75,336.76,-2120.51,2345.21,-1102.29,-0.8332,-0.096558414,93,0,0,0,,1,95,0,90,0,0,0,0,0,0,290172.954,205443.903,33715.2556,-70473.75,-0.096558414,0,21,1,2
73,"Buffalo-Niagara Falls, NY Metro Area-Rail",2018,0,1,0," 218,653 ",82191,218653,82191,-2319,487592.75,0.047711566,0,2928.5,-4741.75,1597.25,2979.25,4245.5,3874,5929.75,2934.5,-0.77,-0.35,1.23,-0.45,-0.87,1.33,10154.75,-1630.5,-3124.5,12980.75,-1858.25,3787.25,-0.61,7273.5,8718,-4.5,-0.1,4.6,-8574.78,7012.17,-1562.62,-1.53,1.53,-0.62,,-3946,1.3,-0.06,0,0,4,167139.95,2645.9,2233.84,4340.41,4269.06,4675.14,-0.8324,-0.027274201,57,0,0,0,,1,93,73,88,0,0,0,0,0,0,218653,82191,-2319,487592.75,-0.027274201,1.3,21,1,2
512,"Tampa-St. Petersburg-Clearwater, FL Metro Area-Rail",2018,0,1,0," 147,502 ",8543,147502,8543,1398,53042.75,-0.46278315,0,234474.5,82785.5,44055,23595.75,2620.5,4015,3820,234942.25,-2.25,-1.47,3.73,-0.55,-0.62,1.18,79424.75,-4702.75,6703.75,44305.5,21534.75,11583.5,-0.85,6709.75,11749.5,-5.6,0.63,4.98,-33705.13,137479.3,103774.17,-2.6,2.6,-0.7,,28073.75,0.08,-0.06,0,0,4,25142.03,1079.64,2633.68,2160.52,3897.19,7810.74,-0.9046,-0.564011721,99,0,0,0,,0,85,68,69,0,0,0,0,0,0,147502,8543,1398,53042.75,-0.564011721,0.08,24,2,2
95,"Chattanooga, TN-GA Metro Area-Rail",2018,0,1,0," 91,282 ",3218,91282,3218,497,795985.75,0.492299961,0,15692.25,10735.25,3402.25,-1089,4785.25,5231.25,6570,16230,-5,0.05,4.95,-0.8,-1.45,2.25,19760.5,-1406.75,5915.75,7576.5,9348.5,-1673.5,-1.2,6116.75,13580.25,-1.72,-3.02,4.75,-6238.45,30585.33,24346.88,-2.85,2.85,-0.7,,1379.25,0.28,-0.06,0,0,4,650382.01,3384.55,3950.73,5017.38,3320.75,9844.23,-0.9046,0.12794812,36,0,0,0,,0,84,0,96,0,0,0,0,0,0,91282,3218,497,795985.75,0.12794812,0.28,33,3,3
336,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area-Rail",2018,0,1,0," 40,742 ",6968,40742,6968,687,280264.75,0.572507438,0,149585.5,15788.25,108299,6797,5079,4921.75,5963,147312.5,-5,-1.7,6.7,-0.55,-0.1,0.65,55759,-7691.75,-9175.25,35358,21113.75,16154.25,-1.48,14742,18004.75,-9.47,1.43,8.05,-17600.88,134966.56,117365.68,-2.4,2.4,-0.64,,10335,-1.59,-0.06,0,0,4,238762.87,3442.32,3414.91,4079.9,11583.6,13547.47,-0.8416,0.411661777,35,0,3,0,,0,96,74,72,0,0,0,0,0,0,40742,6968,687,280264.75,0.411661777,-1.59,24,2,2
394,"Portland-South Portland-Biddeford, ME Metro Area-Rail",2018,0,1,0," 37,415 ",143925,37415,143925,-382,802590.25,0.28633276,0,11191,17205.75,-4817.75,3396.25,5587.75,5072.25,7432.5,12272,-4.3,-0.27,4.68,-0.97,-1.57,2.55,1508,-6431.75,5484.75,957,879.25,618.75,-3.02,13195,11312,-6.3,-0.72,7.03,-5598.01,19409.56,13811.55,-2.07,2.07,-0.7,,348,2.24,-0.06,0,0,4,285169.39,3822.85,3433.17,5526.42,9620.62,6463.82,-0.913,-0.75550385,0,0,0,,,0,98,0,81,0,0,0,0,0,0,37415,143925,-382,802590.25,-0.75550385,2.24,23,3,2
239,"Johnstown, PA Metro Area-Rail",2018,0,1,0," (8,654)",-552.42,-8654.283,-552.42,-215.622,1745.75,0.40691096,0,-6356.25,-2139.75,-3814,-197,3202.75,3077.5,-1162.75,-3736.5,-0.65,1.33,-0.62,-0.3,-1.95,2.25,-1446.25,-1088.25,-1756,1190,743.25,-535.25,-1.71,5227.75,1543.5,-5,4.75,0.25,-1335.45,-2513.45,-3848.91,-1.8,1.8,-0.62,,-333.5,-0.01,-0.06,0,1,2,-5027.95,1833.91,1672.66,-2425.63,2634.31,-1966.08,-0.8324,0.285732758,0,0,0,,,0,81,0,59,0,0,0,0,0,0,-8654.283,-552.42,-215.622,1745.75,0.285732758,-0.01,33,1,3
282,"Little Rock-North Little Rock-Conway, AR Metro Area-Rail",2018,0,1,0," (56,588)",-1636,-56588,-1636,-378,-91873.75,-1.00715128,0,14113.5,1970,6093.25,3844.5,4442.75,3769,4094,14345,-3.45,-0.05,3.55,-0.52,-0.9,1.43,8411,-1234.75,-170.5,5706.5,-759.25,4869,-0.61,6705.75,10994.75,-2.75,-2.92,5.68,-6674.01,19129.4,12455.38,-2.06,2.06,-0.64,,-2419.25,0,-0.06,0,0,4,-97006.81,2897.51,2296.48,2390.72,3805.95,7126.73,-0.8332,-1.058739823,0,0,1,0,,0,57,38,52,0,0,0,0,0,0,-56588,-1636,-378,-91873.75,-1.058739823,0,34,3,3
530,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area-Rail",2018,0,1,0," (143,460)",999,-143460,999,-565,-177725.5,-0.029920486,0,6485.75,20197.5,-23671,9009.75,1741,741.75,3200,7929.75,0.35,-2.05,1.63,-0.47,-1.25,1.73,5423.5,-4097.25,-20910.5,32879,-5821,3373.25,-0.7,7649.5,12027,-3.45,-2.2,5.65,-19523.32,27857.83,8334.51,-2.34,2.34,-0.7,,5118,0.28,-0.06,0,0,4,-267669.1,-46.76,-782.43,1129.46,4117.24,7591.86,-0.9046,-0.08596322,0,1,1,0,,1,78,45,69,0,0,0,0,0,0,-143460,999,-565,-177725.5,-0.08596322,0.28,22,2,2
9,"Albuquerque, NM Metro Area-Rail",2018,0,1,0," (291,615)",-48413,-291615,-48413,-628,-870801.75,-0.118560639,0,9220.5,25089.5,-6448.25,2048.5,2051.25,1453,1929.25,8478.75,-5.2,-2.32,7.53,-1.15,-1.17,2.33,7719.25,-3476.5,9585.75,-4321.25,3271.75,2659.5,-1.12,3793.25,3891.25,-3.15,-0.4,3.55,-7331.66,24031.91,16700.25,-1.95,1.95,-0.64,,-2617,-0.68,-0.06,0,0,4,-1041284.01,511.35,84.76,84.67,938.39,-17.03,-0.8332,-0.278906326,0,0,0,0,,1,87,58,89,0,0,0,0,0,0,-291615,-48413,-628,-870801.75,-0.278906326,-0.68,22,2,2
207,"Hartford-West Hartford-East Hartford, CT Metro Area-Rail",2018,0,1,0," (329,746)",-558088.166,-329746.2384,-558088.166,-12391.436,-93910.5,1.40727604,0,-2590.75,-20533.75,8227,-4811.5,3380.25,5088,4371.75,2990.5,-1.12,0.85,0.28,-0.9,-0.85,1.75,4791.5,-4811.75,4961.75,667,2506.5,1468,-1.11,2094.25,4595.75,-2.55,0.25,2.3,-14343.85,23346.35,9002.5,-2.26,2.26,-0.7,,-3485.75,-0.16,-0.06,0,0,4,-246451.5,1392.21,3155.28,1986.15,-2017.67,-933.31,-0.913,1.240464976,0,0,0,0,,1,94,0,68,0,0,0,0,0,0,-329746.2384,-558088.166,-12391.436,-93910.5,1.240464976,-0.16,23,1,2
235,"Jacksonville, FL Metro Area-Rail",2018,0,1,0," (377,867)",-24769,-377867,-24769,-769,0,0,0,113111.75,40897.25,33913.25,8534.75,3567.25,4615.5,3000.75,114795,-1.95,-1.47,3.6,-0.52,-0.82,1.35,41642,-2834.5,10409.75,14329,14173.5,5564.25,-1.01,9898.5,11926.5,-5.97,1.1,4.88,-18602.82,81085.28,62482.47,-2.89,2.89,-0.7,,3919.5,-1.1,-0.06,0,0,4,0,1946.89,3237.18,1115.97,6831.48,7723.98,-0.9046,0,0,0,0,0,,1,88,0,52,0,0,0,0,0,0,-377867,-24769,-769,0,0,-1.1,24,3,2
386,"Pittsburgh, PA Metro Area-Rail",2018,0,1,0," (854,304)",98589,-854304,98589,4209,-4349612.75,-0.396556328,0,-31986.5,-63798,18805.5,9719,4585.25,4911,4092,-32505,-1.62,0.48,1.25,-0.4,-1.37,1.78,12708.25,-15870.5,2202.25,15628.75,9901.25,846.5,-1.72,8567.25,12096.5,-3.97,-1.52,5.5,-16796.41,6252.26,-10544.15,-1.35,1.35,-0.62,,-509.5,0.27,-0.06,0,0,4,-5094463.37,2928.35,3286.26,2222.34,5429.67,7808.96,-0.8324,-0.481439261,110,0,0,0,,1,97,100,77,0,0,0,0,0,0,-854304,98589,4209,-4349612.75,-0.481439261,0.27,10,1,1
108,"Cleveland-Elyria-Mentor, OH Metro Area-Rail",2018,0,1,0," (1,006,301)",-85053.952,-1006301.144,-85053.952,2166.7344,1736615,0.382006822,0,-3629.5,6841.25,-15074.25,1801.25,3531,3826.75,3079.25,-5461.75,-0.95,-1.2,2.05,-0.8,-1.35,2.15,22722.75,-11179.75,7885.5,24037.25,-1924.25,3904,-1.57,3139,7104.5,-1.97,-1.4,3.38,-9947.33,8884.05,-1063.28,-0.95,0.95,-0.64,,-7735,-0.71,-0.06,0,0,4,1182316.82,1928.76,2207.95,1499.45,145.66,3009.38,-0.8416,0.31630699,36,0,0,0,,1,95,84,62,0,0,0,0,0,0,-1006301.144,-85053.952,2166.7344,1736615,0.31630699,-0.71,21,1,2
128,"Dallas-Fort Worth-Arlington, TX Metro Area-Rail",2018,0,1,0," (1,255,086)",1449923,-1255086,1449923,48592,2040055.75,0.110604064,0,604994.5,239756.5,156983,18453.75,4910.75,4831.5,5353,605512.25,-4.72,-1.12,5.93,-0.85,-0.57,1.43,169483,-12378.75,-10534.5,82083.25,67576.75,42736.25,-0.82,11071.5,12226,-6.62,0.63,6,-41258.5,402984.97,361726.47,-1.54,1.54,-0.64,,88148.75,0.81,-0.06,0,0,4,-202914.35,3113.69,3182.76,3063.22,7499.7,7221.52,-0.8332,0.041970169,46,3,4,0,,0,90,86,74,0,0,0,0,0,0,-1255086,1449923,48592,2040055.75,0.041970169,0.81,10,4,1
440,"Salt Lake City, UT Metro Area-Rail",2018,0,1,0," (1,354,356)",322339.63,-1354355.99,322339.63,39716.2232,-441372.5,0.042284928,0,66433.75,23779,19454.75,5636.25,4481,4434.25,6251.75,62334.5,-2.92,-2.3,5.23,-1.22,0.3,0.93,30102.75,-1662.5,-7315.75,5759.5,15882,17439.5,-0.8,11954.5,11589.5,-5.12,-3.72,8.85,-2464.35,62684.97,60220.61,-0.69,0.69,-0.51,,17878.5,-1.21,-0.06,0,0,4,-1962708.14,2787.32,2756.41,4360.37,8195.98,6645.32,-0.714,-0.020281423,34,0,1,0,,0,80,80,91,0,0,0,0,0,0,-1354355.99,322339.63,39716.2232,-441372.5,-0.020281423,-1.21,21,2,2
448,"San Diego-Carlsbad-San Marcos, CA Metro Area-Rail",2018,0,1,0," (2,772,481)",155973,-2772481,155973,-13859,-5456098.75,-0.058325885,0,93763,107824.75,-24473.75,6154.25,3837.5,5670.75,1630,93691.5,-3.65,-2.62,6.28,-0.52,-0.52,1.05,36688.75,-4953.25,-27326.75,12628.5,22018,34322.25,-0.62,14928.25,20612,-6.17,-2.77,8.95,-46576.65,94179.94,47603.31,-3.12,3.12,-0.31,,57639.75,0.81,-0.06,0,0,4,-8325015.31,2028.26,4000.05,-774.92,10956.73,15263.78,-0.5326,-0.127712315,100,4,5,0,,1,99,83,84,0,0,0,0,0,0,-2772481,155973,-13859,-5456098.75,-0.127712315,0.81,10,4,1
456,"San Jose-Sunnyvale-Santa Clara, CA Metro Area-Rail",2018,0,1,0," (2,831,518)",33880.443,-2831517.942,33880.443,1383.4464,-2785316.75,-0.043791617,0,60821.25,19250,-19850.75,4026.5,8371,7909,14480.25,60971.25,-2.65,-1.85,4.5,-1.22,-0.17,1.4,10473.5,1988.25,-3430,323.5,-4033,15624.75,0.22,28583.5,33510,-4.37,-6.22,10.6,-25003.25,91869.57,66866.32,-2.62,2.62,-0.31,,81056,0.06,-0.06,0,0,4,-3365975.99,6073.36,5921.08,11528.73,22794.64,25789.08,-0.5326,-0.094896727,0,1,2,0,,1,93,75,93,0,0,0,0,0,0,-2831517.942,33880.443,1383.4464,-2785316.75,-0.094896727,0.06,10,4,1
430,"Sacramento--Arden-Arcade--Roseville, CA Metro Area-Rail",2018,0,1,0," (2,938,696)",544882,-2938696,544882,33244,1829737.75,0.520392934,0,107392.5,70397,-22828,1047.75,4285.25,4408.5,5889.75,109827,-4.52,-1.05,5.75,-0.95,-0.65,1.6,43702.25,-5466,-13988,16900.25,29974.75,16281.25,-1.01,11084.25,12328.5,-6.62,0.1,6.53,-34110.03,72698.54,38588.51,-3.39,3.39,-0.31,,32405,-0.22,-0.06,0,0,4,986703.61,2588.87,2711.22,3772.05,7483.35,7437.36,-0.5326,0.454020592,0,1,0,,,0,94,69,99,0,0,0,0,0,0,-2938696,544882,33244,1829737.75,0.454020592,-0.22,22,4,2
310,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area-Rail",2018,0,1,0," (3,495,570)",-324583.61,-3495570.15,-324583.61,-15039.4523,-13885794.5,-0.31214181,0,311846.75,98347.5,-60387,3131,3305.75,4243.25,5647,314942.5,-4,-1.92,5.95,-0.57,-0.65,1.23,69278,-6133.5,-27104,46027.5,36793.25,19694.75,-0.56,8247.75,12071.25,-6.65,1.73,4.93,-69905.64,229371.6,159465.97,-2.54,2.54,-0.7,,187256,-0.01,-0.06,0,0,4,-16193048.3,1884.77,2897.39,3742.9,5340.27,7730.31,-0.9046,-0.376181608,196,7,11,0,,0,96,88,77,0,0,0,0,0,0,-3495570.15,-324583.61,-15039.4523,-13885794.5,-0.376181608,-0.01,10,5,1
496,"St. Louis, MO-IL Metro Area-Rail",2018,0,1,0," (3,961,773)",-120284,-3961773,-120284,-3036,-4552538,-0.020874385,0,-283.25,-17102.5,-6221,3458.5,3236.25,3711.25,4780.75,-6062.75,-1.45,-1.27,2.73,-0.57,-1.17,1.75,28964.5,-7916.5,4414.25,8681.25,10828.75,12956.75,-0.92,8203.5,9188,-4.05,-0.57,4.63,-41759.62,52935.92,11176.3,-2.85,2.85,-0.64,,-2013,-0.18,-0.06,0,0,4,-5665373.6,1487.79,2043.31,2869.09,4871.4,4674.62,-0.8416,-0.085641966,0,1,3,0,0,0,87,74,60,0,0,0,0,0,0,-3961773,-120284,-3036,-4552538,-0.085641966,-0.18,23,2,2
290,"Los Angeles-Long Beach-Santa Ana, CA Metro Area-Rail",2018,0,1,0," (5,624,452)",4717211.84,-5624452.3,4717211.84,230233.46,9009223.5,0.14624338,0,116876.75,189671.75,-44703.5,34005.25,6280.25,5667,5523.25,124315,-4.05,-2.17,6.45,-1.17,-0.27,1.45,74163.5,-25464.5,-40037,22650.25,50622.5,66392.25,-0.72,13361,15280.25,-6.05,-1.1,7.15,-214212.99,409117.83,194904.84,-3.38,3.38,-0.31,,,-0.74,-0.06,0,0,4,-913874.2,4725.11,4061.58,3106.09,9730.16,9994.37,-0.5326,0.063662644,0,0,0,,,,0,0,0,0,0,0,0,0,0,-5624452.3,4717211.84,230233.46,9009223.5,0.063662644,-0.74,,5,1
27,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2018,0,1,0," (6,173,405)",2017343.47,-6173404.97,2017343.47,83757.8368,1594041.5,0.124409621,0,359920.75,198377.25,64393.75,-3280.25,4006,3778.25,4996,355767.75,-4.52,-0.1,4.63,-0.97,-0.47,1.45,158731.5,-20532.25,702,76256.25,60374.25,41931.25,-1.45,11889.5,16224,-6.52,-0.47,7,-74623.4,359020.68,284397.28,-3.04,3.04,-0.7,,31828,-0.25,-0.06,0,0,4,-2900811.58,2284.18,2334.05,2884.54,8519.54,11478.9,-0.9046,0.061277829,129,0,4,0,,1,92,83,49,0,0,0,0,0,0,-6173404.97,2017343.47,83757.8368,1594041.5,0.061277829,-0.25,10,4,1
37,"Baltimore-Towson, MD Metro Area-Rail",2018,0,1,0," (7,705,018)",-257995.23,-7705017.83,-257995.23,-26893.7528,11314278,1.143797901,0,29637.5,-20931.75,4732,7048.5,4221.5,2676.25,7888,34012.25,-1.1,-0.65,1.75,-0.37,-0.65,1.03,28878.25,1664.5,178.75,2745.25,16063,8226.75,-0.13,7414.5,10305,-2.1,-3.42,5.53,-24402.03,70442.01,46039.98,-1.81,1.81,-0.62,,5785,1,-0.06,0,0,4,7557253.44,2137.28,858.49,5194.3,3124.44,4728.9,-0.8324,1.023155117,0,1,2,0,,1,98,91,86,0,0,0,0,0,0,-7705017.83,-257995.23,-26893.7528,11314278,1.023155117,1,10,1,1
452,"San Francisco-Oakland-Fremont, CA Metro Area-Rail",2018,0,1,0," (9,564,387)",13846632,-9564387,13846632,513731,95271149,0.570730544,0,175198.75,82001.5,-30392.25,8952,7140.75,6659.75,13509.75,177534.25,-2.75,-1.45,4.08,-0.65,-0.72,1.38,30841.25,-11284,4702.25,-9473.5,24231.25,22665.25,-0.89,24309.5,31489.5,-4.67,-6.32,11,-57504.37,197644.33,140139.96,-2.51,2.51,-0.31,,149396.25,-0.18,-0.06,0,0,4,61779859.9,4916.97,4486.49,10439.31,19316.18,24461.46,-0.5326,0.417922606,426,7,6,0,,1,99,100,99,0,0,0,0,0,0,-9564387,13846632,513731,95271149,0.417922606,-0.18,10,5,1
378,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area-Rail",2018,0,1,0," (10,117,830)",1295219.83,-10117830.1,1295219.83,180546.503,-18683715,0.007806453,0,64321.25,-33784,27341.5,4806.5,5110.25,3547.5,5055,63182.25,-0.72,-1.37,2.2,-0.7,-0.72,1.43,85272.75,32691.75,1184,13379.75,29339,8678.25,0.93,8551.25,12285.5,-1.17,-4.52,5.7,-56430.97,123970.6,67539.64,-1.96,1.96,-0.62,,33722.25,-0.94,-0.06,0,0,4,-39276596.6,3265.79,1767.78,2838.18,4820.99,7087.4,-0.8324,-0.11057482,133,0,0,0,,1,85,66,75,0,0,0,0,0,0,-10117830.1,1295219.83,180546.503,-18683715,-0.11057482,-0.94,10,5,1
246,"Kansas City, MO-KS Metro Area-Rail",2018,0,1,0," (10,860,178)",-9233277,-10860178,-9233277,-630390,-7819290.25,-0.602932573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,-7.36,0,0,0,0,-7819290.25,0,0,0,0,0,0,-0.602932573,0,0,0,0,,0,0,0,0,-12968764,-9370101,-649773,-7819290.25,-0.602932573,-14.42,2108586,136824,19383,0,0,7.06,24,2,2
157,"El Paso, TX Metro Area-Rail",2018,0,1,0," (12,066,556)",-6728489.267,-12066556.22,-6728489.267,-504092.8452,-7068883.25,-0.582563016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,-7.6,0,0,0,0,-7068883.25,0,0,0,0,0,0,-0.582563016,0,0,0,0,,0,0,0,0,-12134109.2,-6741409.126,-506354.9988,-7068883.25,-0.582563016,-13.31,67552.9848,12919.8594,2262.1536,0,0,5.71,22,3,2
104,"Cincinnati-Middletown, OH-KY-IN Metro Area-Rail",2018,0,1,0," (16,832,580)",-13393150,-16832580,-13393150,-919116,-29366604,-0.390943954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,-14.34,0,0,0,0,-29366604,0,0,0,0,0,0,-0.390943954,0,0,0,0,,0,0,0,0,-17318280,-13544363,-944649,-30018609.75,-1.733348216,-14.34,485700,151213,25533,652005.75,1.342404262,0,24,2,2
99,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area-Rail",2018,0,1,0," (18,359,313)",3907827,-18359313,3907827,291910,57915778.3,0.315680505,0,-13504.75,-52635,-25138.25,7011.25,3806.75,3713,4594.75,-3429.75,-2.77,-1.07,4.03,-0.97,-1,1.98,48806.25,8912.25,-7231.5,5531,32282.75,9311.75,0.09,9309,12774.75,-4.1,-1.4,5.5,-143833.65,147858.17,4024.52,-2.95,2.95,-0.64,,28415.5,-0.45,-0.06,0,0,4,20630633.6,1980.71,1872.98,2424.37,5613.12,7644.33,-0.8416,0.197741893,611,0,0,0,,0,99,100,81,0,0,0,0,0,0,-18359313,3907827,291910,57915778.3,0.197741893,-0.45,10,5,1
