COUNTY,Year,LABOR_FORCE,EMPLOYED,UNEMPLOYED
"Brown County, NE",2016,"1,378","1,328",50
"Buffalo County, NE",2016,"27,191","26,512",679
"Burt County, NE",2016,"3,543","3,413",130
"Butler County, NE",2016,"4,622","4,474",148
"Cass County, NE",2016,"13,131","12,691",440
"Cedar County, NE",2016,"4,565","4,449",116
"Chase County, NE",2016,"2,289","2,242",47
"Cherry County, NE",2016,"3,468","3,390",78
"Cheyenne County, NE",2016,"5,447","5,294",153
"Clay County, NE",2016,"3,319","3,216",103
"Colfax County, NE",2016,"5,546","5,389",157
"Cuming County, NE",2016,"4,711","4,576",135
"Custer County, NE",2016,"6,345","6,197",148
"Dakota County, NE",2016,"10,897","10,446",451
"Dawes County, NE",2016,"5,209","5,056",153
"Dawson County, NE",2016,"12,952","12,570",382
"Deuel County, NE",2016,"1,061","1,033",28
"Dixon County, NE",2016,"3,065","2,964",101
"Dodge County, NE",2016,"19,112","18,527",585
"Douglas County, NE",2016,"287,729","278,212","9,517"
"Dundy County, NE",2016,"1,195","1,169",26
"Fillmore County, NE",2016,"3,180","3,093",87
"Franklin County, NE",2016,"1,500","1,455",45
"Frontier County, NE",2016,"1,568","1,524",44
"Furnas County, NE",2016,"2,712","2,637",75
"Gage County, NE",2016,"11,040","10,679",361
"Garden County, NE",2016,"1,186","1,147",39
"Garfield County, NE",2016,"1,155","1,126",29
"Gosper County, NE",2016,"1,055","1,028",27
"Grant County, NE",2016,452,442,10
"Greeley County, NE",2016,"1,233","1,195",38
"Hall County, NE",2016,"31,377","30,230","1,147"
"Hamilton County, NE",2016,"4,648","4,519",129
"Harlan County, NE",2016,"1,756","1,712",44
"Hayes County, NE",2016,589,575,14
"Hitchcock County, NE",2016,"1,305","1,258",47
"Holt County, NE",2016,"5,854","5,710",144
"Hooker County, NE",2016,391,377,14
"Howard County, NE",2016,"3,296","3,188",108
"Jefferson County, NE",2016,"4,217","4,116",101
"Johnson County, NE",2016,"2,090","2,024",66
"Kearney County, NE",2016,"3,737","3,649",88
"Keith County, NE",2016,"4,613","4,480",133
"Keya Paha County, NE",2016,619,606,13
"Kimball County, NE",2016,"1,970","1,890",80
"Knox County, NE",2016,"4,715","4,571",144
"Lancaster County, NE",2016,"168,872","164,201","4,671"
"Lincoln County, NE",2016,"18,692","18,119",573
"Logan County, NE",2016,482,469,13
"Loup County, NE",2016,395,382,13
"McPherson County, NE",2016,463,452,11
"Madison County, NE",2016,"19,140","18,615",525
"Merrick County, NE",2016,"4,030","3,885",145
"Morrill County, NE",2016,"2,646","2,562",84
"Nance County, NE",2016,"1,997","1,943",54
"Nemaha County, NE",2016,"3,612","3,482",130
"Nuckolls County, NE",2016,"2,364","2,296",68
"Otoe County, NE",2016,"8,252","7,973",279
"Pawnee County, NE",2016,"1,652","1,615",37
"Perkins County, NE",2016,"1,818","1,779",39
"Phelps County, NE",2016,"4,924","4,801",123
"Pierce County, NE",2016,"4,142","4,033",109
"Platte County, NE",2016,"16,957","16,369",588
"Polk County, NE",2016,"2,879","2,803",76
"Red Willow County, NE",2016,"5,970","5,802",168
"Richardson County, NE",2016,"4,233","4,097",136
"Rock County, NE",2016,890,867,23
"Saline County, NE",2016,"7,343","7,117",226
"Sarpy County, NE",2016,"91,966","89,296","2,670"
"Saunders County, NE",2016,"10,863","10,531",332
"Scotts Bluff County, NE",2016,"18,825","18,169",656
"Seward County, NE",2016,"8,744","8,495",249
"Sheridan County, NE",2016,"2,735","2,657",78
"Sherman County, NE",2016,"1,714","1,660",54
"Sioux County, NE",2016,783,762,21
"Stanton County, NE",2016,"3,438","3,348",90
"Thayer County, NE",2016,"2,901","2,830",71
"Thomas County, NE",2016,447,433,14
"Thurston County, NE",2016,"2,975","2,833",142
"Valley County, NE",2016,"2,090","2,032",58
"Washington County, NE",2016,"11,096","10,742",354
"Wayne County, NE",2016,"5,619","5,470",149
"Webster County, NE",2016,"1,710","1,657",53
"Wheeler County, NE",2016,565,553,12
"York County, NE",2016,"7,316","7,119",197
"Churchill County, NV",2016,"10,703","10,125",578
"Clark County, NV",2016,"1,046,103","984,714","61,389"
"Douglas County, NV",2016,"22,339","21,084","1,255"
"Elko County, NV",2016,"27,037","25,830","1,207"
"Esmeralda County, NV",2016,524,500,24
"Eureka County, NV",2016,991,945,46
"Humboldt County, NV",2016,"8,336","7,894",442
"Lander County, NV",2016,"3,162","2,966",196
"Lincoln County, NV",2016,"2,030","1,924",106
"Lyon County, NV",2016,"21,773","20,171","1,602"
"Mineral County, NV",2016,"1,983","1,855",128
"Nye County, NV",2016,"16,164","14,984","1,180"
"Pershing County, NV",2016,"2,530","2,384",146
"Storey County, NV",2016,"1,901","1,781",120
"Washoe County, NV",2016,"229,320","217,784","11,536"
"White Pine County, NV",2016,"4,565","4,356",209
"Carson City, NV",2016,"24,684","23,176","1,508"
"Belknap County, NH",2016,"31,380","30,489",891
"Carroll County, NH",2016,"23,667","22,968",699
"Cheshire County, NH",2016,"41,393","40,259","1,134"
"Coos County, NH",2016,"14,639","14,088",551
"Grafton County, NH",2016,"48,738","47,586","1,152"
"Hillsborough County, NH",2016,"231,936","224,926","7,010"
"Merrimack County, NH",2016,"81,909","79,817","2,092"
"Rockingham County, NH",2016,"181,666","176,168","5,498"
"Strafford County, NH",2016,"72,400","70,554","1,846"
"Sullivan County, NH",2016,"23,588","23,039",549
"Atlantic County, NJ",2016,"122,574","113,483","9,091"
"Bergen County, NJ",2016,"478,787","458,743","20,044"
"Burlington County, NJ",2016,"230,271","219,995","10,276"
"Camden County, NJ",2016,"252,713","238,823","13,890"
"Cape May County, NJ",2016,"46,661","42,076","4,585"
"Cumberland County, NJ",2016,"66,335","61,374","4,961"
"Essex County, NJ",2016,"367,908","345,779","22,129"
"Gloucester County, NJ",2016,"148,968","141,431","7,537"
"Hudson County, NJ",2016,"359,152","342,335","16,817"
"Hunterdon County, NJ",2016,"64,215","61,793","2,422"
"Mercer County, NJ",2016,"196,995","188,408","8,587"
"Middlesex County, NJ",2016,"436,159","416,825","19,334"
"Monmouth County, NJ",2016,"326,476","311,922","14,554"
"Morris County, NJ",2016,"257,919","247,799","10,120"
"Ocean County, NJ",2016,"267,872","253,889","13,983"
"Passaic County, NJ",2016,"243,533","228,488","15,045"
"Salem County, NJ",2016,"30,010","28,092","1,918"
"Somerset County, NJ",2016,"171,907","164,924","6,983"
"Sussex County, NJ",2016,"74,770","71,240","3,530"
"Union County, NJ",2016,"275,097","260,860","14,237"
"Warren County, NJ",2016,"56,365","53,782","2,583"
"Bernalillo County, NM",2016,"326,580","307,771","18,809"
"Catron County, NM",2016,"1,204","1,107",97
"Chaves County, NM",2016,"28,020","26,156","1,864"
"Cibola County, NM",2016,"9,296","8,540",756
"Colfax County, NM",2016,"5,825","5,478",347
"Curry County, NM",2016,"21,959","20,859","1,100"
"De Baca County, NM",2016,832,793,39
"Dona Ana County, NM",2016,"95,562","88,772","6,790"
"Eddy County, NM",2016,"28,675","26,827","1,848"
"Grant County, NM",2016,"12,455","11,659",796
"Guadalupe County, NM",2016,"1,690","1,582",108
"Harding County, NM",2016,277,258,19
"Hidalgo County, NM",2016,"2,201","2,080",121
"Lea County, NM",2016,"27,718","25,184","2,534"
"Lincoln County, NM",2016,"8,636","8,127",509
"Los Alamos County, NM",2016,"8,792","8,423",369
"Luna County, NM",2016,"10,768","9,218","1,550"
"McKinley County, NM",2016,"24,367","22,106","2,261"
"Mora County, NM",2016,"2,236","2,043",193
"Otero County, NM",2016,"25,462","23,934","1,528"
"Quay County, NM",2016,"3,208","2,992",216
"Rio Arriba County, NM",2016,"16,750","15,509","1,241"
"Roosevelt County, NM",2016,"8,064","7,608",456
"Sandoval County, NM",2016,"64,067","59,884","4,183"
"San Juan County, NM",2016,"54,194","49,479","4,715"
"San Miguel County, NM",2016,"11,083","10,238",845
"Santa Fe County, NM",2016,"73,464","69,614","3,850"
"Sierra County, NM",2016,"4,059","3,719",340
"Socorro County, NM",2016,"6,676","6,190",486
"Taos County, NM",2016,"14,932","13,685","1,247"
"Torrance County, NM",2016,"5,504","5,007",497
"Union County, NM",2016,"1,893","1,818",75
"Valencia County, NM",2016,"29,900","27,764","2,136"
"Albany County, NY",2016,"158,283","151,867","6,416"
"Allegany County, NY",2016,"20,033","18,768","1,265"
"Bronx County, NY",2016,"608,798","565,436","43,362"
"Broome County, NY",2016,"85,773","81,119","4,654"
"Cattaraugus County, NY",2016,"34,815","32,737","2,078"
"Cayuga County, NY",2016,"36,657","34,804","1,853"
"Chautauqua County, NY",2016,"56,060","52,807","3,253"
"Chemung County, NY",2016,"36,168","34,099","2,069"
"Chenango County, NY",2016,"22,808","21,653","1,155"
"Clinton County, NY",2016,"35,761","33,845","1,916"
"Columbia County, NY",2016,"31,430","30,272","1,158"
"Cortland County, NY",2016,"22,960","21,652","1,308"
"Delaware County, NY",2016,"19,201","18,142","1,059"
"Dutchess County, NY",2016,"142,889","136,948","5,941"
"Erie County, NY",2016,"444,647","422,760","21,887"
"Essex County, NY",2016,"17,220","16,300",920
"Franklin County, NY",2016,"19,770","18,649","1,121"
"Fulton County, NY",2016,"23,196","21,870","1,326"
"Genesee County, NY",2016,"29,697","28,336","1,361"
"Greene County, NY",2016,"20,540","19,503","1,037"
"Hamilton County, NY",2016,"2,361","2,208",153
"Herkimer County, NY",2016,"28,138","26,601","1,537"
"Jefferson County, NY",2016,"45,611","42,764","2,847"
"Kings County, NY",2016,"1,217,585","1,152,734","64,851"
"Lewis County, NY",2016,"11,728","10,941",787
"Livingston County, NY",2016,"31,001","29,471","1,530"
"Madison County, NY",2016,"32,663","30,944","1,719"
"Monroe County, NY",2016,"362,830","345,801","17,029"
"Montgomery County, NY",2016,"22,282","21,008","1,274"
"Nassau County, NY",2016,"699,134","671,823","27,311"
"New York County, NY",2016,"916,777","875,013","41,764"
"Niagara County, NY",2016,"100,111","94,277","5,834"
"Oneida County, NY",2016,"101,533","96,620","4,913"
"Onondaga County, NY",2016,"220,909","210,943","9,966"
"Ontario County, NY",2016,"55,001","52,630","2,371"
"Orange County, NY",2016,"178,694","170,975","7,719"
"Orleans County, NY",2016,"17,728","16,715","1,013"
"Oswego County, NY",2016,"53,235","49,800","3,435"
"Otsego County, NY",2016,"28,170","26,787","1,383"
"Putnam County, NY",2016,"50,626","48,612","2,014"
"Queens County, NY",2016,"1,161,534","1,108,791","52,743"
"Rensselaer County, NY",2016,"81,464","77,981","3,483"
"Richmond County, NY",2016,"221,377","209,784","11,593"
"Rockland County, NY",2016,"152,331","145,961","6,370"
"St. Lawrence County, NY",2016,"43,305","40,451","2,854"
"Saratoga County, NY",2016,"117,328","112,854","4,474"
"Schenectady County, NY",2016,"75,692","72,414","3,278"
"Schoharie County, NY",2016,"14,704","13,907",797
"Schuyler County, NY",2016,"8,266","7,769",497
"Seneca County, NY",2016,"15,469","14,733",736
"Steuben County, NY",2016,"43,110","40,600","2,510"
"Suffolk County, NY",2016,"773,132","739,429","33,703"
"Sullivan County, NY",2016,"33,993","32,369","1,624"
"Tioga County, NY",2016,"22,987","21,808","1,179"
"Tompkins County, NY",2016,"50,303","48,211","2,092"
"Ulster County, NY",2016,"88,055","84,163","3,892"
"Warren County, NY",2016,"31,951","30,270","1,681"
"Washington County, NY",2016,"28,312","26,993","1,319"
"Wayne County, NY",2016,"43,937","41,749","2,188"
"Westchester County, NY",2016,"477,240","456,792","20,448"
"Wyoming County, NY",2016,"18,085","17,121",964
"Yates County, NY",2016,"11,703","11,186",517
"Alamance County, NC",2016,"78,947","75,206","3,741"
"Alexander County, NC",2016,"17,835","17,077",758
"Alleghany County, NC",2016,"4,426","4,183",243
"Anson County, NC",2016,"10,660","10,043",617
"Ashe County, NC",2016,"12,509","11,909",600
"Avery County, NC",2016,"7,576","7,195",381
"Beaufort County, NC",2016,"20,308","19,152","1,156"
"Bertie County, NC",2016,"8,437","7,879",558
"Bladen County, NC",2016,"14,570","13,563","1,007"
"Brunswick County, NC",2016,"49,708","46,502","3,206"
"Buncombe County, NC",2016,"134,377","129,183","5,194"
"Burke County, NC",2016,"39,859","37,920","1,939"
"Cabarrus County, NC",2016,"101,188","96,565","4,623"
"Caldwell County, NC",2016,"35,900","34,037","1,863"
"Camden County, NC",2016,"4,659","4,419",240
"Carteret County, NC",2016,"31,575","29,946","1,629"
"Caswell County, NC",2016,"9,691","9,164",527
"Catawba County, NC",2016,"76,892","73,252","3,640"
"Chatham County, NC",2016,"34,527","33,063","1,464"
"Cherokee County, NC",2016,"11,146","10,513",633
"Chowan County, NC",2016,"5,602","5,244",358
"Clay County, NC",2016,"4,052","3,830",222
"Cleveland County, NC",2016,"46,817","44,257","2,560"
"Columbus County, NC",2016,"22,598","21,148","1,450"
"Craven County, NC",2016,"41,761","39,575","2,186"
"Cumberland County, NC",2016,"127,349","119,201","8,148"
"Currituck County, NC",2016,"13,154","12,486",668
"Dare County, NC",2016,"20,005","18,653","1,352"
"Davidson County, NC",2016,"79,522","75,688","3,834"
"Davie County, NC",2016,"20,172","19,264",908
"Duplin County, NC",2016,"26,507","25,093","1,414"
"Durham County, NC",2016,"162,119","154,819","7,300"
"Edgecombe County, NC",2016,"22,423","20,477","1,946"
"Forsyth County, NC",2016,"182,659","173,770","8,889"
"Franklin County, NC",2016,"29,348","27,815","1,533"
"Gaston County, NC",2016,"105,658","100,022","5,636"
"Gates County, NC",2016,"5,191","4,925",266
"Graham County, NC",2016,"3,102","2,828",274
"Granville County, NC",2016,"29,284","28,018","1,266"
"Greene County, NC",2016,"9,525","9,021",504
"Guilford County, NC",2016,"258,494","244,964","13,530"
"Halifax County, NC",2016,"20,685","19,046","1,639"
"Harnett County, NC",2016,"51,464","48,484","2,980"
"Haywood County, NC",2016,"28,487","27,192","1,295"
"Henderson County, NC",2016,"52,301","50,070","2,231"
"Hertford County, NC",2016,"9,316","8,704",612
"Hoke County, NC",2016,"19,917","18,604","1,313"
"Hyde County, NC",2016,"2,110","1,910",200
"Iredell County, NC",2016,"84,567","80,503","4,064"
"Jackson County, NC",2016,"18,832","17,809","1,023"
"Johnston County, NC",2016,"91,595","87,307","4,288"
"Jones County, NC",2016,"4,515","4,277",238
"Lee County, NC",2016,"26,232","24,690","1,542"
"Lenoir County, NC",2016,"27,653","26,031","1,622"
"Lincoln County, NC",2016,"41,097","39,159","1,938"
"McDowell County, NC",2016,"21,016","20,007","1,009"
"Macon County, NC",2016,"15,219","14,399",820
"Madison County, NC",2016,"9,702","9,229",473
"Martin County, NC",2016,"9,815","9,152",663
"Mecklenburg County, NC",2016,"583,509","555,857","27,652"
"Mitchell County, NC",2016,"6,189","5,810",379
"Montgomery County, NC",2016,"11,701","11,097",604
"Moore County, NC",2016,"39,513","37,531","1,982"
"Nash County, NC",2016,"43,930","41,041","2,889"
"New Hanover County, NC",2016,"116,062","110,582","5,480"
"Northampton County, NC",2016,"7,815","7,248",567
"Onslow County, NC",2016,"63,722","60,212","3,510"
"Orange County, NC",2016,"74,934","71,762","3,172"
"Pamlico County, NC",2016,"5,409","5,123",286
"Pasquotank County, NC",2016,"17,398","16,304","1,094"
"Pender County, NC",2016,"26,854","25,432","1,422"
"Perquimans County, NC",2016,"5,101","4,773",328
"Person County, NC",2016,"18,036","17,047",989
"Pitt County, NC",2016,"88,214","83,301","4,913"
"Polk County, NC",2016,"8,826","8,416",410
"Randolph County, NC",2016,"66,896","63,601","3,295"
"Richmond County, NC",2016,"16,791","15,629","1,162"
"Robeson County, NC",2016,"50,555","46,543","4,012"
"Rockingham County, NC",2016,"40,856","38,547","2,309"
"Rowan County, NC",2016,"64,236","60,662","3,574"
"Rutherford County, NC",2016,"24,812","23,152","1,660"
"Sampson County, NC",2016,"29,517","27,906","1,611"
"Scotland County, NC",2016,"11,637","10,574","1,063"
"Stanly County, NC",2016,"29,289","27,930","1,359"
"Stokes County, NC",2016,"21,875","20,829","1,046"
"Surry County, NC",2016,"33,526","31,923","1,603"
"Swain County, NC",2016,"7,118","6,684",434
"Transylvania County, NC",2016,"13,960","13,280",680
"Tyrrell County, NC",2016,"1,530","1,401",129
"Union County, NC",2016,"115,777","110,677","5,100"
"Vance County, NC",2016,"18,005","16,717","1,288"
"Wake County, NC",2016,"556,722","532,808","23,914"
"Warren County, NC",2016,"7,143","6,621",522
"Washington County, NC",2016,"4,866","4,505",361
"Watauga County, NC",2016,"27,950","26,694","1,256"
"Wayne County, NC",2016,"53,558","50,436","3,122"
"Wilkes County, NC",2016,"30,205","28,758","1,447"
"Wilson County, NC",2016,"36,489","33,515","2,974"
"Yadkin County, NC",2016,"17,612","16,840",772
"Yancey County, NC",2016,"7,479","7,093",386
"Adams County, ND",2016,"1,133","1,104",29
"Barnes County, ND",2016,"5,623","5,444",179
"Benson County, ND",2016,"2,435","2,337",98
"Billings County, ND",2016,438,425,13
"Bottineau County, ND",2016,"3,230","3,080",150
"Bowman County, ND",2016,"1,837","1,797",40
"Burke County, ND",2016,"1,146","1,094",52
"Burleigh County, ND",2016,"50,638","49,334","1,304"
"Cass County, ND",2016,"100,237","98,000","2,237"
"Cavalier County, ND",2016,"2,117","2,061",56
"Dickey County, ND",2016,"2,547","2,498",49
"Divide County, ND",2016,"1,684","1,640",44
"Dunn County, ND",2016,"3,249","3,147",102
"Eddy County, ND",2016,"1,279","1,224",55
"Emmons County, ND",2016,"1,585","1,516",69
"Foster County, ND",2016,"1,686","1,636",50
"Golden Valley County, ND",2016,971,945,26
"Grand Forks County, ND",2016,"38,826","37,912",914
"Grant County, ND",2016,"1,297","1,258",39
"Griggs County, ND",2016,"1,160","1,127",33
"Hettinger County, ND",2016,"1,540","1,494",46
"Kidder County, ND",2016,"1,376","1,324",52
"LaMoure County, ND",2016,"2,316","2,261",55
"Logan County, ND",2016,959,926,33
"McHenry County, ND",2016,"3,377","3,212",165
"McIntosh County, ND",2016,"1,241","1,203",38
"McKenzie County, ND",2016,"7,949","7,650",299
"McLean County, ND",2016,"5,070","4,894",176
"Mercer County, ND",2016,"4,654","4,450",204
"Morton County, ND",2016,"16,798","16,252",546
"Mountrail County, ND",2016,"7,133","6,921",212
"Nelson County, ND",2016,"1,534","1,482",52
"Oliver County, ND",2016,898,849,49
"Pembina County, ND",2016,"3,660","3,477",183
"Pierce County, ND",2016,"1,899","1,824",75
"Ramsey County, ND",2016,"6,148","5,973",175
"Ransom County, ND",2016,"2,840","2,776",64
"Renville County, ND",2016,"1,309","1,258",51
"Richland County, ND",2016,"8,905","8,662",243
"Rolette County, ND",2016,"4,986","4,448",538
"Sargent County, ND",2016,"2,333","2,288",45
"Sheridan County, ND",2016,737,695,42
"Sioux County, ND",2016,"1,339","1,280",59
"Slope County, ND",2016,436,425,11
"Stark County, ND",2016,"18,090","17,384",706
"Steele County, ND",2016,"1,075","1,052",23
"Stutsman County, ND",2016,"11,082","10,809",273
"Towner County, ND",2016,"1,332","1,303",29
"Traill County, ND",2016,"4,600","4,472",128
"Walsh County, ND",2016,"5,663","5,449",214
"Ward County, ND",2016,"33,545","32,166","1,379"
"Wells County, ND",2016,"2,192","2,107",85
"Williams County, ND",2016,"22,636","21,652",984
"Adams County, OH",2016,"10,942","10,119",823
"Allen County, OH",2016,"48,262","45,840","2,422"
"Ashland County, OH",2016,"26,258","24,927","1,331"
"Ashtabula County, OH",2016,"44,220","41,522","2,698"
"Athens County, OH",2016,"28,017","26,223","1,794"
"Auglaize County, OH",2016,"24,622","23,704",918
"Belmont County, OH",2016,"31,008","28,694","2,314"
"Brown County, OH",2016,"19,492","18,363","1,129"
"Butler County, OH",2016,"189,443","180,906","8,537"
"Carroll County, OH",2016,"13,437","12,517",920
"Champaign County, OH",2016,"19,882","18,987",895
"Clark County, OH",2016,"63,577","60,244","3,333"
"Clermont County, OH",2016,"103,911","99,294","4,617"
"Clinton County, OH",2016,"17,169","16,169","1,000"
"Columbiana County, OH",2016,"48,381","45,146","3,235"
"Coshocton County, OH",2016,"14,993","13,930","1,063"
"Crawford County, OH",2016,"19,167","18,013","1,154"
"Cuyahoga County, OH",2016,"613,975","579,779","34,196"
"Darke County, OH",2016,"26,376","25,289","1,087"
"Defiance County, OH",2016,"18,380","17,473",907
"Delaware County, OH",2016,"104,863","101,072","3,791"
"Erie County, OH",2016,"37,419","35,365","2,054"
"Fairfield County, OH",2016,"75,958","72,676","3,282"
"Fayette County, OH",2016,"14,487","13,846",641
"Franklin County, OH",2016,"666,877","639,357","27,520"
"Fulton County, OH",2016,"22,677","21,622","1,055"
"Gallia County, OH",2016,"12,126","11,299",827
"Geauga County, OH",2016,"49,190","46,983","2,207"
"Greene County, OH",2016,"81,100","77,572","3,528"
"Guernsey County, OH",2016,"18,888","17,550","1,338"
"Hamilton County, OH",2016,"404,955","387,023","17,932"
"Hancock County, OH",2016,"41,465","39,935","1,530"
"Hardin County, OH",2016,"14,378","13,659",719
"Harrison County, OH",2016,"6,969","6,436",533
"Henry County, OH",2016,"13,605","12,878",727
"Highland County, OH",2016,"16,930","15,856","1,074"
"Hocking County, OH",2016,"13,011","12,284",727
"Holmes County, OH",2016,"20,993","20,236",757
"Huron County, OH",2016,"28,114","26,284","1,830"
"Jackson County, OH",2016,"12,800","11,794","1,006"
"Jefferson County, OH",2016,"28,904","26,487","2,417"
"Knox County, OH",2016,"31,232","29,786","1,446"
"Lake County, OH",2016,"124,922","118,779","6,143"
"Lawrence County, OH",2016,"24,751","23,139","1,612"
"Licking County, OH",2016,"88,252","84,380","3,872"
"Logan County, OH",2016,"23,323","22,345",978
"Lorain County, OH",2016,"152,716","143,518","9,198"
"Lucas County, OH",2016,"210,421","199,510","10,911"
"Madison County, OH",2016,"20,339","19,537",802
"Mahoning County, OH",2016,"105,950","99,182","6,768"
"Marion County, OH",2016,"27,740","26,330","1,410"
"Medina County, OH",2016,"96,165","91,913","4,252"
"Meigs County, OH",2016,"8,953","8,189",764
"Mercer County, OH",2016,"23,427","22,661",766
"Miami County, OH",2016,"53,014","50,703","2,311"
"Monroe County, OH",2016,"5,320","4,728",592
"Montgomery County, OH",2016,"250,063","237,713","12,350"
"Morgan County, OH",2016,"6,752","6,192",560
"Morrow County, OH",2016,"16,767","15,920",847
"Muskingum County, OH",2016,"39,735","37,339","2,396"
"Noble County, OH",2016,"4,892","4,465",427
"Ottawa County, OH",2016,"21,030","19,672","1,358"
"Paulding County, OH",2016,"8,876","8,468",408
"Perry County, OH",2016,"15,889","14,876","1,013"
"Pickaway County, OH",2016,"26,203","24,938","1,265"
"Pike County, OH",2016,"10,807","9,995",812
"Portage County, OH",2016,"87,129","82,748","4,381"
"Preble County, OH",2016,"21,019","20,017","1,002"
"Putnam County, OH",2016,"18,902","18,209",693
"Richland County, OH",2016,"53,413","50,450","2,963"
"Ross County, OH",2016,"33,840","31,972","1,868"
"Sandusky County, OH",2016,"31,026","29,561","1,465"
"Scioto County, OH",2016,"29,875","27,562","2,313"
"Seneca County, OH",2016,"27,151","25,820","1,331"
"Shelby County, OH",2016,"24,074","23,074","1,000"
"Stark County, OH",2016,"186,472","176,293","10,179"
"Summit County, OH",2016,"272,399","258,493","13,906"
"Trumbull County, OH",2016,"90,427","84,306","6,121"
"Tuscarawas County, OH",2016,"45,021","42,431","2,590"
"Union County, OH",2016,"27,796","26,733","1,063"
"Van Wert County, OH",2016,"14,306","13,727",579
"Vinton County, OH",2016,"5,455","5,070",385
"Warren County, OH",2016,"114,608","109,844","4,764"
"Washington County, OH",2016,"27,778","25,837","1,941"
"Wayne County, OH",2016,"61,223","58,782","2,441"
"Williams County, OH",2016,"19,026","18,166",860
"Wood County, OH",2016,"70,655","67,701","2,954"
"Wyandot County, OH",2016,"12,676","12,205",471
"Adair County, OK",2016,"8,162","7,686",476
"Alfalfa County, OK",2016,"2,970","2,871",99
"Atoka County, OK",2016,"5,066","4,733",333
"Beaver County, OK",2016,"2,889","2,799",90
"Beckham County, OK",2016,"11,044","10,249",795
"Blaine County, OK",2016,"4,395","4,233",162
"Bryan County, OK",2016,"19,529","18,686",843
"Caddo County, OK",2016,"11,935","11,302",633
"Canadian County, OK",2016,"69,479","66,705","2,774"
"Carter County, OK",2016,"22,742","21,564","1,178"
"Cherokee County, OK",2016,"19,307","18,243","1,064"
"Choctaw County, OK",2016,"5,761","5,321",440
"Cimarron County, OK",2016,"1,417","1,382",35
"Cleveland County, OK",2016,"139,280","133,958","5,322"
"Coal County, OK",2016,"2,323","2,153",170
"Comanche County, OK",2016,"49,496","47,212","2,284"
"Cotton County, OK",2016,"2,893","2,754",139
"Craig County, OK",2016,"6,259","5,956",303
"Creek County, OK",2016,"31,532","29,698","1,834"
"Custer County, OK",2016,"15,212","14,519",693
"Delaware County, OK",2016,"17,987","17,106",881
"Dewey County, OK",2016,"2,678","2,569",109
"Ellis County, OK",2016,"2,257","2,171",86
"Garfield County, OK",2016,"29,026","27,757","1,269"
"Garvin County, OK",2016,"12,727","12,046",681
"Grady County, OK",2016,"26,117","24,819","1,298"
"Grant County, OK",2016,"3,008","2,911",97
"Greer County, OK",2016,"2,192","2,030",162
"Harmon County, OK",2016,"1,293","1,244",49
"Harper County, OK",2016,"1,912","1,839",73
"Haskell County, OK",2016,"4,508","4,135",373
"Hughes County, OK",2016,"5,520","5,119",401
"Jackson County, OK",2016,"11,013","10,529",484
"Jefferson County, OK",2016,"2,713","2,519",194
"Johnston County, OK",2016,"4,378","4,121",257
"Kay County, OK",2016,"18,965","17,767","1,198"
"Kingfisher County, OK",2016,"8,457","8,177",280
"Kiowa County, OK",2016,"4,113","3,894",219
"Latimer County, OK",2016,"3,729","3,407",322
"Le Flore County, OK",2016,"19,778","18,412","1,366"
"Lincoln County, OK",2016,"15,896","15,050",846
"Logan County, OK",2016,"21,598","20,723",875
"Love County, OK",2016,"6,578","6,371",207
"McClain County, OK",2016,"18,979","18,198",781
"McCurtain County, OK",2016,"14,825","13,764","1,061"
"McIntosh County, OK",2016,"7,069","6,438",631
"Major County, OK",2016,"3,998","3,833",165
"Marshall County, OK",2016,"6,622","6,287",335
"Mayes County, OK",2016,"19,465","18,470",995
"Murray County, OK",2016,"6,350","6,064",286
"Muskogee County, OK",2016,"29,661","28,043","1,618"
"Noble County, OK",2016,"5,766","5,562",204
"Nowata County, OK",2016,"4,692","4,406",286
"Okfuskee County, OK",2016,"4,558","4,280",278
"Oklahoma County, OK",2016,"375,493","359,384","16,109"
"Okmulgee County, OK",2016,"16,172","15,010","1,162"
"Osage County, OK",2016,"21,092","19,877","1,215"
"Ottawa County, OK",2016,"14,482","13,754",728
"Pawnee County, OK",2016,"7,500","7,002",498
"Payne County, OK",2016,"38,949","37,501","1,448"
"Pittsburg County, OK",2016,"17,651","16,566","1,085"
"Pontotoc County, OK",2016,"18,476","17,723",753
"Pottawatomie County, OK",2016,"33,092","31,563","1,529"
"Pushmataha County, OK",2016,"4,881","4,525",356
"Roger Mills County, OK",2016,"1,813","1,720",93
"Rogers County, OK",2016,"44,930","42,674","2,256"
"Seminole County, OK",2016,"9,452","8,798",654
"Sequoyah County, OK",2016,"16,861","15,805","1,056"
"Stephens County, OK",2016,"19,048","17,238","1,810"
"Texas County, OK",2016,"9,411","9,092",319
"Tillman County, OK",2016,"3,315","3,168",147
"Tulsa County, OK",2016,"318,576","303,691","14,885"
"Wagoner County, OK",2016,"36,658","34,904","1,754"
"Washington County, OK",2016,"23,960","22,786","1,174"
"Washita County, OK",2016,"5,327","4,958",369
"Woods County, OK",2016,"5,224","5,056",168
"Woodward County, OK",2016,"9,528","8,936",592
"Baker County, OR",2016,"6,955","6,517",438
"Benton County, OR",2016,"46,803","44,974","1,829"
"Clackamas County, OR",2016,"212,716","203,489","9,227"
"Clatsop County, OR",2016,"19,026","18,131",895
"Columbia County, OR",2016,"23,624","22,185","1,439"
