Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
2007,80021,8021,"City of Logan, dba: The Logan Transit District(LTD)",Inactive,Full Reporter,Logan,UT,2000,"Logan, UT",318,38,"76,187",$0,$0,$0,$0,$0,$0,,,,,,,,,
1999,80022,8022,"Dave Transportation, Laidlaw Transit Services, Inc.",Inactive,Full Reporter,Commerce City,CO,1990,"Denver, CO",22,459,"1,517,977",,,,,,,,,,,,,,,
2000,80023,8023,"Atlantic Paratrans of Colorado, Inc. (APCO)",Inactive,Full Reporter,Staten Island,NY,1990,"Denver, CO",22,459,"1,517,977",,,,,,,,,,,,,,,
2001,80024,8024,Special Transportation for Boulder County Inc.(Special Transit),Inactive,Full Reporter,Boulder,CO,1990,"Denver, CO",22,459,"1,517,977",,,,,,,,,,,,,,,
2016,80025,8025,City of Loveland Transit(COLT),Active,Full Reporter,Loveland,CO,2010,"Fort Collins, CO",141,110,"264,465",,"$65,173","$62,023","$71,457","$83,462","$82,440","$84,803","$82,163","$64,632","$89,716","$85,360","$82,208","$88,481","$86,209","$49,849"
2016,80026,8026,City of St. George(SunTran),Active,Reduced Reporter,St. George,UT,2010,"St. George, UT",305,45,"98,370",,,,,,,,,,"$151,165","$161,900","$176,792","$163,111","$191,392","$197,346"
2013,80027,8027,Berthoud Area Transportation Service(BATS),Inactive,Reduced Reporter,Berthoud,CO,2010,"Fort Collins, CO",141,110,"264,465",,,,,,,,,,,"$40,358","$8,103",$0,,
2016,80028,8028,Cache Valley Transit District(CVTD),Active,Full Reporter,Logan,UT,2010,"Logan, UT",311,44,"94,983",,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2016,80106,8106,North Front Range Metropolitan Planning Organization(NFRMPO),Active,Full Reporter,Fort Collins,CO,2010,"Fort Collins, CO",141,110,"264,465",,,,,,,,"$835,078","$832,987","$793,661","$772,905","$808,473","$909,348","$759,230","$610,341"
2016,80107,8107,The University of Montana - ASUM Transportation(ASUM OT),Active,Full Reporter,Missoula,MT,2010,"Missoula, MT",348,45,"82,157",,,,,,,,$0,$0,"$642,309","$806,429","$601,851","$812,634","$671,930","$553,005"
2010,80108,8108,Denver Regional Council of Governments(DRCOG),Inactive,Full Reporter,Denver,CO,2000,"Denver-Aurora, CO",20,499,"1,984,889",,,,,,,,"$21,077","$288,445",,,,,,
2016,80109,8109,"vRide, Inc. - Denver",Active,Full Reporter,Denver,CO,2010,"Denver-Aurora, CO",18,668,"2,374,203",,,,,,,,,,"$1,510,058","$926,563","$616,095","$843,631","$986,916","$932,247"
2016,80110,8110,Fargo Park District/ Valley Senior Services dba Valley Senior Services,Active,Reduced Reporter,Fargo,ND,2010,"Fargo, ND-MN",194,70,"176,676",,,,,,,,,,,,"$123,823","$171,439","$184,841","$157,253"
2016,90001,9001,Regional Transportation Commission of Washoe County(RTC),Active,Full Reporter,Reno,NV,2010,"Reno, NV-CA",94,164,"392,141","$5,533,168","$5,687,499","$6,282,905","$6,682,263","$7,395,611","$7,634,036","$7,831,548","$7,628,759","$6,746,635","$6,531,430","$6,711,656","$7,047,020","$7,440,417","$7,502,724","$7,290,692"
2016,90002,9002,City and County of Honolulu Department of Transportation Services(DTS),Active,Full Reporter,Honolulu,HI,2010,"Urban Honolulu, HI",54,170,"802,459","$32,023,406","$31,563,198","$35,086,588","$41,362,462","$43,043,051","$43,343,304","$43,631,508","$44,148,263","$47,568,509","$53,564,677","$56,649,622","$56,948,183","$56,843,744","$56,905,018","$55,168,657"
2016,90003,9003,San Francisco Bay Area Rapid Transit District(BART),Active,Full Reporter,Oakland,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212","$193,701,172","$191,385,802","$220,391,192","$233,651,427","$256,238,519","$282,079,624","$308,852,291","$317,485,269","$331,361,008","$342,688,620","$366,474,018","$406,889,588","$415,742,134","$463,634,019","$489,583,067"
2016,90004,9004,Golden Empire Transit District(GET),Active,Full Reporter,Bakersfield,CA,2010,"Bakersfield, CA",79,138,"523,994","$3,787,302","$3,731,097","$3,686,142","$3,724,610","$3,959,790","$4,207,513","$4,510,167","$4,820,841","$4,982,262","$5,288,105","$5,443,485","$4,943,575","$4,714,628","$4,192,462","$4,852,371"
2016,90006,9006,Santa Cruz Metropolitan Transit District(SCMTD),Active,Full Reporter,Santa Cruz,CA,2010,"Santa Cruz, CA",204,58,"163,703","$5,484,487","$5,460,884","$6,626,050","$6,707,503","$5,864,477","$7,292,017","$7,785,942","$8,346,268","$8,000,186","$8,245,590","$8,522,721","$8,873,797","$9,014,059","$9,284,295","$9,512,020"
2016,90007,9007,Modesto Area Express(MAX),Active,Full Reporter,Modesto,CA,2010,"Modesto, CA",105,92,"358,172","$2,182,081","$2,071,655","$1,967,046","$1,980,513","$2,335,007","$2,321,886","$2,478,524","$2,762,942","$2,444,025","$2,552,965","$2,645,958","$2,758,914","$2,768,614","$3,079,647","$2,925,192"
2016,90008,9008,Santa Monica's Big Blue Bus(Big Blue Bus),Active,Full Reporter,Santa Monica,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$8,208,472","$9,850,090","$9,762,331","$9,185,518","$9,816,461","$9,724,891","$10,911,033","$11,242,622","$11,118,841","$13,203,322","$13,748,074","$14,091,097","$13,676,384","$13,361,718","$12,841,034"
2016,90009,9009,San Mateo County Transit District(SamTrans),Active,Full Reporter,San Carlos,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212","$27,489,534","$20,055,374","$14,566,904","$14,888,363","$17,255,931","$17,856,803","$18,218,435","$18,631,314","$18,782,174","$19,136,214","$18,949,355","$19,427,746","$20,377,307","$18,816,424","$18,078,032"
2016,90010,9010,Torrance Transit System(TTS),Active,Full Reporter,Torrance,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$2,639,792","$2,526,952","$2,449,524","$2,398,646","$2,412,426","$2,532,329","$2,670,956","$3,184,015","$3,298,986","$3,404,566","$3,470,339","$3,343,147","$3,223,436","$3,162,791","$2,945,881"
2016,90012,9012,San Joaquin Regional Transit District(RTD),Active,Full Reporter,Stockton,CA,2010,"Stockton, CA",102,93,"370,583","$4,108,092","$4,355,658","$4,213,798","$4,337,838","$4,282,293","$4,110,098","$4,764,550","$5,537,692","$4,896,975","$4,891,741","$4,663,049","$4,332,597","$4,627,728","$4,411,703","$4,053,776"
2016,90013,9013,Santa Clara Valley Transportation Authority(VTA),Active,Full Reporter,San Jose,CA,2010,"San Jose, CA",29,286,"1,664,496","$33,582,458","$33,440,967","$32,970,627","$34,575,117","$37,183,014","$38,173,722","$38,697,574","$39,058,221","$39,629,391","$40,820,696","$40,632,238","$41,321,061","$41,310,714","$42,354,077","$40,429,880"
2016,90014,9014,Alameda-Contra Costa Transit District(AC Transit),Active,Full Reporter,Oakland,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212","$93,567,094","$42,234,970","$45,784,339","$44,739,940","$48,969,669","$50,924,225","$52,278,481","$53,845,946","$55,354,974","$53,195,215","$59,919,345","$61,499,891","$67,706,403","$69,948,064","$74,282,903"
2016,90015,9015,San Francisco Municipal Railway(MUNI),Active,Full Reporter,San Francisco,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212","$98,196,206","$98,850,432","$115,526,877","$121,588,377","$135,966,007","$142,993,651","$151,531,553","$152,114,027","$187,629,140","$191,619,379","$202,266,632","$220,093,193","$212,823,751","$214,676,015","$206,463,416"
2016,90016,9016,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",Active,Full Reporter,San Francisco,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212","$20,686,979","$20,657,895","$21,409,904","$22,797,853","$23,420,295","$25,803,165","$22,084,435","$25,751,465","$26,111,145","$27,618,952","$29,618,244","$32,129,337","$34,409,365","$20,931,100","$36,378,818"
2016,90017,9017,City of Santa Rosa(Santa Rosa CityBus),Active,Full Reporter,Santa Rosa,CA,2010,"Santa Rosa, CA",123,98,"308,231","$1,579,452","$1,577,132","$1,535,699","$1,550,948","$1,588,167","$1,636,802","$1,678,911","$1,939,558","$1,897,522","$1,925,257","$1,925,603","$2,158,609","$2,116,954","$2,082,391","$1,946,109"
2016,90019,9019,Sacramento Regional Transit District(Sacramento RT),Active,Full Reporter,Sacramento,CA,2010,"Sacramento, CA",28,471,"1,723,634","$22,380,929","$21,320,367","$22,774,802","$21,971,914","$25,985,599","$28,087,818","$30,969,121","$33,624,741","$32,025,131","$29,811,425","$29,889,696","$30,734,885","$29,156,920","$29,506,770","$29,277,332"
2016,90020,9020,Santa Barbara Metropolitan Transit District(SBMTD),Active,Full Reporter,Santa Barbara,CA,2010,"Santa Barbara, CA",184,56,"195,861","$5,390,086","$5,584,024","$6,216,329","$6,700,177","$7,121,416","$7,415,070","$8,037,440","$8,620,832","$8,402,116","$8,297,185","$8,326,334","$8,251,922","$8,127,765","$8,275,150","$7,562,307"
1993,90021,9021,Los Angeles County Metropolitan Transportation Authority (LACMTA),Inactive,Full Reporter,Los Angeles,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",,,,,,,,,,,,,,,
2016,90022,9022,Norwalk Transit System(NTS),Active,Full Reporter,Norwalk,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$778,436","$863,129","$1,025,037","$1,050,807","$1,231,033","$1,131,619","$1,150,762","$1,346,330","$1,350,920","$1,473,219","$1,457,551","$1,382,338","$1,425,884","$1,329,452","$1,332,570"
2016,90023,9023,Long Beach Transit(LBT),Active,Full Reporter,Long Beach,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$12,511,612","$12,325,308","$12,589,237","$12,738,452","$14,452,813","$14,142,616","$14,698,472","$15,672,657","$16,343,318","$17,231,830","$17,951,939","$17,849,426","$17,772,383","$17,331,149","$16,729,366"
2016,90024,9024,City of La Mirada Transit(LMT),Active,Full Reporter,La Mirada,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$761,360","$56,352","$43,902","$56,726",,,,"$35,896","$35,830","$34,613","$30,576","$32,897","$36,926","$35,088","$40,235"
2016,90026,9026,San Diego Metropolitan Transit System(MTS),Active,Full Reporter,San Diego,CA,2010,"San Diego, CA",15,732,"2,956,746","$25,913,748","$23,758,457","$22,500,658","$21,383,098","$22,263,739","$69,315,094","$75,938,626","$85,192,328","$84,167,608","$84,764,146","$88,094,389","$90,651,622","$93,994,559","$97,614,714","$97,913,890"
2016,90027,9027,Fresno Area Express(FAX),Active,Full Reporter,Fresno,CA,2010,"Fresno, CA",63,171,"654,628","$7,827,716","$7,574,554","$7,428,738","$7,769,047","$7,475,227","$7,933,195","$8,995,350","$9,465,988","$8,814,697","$9,053,247","$9,951,095","$9,861,676","$9,099,469","$8,800,100","$7,832,679"
2012,90028,9028,"City of Vallejo Transportation Program(Vallejo Transit, Baylink)",Inactive,Full Reporter,Vallejo,CA,2010,"Vallejo, CA",203,42,"165,074","$7,560,807","$7,412,871","$7,611,997","$8,076,021","$9,994,433","$10,602,625","$10,883,409","$9,993,806","$9,359,779","$9,615,699","$6,113,652",,,,
2016,90029,9029,Omnitrans(OMNI),Active,Full Reporter,San Bernardino,CA,2010,"Riverside-San Bernardino, CA",22,545,"1,932,666","$12,120,264","$11,566,645","$12,075,736","$11,837,875","$12,202,126","$12,761,463","$13,511,536","$13,779,683","$14,242,012","$14,608,179","$14,604,672","$14,394,203","$14,382,013","$15,076,026","$13,863,402"
2016,90030,9030,North County Transit District(NCTD),Active,Full Reporter,Oceanside,CA,2010,"San Diego, CA",15,732,"2,956,746","$12,829,620","$12,916,070","$14,314,726","$15,164,742","$15,901,987","$16,527,927","$17,402,899","$18,258,383","$17,092,485","$17,034,369","$18,169,760","$18,910,726","$19,274,834","$19,438,167","$18,147,102"
2016,90031,9031,Riverside Transit Agency(RTA),Active,Full Reporter,Riverside,CA,2010,"Riverside-San Bernardino, CA",22,545,"1,932,666","$5,495,126","$5,368,812","$5,534,326","$6,004,808","$7,145,885","$7,783,459","$8,288,668","$8,245,927","$9,286,453","$9,410,427","$10,239,289","$10,626,489","$10,872,928","$11,244,622","$10,969,986"
2016,90032,9032,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),Active,Full Reporter,Phoenix,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114","$20,619,206","$21,063,743","$22,788,750","$25,308,743","$27,049,046","$28,552,109","$30,978,085","$35,122,766","$34,472,540","$34,523,830","$33,978,554","$34,569,583","$35,326,941","$34,225,101","$29,285,017"
2016,90033,9033,City of Tucson(COT),Active,Full Reporter,Tucson   ,AZ,2010,"Tucson, AZ",52,353,"843,168","$7,055,411","$7,679,964","$7,784,924","$7,985,121","$8,682,244","$9,206,175","$9,804,594","$10,769,419","$11,646,147","$11,120,101","$13,949,206","$13,459,155","$12,709,371","$13,823,566","$10,891,612"
2016,90034,9034,City of Glendale Transit,Active,Full Reporter,Glendale,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114","$519,630","$1,004,513","$1,249,289","$1,303,353","$1,497,413","$1,357,582","$136,716","$148,507","$145,457","$149,752","$152,912","$127,540","$118,897","$116,489","$113,692"
2016,90035,9035,Gold Coast Transit(GCT),Active,Full Reporter,Oxnard,CA,2010,"Oxnard, CA",103,84,"367,260","$2,074,067","$2,132,355","$2,671,557","$2,459,632","$2,656,931","$2,798,084","$2,843,606","$2,871,141","$2,737,831","$2,746,669","$2,858,563","$2,878,100","$3,198,697","$3,418,633","$3,323,511"
2016,90036,9036,Orange County Transportation Authority(OCTA),Active,Full Reporter,Orange,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$38,920,628","$41,299,585","$42,756,233","$46,598,193","$51,388,335","$52,660,291","$52,785,906","$56,920,085","$54,786,590","$54,259,055","$54,946,086","$59,038,352","$62,860,746","$59,855,525","$57,039,894"
2016,90039,9039,Culver City Municipal Bus Lines(Culver CityBus),Active,Full Reporter,Culver City,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$2,129,795","$2,241,859","$2,506,121","$2,546,908","$2,731,738","$2,800,617","$2,881,323","$2,942,199","$3,268,123","$3,606,895","$3,812,898","$4,023,200","$3,806,147","$3,772,338","$3,586,406"
2016,90041,9041,Montebello Bus Lines(MBL),Active,Full Reporter,Montebello,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$4,901,106","$5,677,423","$6,491,246","$5,235,095","$5,431,757","$5,595,508","$5,678,290","$6,244,853","$6,011,149","$6,044,904","$6,166,769","$6,036,654","$5,823,544","$5,668,905","$5,162,470"
2016,90042,9042,City of Gardena Transportation Department(GMBL),Active,Full Reporter,Gardena,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$2,138,122","$2,043,776","$2,088,887","$1,953,516","$1,994,957","$1,991,006","$2,336,471","$2,505,413","$2,649,941","$2,810,364","$2,879,723","$2,928,111","$2,951,092","$2,868,630","$2,559,383"
2016,90043,9043,City of Commerce Municipal Buslines(CBL),Active,Full Reporter,Commerce,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$416,290",$0
2016,90044,9044,City of Arcadia Transit(Arcadia Transit),Active,Reduced Reporter,Arcadia,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$88,890","$96,261","$88,992","$89,785","$76,856","$74,421","$67,825","$69,241","$72,187","$71,425","$73,707","$86,208","$89,710","$76,484","$63,520"
2016,90045,9045,Regional Transportation Commission of Southern Nevada(RTC),Active,Full Reporter,Las Vegas,NV,2010,"Las Vegas-Henderson, NV",23,417,"1,886,011","$33,966,797","$33,572,832","$37,287,980","$38,889,692","$44,616,040","$46,771,435","$50,885,136","$55,364,546","$62,437,759","$64,551,824","$69,163,084","$69,680,086","$71,691,068","$74,018,917","$72,707,522"
2016,90050,9050,Simi Valley Transit(SVT),Active,Reduced Reporter,Simi Valley,CA,2010,"Simi Valley, CA",254,31,"125,206","$368,974","$390,523","$391,127","$400,129","$479,426","$546,520","$538,807","$542,194","$517,721","$462,590","$465,337","$399,841","$415,477","$401,738","$430,804"
2016,90052,9052,City of Corona(CCTS),Active,Reduced Reporter,Corona,CA,2010,"Riverside-San Bernardino, CA",22,545,"1,932,666","$108,811","$142,265","$185,033","$190,448","$239,804","$316,139","$249,248","$254,796","$258,217","$297,780","$310,828","$340,063","$358,987","$363,187","$332,710"
2006,90054,9054,"San Diego Trolley, Inc.(MTS)",Inactive,Full Reporter,San Diego,CA,2000,"San Diego, CA",15,782,"2,674,436","$22,157,906","$22,071,207","$24,196,943","$25,855,242","$27,933,766",,,,,,,,,,
1996,90055,9055,Monterey County RIDES,Inactive,Full Reporter,Salinas,CA,1990,"Salinas, CA",188,35,"122,225",,,,,,,,,,,,,,,
1994,90056,9056,Economic Opportunity Board of Clark County,Inactive,Full Reporter,Las Vegas,NV,1990,"Las Vegas, NV",45,231,"697,348",,,,,,,,,,,,,,,
2016,90061,9061,Yuba-Sutter Transit Authority(YSTA),Active,Full Reporter,Marysville,CA,2010,"Yuba City, CA",270,39,"116,719","$614,113","$658,795","$661,196","$662,576","$791,603","$884,972","$1,059,873","$1,161,508","$1,170,156","$1,316,867","$1,374,962","$1,395,547","$1,438,856","$1,446,679","$1,334,808"
2016,90062,9062,Monterey-Salinas Transit(MST),Active,Full Reporter,Monterey,CA,2010,"Seaside-Monterey, CA",276,39,"114,237","$5,034,087","$5,011,936","$4,835,544","$4,786,573","$5,816,967","$6,448,376","$6,744,919","$7,426,949","$5,535,883","$7,928,258","$7,859,392","$7,290,715","$6,920,949","$7,590,372","$9,022,365"
1993,90077,9077,Los Angeles County Transportation Commission / MTA,Inactive,Full Reporter,Los Angeles,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",,,,,,,,,,,,,,,
2016,90078,9078,Central Contra Costa Transit Authority(County Connection),Active,Full Reporter,Concord,CA,2010,"Concord, CA",66,204,"615,968","$4,027,377","$4,567,701","$4,524,319","$4,296,310","$4,294,058","$4,896,009","$5,222,164","$5,099,124","$4,755,812","$4,717,192","$4,990,481","$5,119,368","$5,105,101","$5,145,958","$4,990,623"
2016,90079,9079,SunLine Transit Agency(SunLine),Active,Full Reporter,Thousand Palms,CA,2010,"Indio-Cathedral City, CA",111,144,"345,580","$2,610,789","$2,821,988","$2,768,697","$2,674,145","$2,848,160","$2,801,507","$2,892,630","$2,687,366","$2,706,198","$2,893,850","$3,207,329","$3,320,338","$3,325,544","$3,315,354","$3,200,299"
2016,90086,9086,City of Riverside Special Transportation(City of Riverside),Active,Full Reporter,Riverside,CA,2010,"Riverside-San Bernardino, CA",22,545,"1,932,666","$115,969","$169,965","$185,332","$199,961","$238,118","$301,922","$312,608","$335,833","$327,625","$344,367","$370,773","$344,258","$382,963","$384,630","$376,960"
2016,90087,9087,Santa Maria Area Transit(SMAT),Active,Full Reporter,Santa Maria,CA,2010,"Santa Maria, CA",246,29,"130,447","$293,711","$279,951","$296,035","$344,507","$559,063","$536,305","$609,930","$859,980","$900,011","$1,898,735","$1,838,093","$1,211,846","$784,396","$824,448","$741,174"
2016,90088,9088,Napa County Transportation and Planning Agency(NCTPA),Active,Full Reporter,Napa,CA,2010,"Napa, CA",342,26,"83,913","$676,065","$676,366","$597,339","$661,802","$727,432","$795,854","$1,014,193","$860,439","$778,652","$873,297","$985,989","$926,661","$1,175,388","$1,213,100","$1,117,923"
2016,90089,9089,Sonoma County Transit(SCT),Active,Full Reporter,Santa Rosa,CA,2010,"Santa Rosa, CA",123,98,"308,231","$1,645,258","$1,549,952","$1,604,882","$1,687,586","$1,727,125","$1,858,615","$1,988,165","$2,123,720","$2,072,683","$2,168,257","$2,157,261","$2,193,485","$2,164,901","$1,982,889","$2,018,139"
2016,90090,9090,Yolo County Transportation District(YCTD),Active,Full Reporter,Woodland,CA,2010,"Sacramento, CA",28,471,"1,723,634","$1,283,409","$1,207,114","$1,215,688","$1,222,175","$1,654,452","$1,823,300","$2,028,181","$2,397,572","$2,469,260","$2,468,207","$2,574,979","$2,591,585","$2,645,912","$2,478,488","$2,388,948"
2016,90091,9091,City of Visalia - Visalia City Coach(Visalia Transit),Active,Full Reporter,Visalia,CA,2010,"Visalia, CA",162,63,"219,454","$737,051","$624,088","$551,322","$592,613","$626,476","$782,630","$919,738","$976,409","$1,055,147","$1,084,660","$1,314,641","$1,400,366","$1,580,480","$1,695,827","$1,418,655"
2016,90092,9092,City of Fairfield - Fairfield and Suisun Transit(FAST),Active,Full Reporter,Fairfield,CA,2010,"Fairfield, CA",240,39,"133,683","$694,006","$693,880","$841,347","$931,446","$953,982","$1,718,183","$1,970,050","$2,105,682","$1,995,436","$2,092,434","$2,083,763","$2,181,530","$2,186,932","$2,281,402","$2,273,028"
2016,90093,9093,Redding Area Bus Authority(RABA),Active,Full Reporter,Redding,CA,2010,"Redding, CA",267,71,"117,731","$638,086","$570,681","$588,448","$540,819","$620,929","$793,743","$845,332","$834,057","$762,983","$778,841","$883,688","$889,096","$911,964","$888,666","$844,800"
2016,90095,9095,San Diego Association of Governments(SANDAG),Active,Full Reporter,San Diego,CA,2010,"San Diego, CA",15,732,"2,956,746","$2,102,244","$2,935,173","$3,857,357","$4,927,376","$6,840,005","$6,701,297","$7,468,639","$7,990,627","$7,976,384","$9,634,755","$9,887,744","$9,558,945","$9,720,885","$11,838,423","$11,632,798"
2016,90119,9119,Laguna Beach Municipal Transit(CLB),Active,Full Reporter,Laguna Beach,CA,2010,"Mission Viejo-Lake Forest-San Clemente, CA",69,151,"583,681","$146,671","$274,928","$331,477","$141,641","$44,738","$148,718","$156,608","$157,470","$162,363","$167,413","$179,839","$166,429","$166,731","$65,310","$43,467"
2016,90121,9121,Antelope Valley Transit Authority(AVTA),Active,Full Reporter,Lancaster,CA,2010,"Lancaster-Palmdale, CA",112,116,"341,219","$2,940,786","$3,063,827","$3,136,458","$3,379,675","$3,563,073","$3,856,511","$4,457,295","$4,582,997","$3,703,811","$4,283,321","$4,686,664","$4,832,800","$4,913,641","$4,844,046","$5,317,984"
1993,90124,9124,"Phoenix Transit System Division of ATC/Vancom, Inc.",Inactive,Full Reporter,Phoenix,AZ,1990,"Phoenix, AZ",14,741,"2,006,239",,,,,,,,,,,,,,,
2005,90127,9127,Chico Area Transit System City of Chico(CATS),Inactive,Full Reporter,Chico,CA,2000,"Chico, CA",289,35,"89,221","$431,931","$426,036","$533,686","$500,275",,,,,,,,,,,
2004,90129,9129,City of Mesa(COM),Inactive,Full Reporter,Mesa,AZ,2000,"Phoenix-Mesa, AZ",13,799,"2,907,049","$1,302,870","$1,724,557","$1,634,387",,,,,,,,,,,,
2016,90131,9131,City of Scottsdale - Scottsdale Trolley(COS),Active,Full Reporter,Scottsdale,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114",,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,$0
2009,90132,9132,Maricopa County Special Transportation Services(MCHSD),Inactive,Full Reporter,Phoenix,AZ,2000,"Phoenix-Mesa, AZ",13,799,"2,907,049","$61,488",$0,$0,$0,$0,$0,$0,$0,,,,,,,
2016,90134,9134,Peninsula Corridor Joint Powers Board dba: Caltrain(PCJPB),Active,Full Reporter,San Carlos,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212","$21,072,750","$20,616,017","$19,579,185","$23,139,815","$30,186,123","$34,301,381","$39,519,340","$42,433,787","$41,256,013","$46,843,914","$56,330,576","$64,216,475","$67,565,855","$83,351,480","$89,104,140"
2010,90135,9135,"Sun Cities Area Transit System, Inc.(SCAT)",Inactive,Reduced Reporter,Sun City,AZ,2000,"Phoenix-Mesa, AZ",13,799,"2,907,049","$150,181","$150,261","$152,323","$152,571","$161,774",,,,,,,,,,
2016,90136,9136,"Regional Public Transportation Authority, dba: Valley Metro(RPTA)",Active,Full Reporter,Phoenix,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114",$0,"$9,356,801","$11,014,503","$8,031,066","$9,207,495","$10,209,733","$8,618,970","$9,261,391","$9,645,431","$9,694,252","$10,896,914","$13,064,423","$19,349,941","$18,425,571","$17,204,049"
2013,90137,9137,Surprise Dial-A-Ride Transit System(Surprise DAR),Inactive,Reduced Reporter,Surprise,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114","$212,200","$7,537","$7,994","$9,953","$12,802","$17,716","$22,388","$19,542","$22,672","$26,073","$24,858","$5,396",,,
2016,90140,9140,Peoria Transit,Active,Full Reporter,Peoria,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114","$31,631","$36,631","$32,943","$35,171","$47,025","$45,895","$39,566","$38,231","$32,218","$31,030","$26,799","$25,748","$36,840","$29,489","$34,592"
2016,90142,9142,Unitrans - City of Davis/ASUCD(Unitrans),Active,Full Reporter,Davis,CA,2010,"Davis, CA",382,14,"72,794","$125,813","$139,006","$169,159","$204,003","$2,206,790","$1,894,698","$201,557","$199,174","$191,183","$237,058","$255,180","$2,136,424","$2,767,881","$2,718,705","$2,862,710"
1993,90143,9143,City of Merced Transit System,Inactive,Full Reporter,Merced,CA,1990,"Merced, CA",318,20,"64,742",,,,,,,,,,,,,,,
2016,90144,9144,Livermore / Amador Valley Transit Authority(LAVTA),Active,Full Reporter,Livermore,CA,2010,"Concord, CA",66,204,"615,968","$1,818,762","$1,722,791","$1,798,519","$1,730,775","$1,779,920","$2,171,707","$2,439,990","$2,563,938","$2,341,303","$2,238,915","$2,224,902","$2,482,825","$2,206,694","$2,253,853","$2,239,549"
1993,90145,9145,"Aloha-State Tour & Transportation Co., Ltd. dba The Handi-Van",Inactive,Full Reporter,Honolulu,HI,1990,"Honolulu, HI",46,139,"632,603",,,,,,,,,,,,,,,
2016,90146,9146,Foothill Transit,Active,Full Reporter,West Covina,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$14,008,818","$14,404,796","$14,233,259","$13,526,456","$15,816,183","$15,837,063","$16,503,879","$16,811,793","$16,454,980","$17,238,311","$18,496,259","$18,441,434","$18,845,702","$18,890,298","$17,144,739"
2016,90147,9147,City of Los Angeles Department of Transportation(LADOT),Active,Full Reporter,Los Angeles,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996","$6,389,213","$6,986,032","$7,505,580","$7,996,897","$8,324,548","$7,771,664","$8,725,522","$9,252,770","$10,395,370","$11,508,693","$14,406,312","$13,366,468","$12,541,191","$12,263,741","$11,781,664"
2016,90148,9148,Victor Valley Transit Authority(VVTA),Active,Full Reporter,Hesperia,CA,2010,"Victorville-Hesperia, CA",114,167,"328,454","$887,892","$1,003,999","$1,149,132","$1,180,562","$923,761","$1,028,796","$1,346,339","$1,527,217","$1,636,073","$1,842,622","$1,984,800","$3,670,956","$4,443,889","$4,655,393","$5,069,048"
2016,90149,9149,City of Lompoc - Lompoc Transit(COLT),Active,Reduced Reporter,Lompoc,CA,2010,"Lompoc, CA",485,11,"51,509","$321,029","$320,166","$376,350","$379,981","$451,775","$493,744","$541,306","$370,102","$1,069,913","$216,279","$172,438","$879,360","$1,207,331","$1,200,774","$1,114,640"
2010,90150,9150,City of Alameda Ferry Services,Inactive,Full Reporter,Alameda,CA,2000,"San Francisco-Oakland, CA",12,527,"3,228,605","$2,169,988","$2,056,864","$2,155,366","$2,040,974","$2,414,757","$2,631,381","$2,730,373","$2,752,464","$2,894,424",,,,,,
