,CBSA,MNAME,TTI_INTERPOLATION,Year,TTI,DEL_PER_AUTO_COMMUTER,TOT_DELAY_HRS
989,35380,"New Orleans-Metairie-Kenner, LA Metro Area",0,2014,1.33,54.0,51201.0
990,35380,"New Orleans-Metairie-Kenner, LA Metro Area",0,2015,1.34,56.0,53514.0
991,35380,"New Orleans-Metairie-Kenner, LA Metro Area",0,2016,1.35,57.0,54196.0
992,35380,"New Orleans-Metairie-Kenner, LA Metro Area",0,2017,1.36,58.0,55833.0
993,35380,"New Orleans-Metairie-Kenner, LA Metro Area",0,2018,1.3675000000000002,59.0,56991.0
994,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",0,2012,1.34,81.0,727659.0
995,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",0,2013,1.34,84.0,746546.0
996,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",0,2014,1.34,85.0,759632.0
997,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",0,2015,1.35,87.0,778986.0
998,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",0,2016,1.35,89.0,790205.0
999,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",0,2017,1.35,92.0,811609.0
1000,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",0,2018,1.3525,93.75,824603.25
1001,35660,"Niles-Benton Harbor, MI Metro Area",1,2012,1.04,15.5,879.5
1002,35660,"Niles-Benton Harbor, MI Metro Area",1,2013,1.04,15.25,861.25
1003,35660,"Niles-Benton Harbor, MI Metro Area",1,2014,1.04,15.0,843.0
1004,35660,"Niles-Benton Harbor, MI Metro Area",1,2015,1.04,15.0,819.0
1005,35660,"Niles-Benton Harbor, MI Metro Area",1,2016,1.04,15.0,795.0
1006,35660,"Niles-Benton Harbor, MI Metro Area",1,2017,1.04,14.0,770.0
1007,35660,"Niles-Benton Harbor, MI Metro Area",1,2018,1.04,13.75,751.75
1008,35980,"Norwich-New London, CT Metro Area",1,2012,1.06,24.0,4035.5
1009,35980,"Norwich-New London, CT Metro Area",1,2013,1.06,24.0,4026.75
1010,35980,"Norwich-New London, CT Metro Area",1,2014,1.06,24.0,4018.0
1011,35980,"Norwich-New London, CT Metro Area",1,2015,1.06,24.0,4006.0
1012,35980,"Norwich-New London, CT Metro Area",1,2016,1.06,24.0,3995.0
1013,35980,"Norwich-New London, CT Metro Area",1,2017,1.06,24.0,3983.0
1014,35980,"Norwich-New London, CT Metro Area",1,2018,1.06,24.0,3974.25
1015,36100,"Ocala, FL Metro Area",1,2012,1.09,21.0,3712.0
1016,36100,"Ocala, FL Metro Area",1,2013,1.09,21.5,3765.5
1017,36100,"Ocala, FL Metro Area",1,2014,1.09,22.0,3819.0
1018,36100,"Ocala, FL Metro Area",1,2015,1.09,23.0,3889.0
1019,36100,"Ocala, FL Metro Area",1,2016,1.09,23.0,3961.0
1020,36100,"Ocala, FL Metro Area",1,2017,1.09,24.0,4033.0
1021,36100,"Ocala, FL Metro Area",1,2018,1.09,24.5,4086.5
1022,36420,"Oklahoma City, OK Metro Area",0,2012,1.18,45.0,36587.0
1023,36420,"Oklahoma City, OK Metro Area",0,2013,1.18,46.0,38643.0
1024,36420,"Oklahoma City, OK Metro Area",0,2014,1.18,46.0,39188.0
1025,36420,"Oklahoma City, OK Metro Area",0,2015,1.19,47.0,40393.0
1026,36420,"Oklahoma City, OK Metro Area",0,2016,1.19,49.0,41693.0
1027,36420,"Oklahoma City, OK Metro Area",0,2017,1.19,50.0,43448.0
1028,36420,"Oklahoma City, OK Metro Area",0,2018,1.1925,51.0,44513.0
1029,36500,"Olympia, WA Metro Area",1,2012,1.12,26.5,5145.0
1030,36500,"Olympia, WA Metro Area",1,2013,1.12,26.75,5209.5
1031,36500,"Olympia, WA Metro Area",1,2014,1.12,27.0,5274.0
1032,36500,"Olympia, WA Metro Area",1,2015,1.12,27.0,5359.0
1033,36500,"Olympia, WA Metro Area",1,2016,1.12,28.0,5445.0
1034,36500,"Olympia, WA Metro Area",1,2017,1.12,28.0,5532.0
1035,36500,"Olympia, WA Metro Area",1,2018,1.12,28.25,5596.5
1036,36540,"Omaha-Council Bluffs, NE-IA Metro Area",0,2012,1.16,34.0,16444.0
1037,36540,"Omaha-Council Bluffs, NE-IA Metro Area",0,2013,1.16,35.0,16842.0
1038,36540,"Omaha-Council Bluffs, NE-IA Metro Area",0,2014,1.16,35.0,17079.0
1039,36540,"Omaha-Council Bluffs, NE-IA Metro Area",0,2015,1.16,36.0,17796.0
1040,36540,"Omaha-Council Bluffs, NE-IA Metro Area",0,2016,1.17,37.0,18535.0
1041,36540,"Omaha-Council Bluffs, NE-IA Metro Area",0,2017,1.17,38.0,19117.0
1042,36540,"Omaha-Council Bluffs, NE-IA Metro Area",0,2018,1.1724999999999999,38.75,19626.5
1043,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",0,2012,1.22,50.0,53777.0
1044,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",0,2013,1.22,49.0,55877.0
1045,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",0,2014,1.23,52.0,57037.0
1046,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",0,2015,1.23,53.0,58893.0
1047,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",0,2016,1.23,55.0,61392.0
1048,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",0,2017,1.24,57.0,63205.0
1049,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",0,2018,1.2425,58.25,64747.0
1050,36780,"Oshkosh-Neenah, WI Metro Area",1,2012,1.05,12.0,975.5
1051,36780,"Oshkosh-Neenah, WI Metro Area",1,2013,1.05,12.0,976.25
1052,36780,"Oshkosh-Neenah, WI Metro Area",1,2014,1.05,12.0,977.0
1053,36780,"Oshkosh-Neenah, WI Metro Area",1,2015,1.05,12.0,978.0
1054,36780,"Oshkosh-Neenah, WI Metro Area",1,2016,1.05,12.0,979.0
1055,36780,"Oshkosh-Neenah, WI Metro Area",1,2017,1.05,12.0,980.0
1056,36780,"Oshkosh-Neenah, WI Metro Area",1,2018,1.05,12.0,980.75
1057,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",0,2012,1.16,28.0,7678.0
1058,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",0,2013,1.16,29.0,7897.0
1059,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",0,2014,1.16,31.0,8161.0
1060,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",0,2015,1.16,32.0,8662.0
1061,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",0,2016,1.16,34.0,9170.0
1062,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",0,2017,1.16,34.0,9548.0
1063,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",0,2018,1.16,34.75,9894.75
1064,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",1,2012,1.09,20.5,10096.5
1065,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",1,2013,1.09,20.75,10191.75
1066,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",1,2014,1.09,21.0,10287.0
1067,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",1,2015,1.09,21.0,10412.0
1068,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",1,2016,1.09,22.0,10540.0
1069,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",1,2017,1.09,22.0,10668.0
1070,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",1,2018,1.09,22.25,10763.25
1071,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",0,2012,1.17,40.0,8284.0
1072,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",0,2013,1.17,40.0,8478.0
1073,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",0,2014,1.17,41.0,8579.0
1074,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",0,2015,1.17,41.0,8870.0
1075,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",0,2016,1.17,42.0,9199.0
1076,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",0,2017,1.17,43.0,9520.0
1077,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",0,2018,1.17,43.5,9755.25
1078,37900,"Peoria, IL Metro Area",1,2012,1.065,13.0,3625.0
1079,37900,"Peoria, IL Metro Area",1,2013,1.0625,13.0,3613.5
1080,37900,"Peoria, IL Metro Area",1,2014,1.06,13.0,3602.0
1081,37900,"Peoria, IL Metro Area",1,2015,1.05,13.0,3586.0
1082,37900,"Peoria, IL Metro Area",1,2016,1.05,13.0,3571.0
1083,37900,"Peoria, IL Metro Area",1,2017,1.05,13.0,3556.0
1084,37900,"Peoria, IL Metro Area",1,2018,1.0475,13.0,3544.5
1085,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",0,2012,1.24,52.0,174990.0
1086,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",0,2013,1.24,54.0,179493.0
1087,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",0,2014,1.24,55.0,181757.0
1088,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",0,2015,1.24,58.0,186282.0
1089,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",0,2016,1.25,60.0,190385.0
1090,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",0,2017,1.25,62.0,194655.0
1091,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",0,2018,1.2525,63.75,197879.5
1092,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",0,2012,1.28,53.0,145564.0
1093,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",0,2013,1.27,55.0,150010.0
1094,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",0,2014,1.27,57.0,152812.0
1095,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",0,2015,1.27,59.0,156520.0
1096,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",0,2016,1.27,61.0,160159.0
1097,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",0,2017,1.27,62.0,163247.0
1098,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",0,2018,1.27,63.25,165855.75
1099,38300,"Pittsburgh, PA Metro Area",0,2012,1.18,41.0,45502.0
1100,38300,"Pittsburgh, PA Metro Area",0,2013,1.19,43.0,46902.0
1101,38300,"Pittsburgh, PA Metro Area",0,2014,1.19,44.0,47549.0
1102,38300,"Pittsburgh, PA Metro Area",0,2015,1.19,45.0,48728.0
1103,38300,"Pittsburgh, PA Metro Area",0,2016,1.19,46.0,50221.0
1104,38300,"Pittsburgh, PA Metro Area",0,2017,1.19,46.0,51370.0
1105,38300,"Pittsburgh, PA Metro Area",0,2018,1.19,46.5,52325.25
1106,38340,"Pittsfield, MA Metro Area",1,2012,1.08,14.0,1165.5
1107,38340,"Pittsfield, MA Metro Area",1,2013,1.08,14.0,1161.75
1108,38340,"Pittsfield, MA Metro Area",1,2014,1.08,14.0,1158.0
1109,38340,"Pittsfield, MA Metro Area",1,2015,1.08,14.0,1153.0
1110,38340,"Pittsfield, MA Metro Area",1,2016,1.08,14.0,1148.0
1111,38340,"Pittsfield, MA Metro Area",1,2017,1.08,14.0,1143.0
1112,38340,"Pittsfield, MA Metro Area",1,2018,1.08,14.0,1139.25
1113,38860,"Portland-South Portland-Biddeford, ME Metro Area",1,2012,1.11,26.5,5705.5
1114,38860,"Portland-South Portland-Biddeford, ME Metro Area",1,2013,1.11,26.75,5730.25
1115,38860,"Portland-South Portland-Biddeford, ME Metro Area",1,2014,1.11,27.0,5755.0
1116,38860,"Portland-South Portland-Biddeford, ME Metro Area",1,2015,1.11,27.0,5788.0
1117,38860,"Portland-South Portland-Biddeford, ME Metro Area",1,2016,1.11,27.0,5821.0
1118,38860,"Portland-South Portland-Biddeford, ME Metro Area",1,2017,1.11,28.0,5854.0
1119,38860,"Portland-South Portland-Biddeford, ME Metro Area",1,2018,1.11,28.25,5878.75
1120,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",0,2012,1.35,55.0,76716.0
1121,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",0,2013,1.35,58.0,79522.0
1122,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",0,2014,1.35,60.0,80615.0
1123,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",0,2015,1.36,62.0,83612.0
1124,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",0,2016,1.35,64.0,86454.0
1125,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",0,2017,1.35,66.0,88009.0
1126,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",0,2018,1.35,67.5,89857.5
1127,38940,"Port St. Lucie, FL Metro Area",1,2012,1.085,19.5,8244.5
1128,38940,"Port St. Lucie, FL Metro Area",1,2013,1.0875000000000001,19.75,8354.25
1129,38940,"Port St. Lucie, FL Metro Area",1,2014,1.09,20.0,8464.0
1130,38940,"Port St. Lucie, FL Metro Area",1,2015,1.1,20.0,8608.0
1131,38940,"Port St. Lucie, FL Metro Area",1,2016,1.1,21.0,8755.0
1132,38940,"Port St. Lucie, FL Metro Area",1,2017,1.1,21.0,8903.0
1133,38940,"Port St. Lucie, FL Metro Area",1,2018,1.1025,21.25,9012.75
1134,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",0,2012,1.18,43.0,31694.0
1135,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",0,2013,1.17,44.0,32483.0
1136,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",0,2014,1.17,44.0,33134.0
1137,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",0,2015,1.17,46.0,34355.0
1138,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",0,2016,1.17,47.0,35335.0
1139,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",0,2017,1.17,48.0,36273.0
1140,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",0,2018,1.17,49.0,37057.75
1141,39380,"Pueblo, CO Metro Area",1,2012,1.1,20.0,2971.5
1142,39380,"Pueblo, CO Metro Area",1,2013,1.1,20.0,2983.75
1143,39380,"Pueblo, CO Metro Area",1,2014,1.1,20.0,2996.0
1144,39380,"Pueblo, CO Metro Area",1,2015,1.1,20.0,3012.0
1145,39380,"Pueblo, CO Metro Area",1,2016,1.1,20.0,3029.0
1146,39380,"Pueblo, CO Metro Area",1,2017,1.1,20.0,3045.0
1147,39380,"Pueblo, CO Metro Area",1,2018,1.1,20.0,3057.25
1148,39540,"Racine, WI Metro Area",1,2012,1.12,20.0,2924.5
1149,39540,"Racine, WI Metro Area",1,2013,1.12,20.0,2917.75
1150,39540,"Racine, WI Metro Area",1,2014,1.12,20.0,2911.0
1151,39540,"Racine, WI Metro Area",1,2015,1.12,20.0,2902.0
1152,39540,"Racine, WI Metro Area",1,2016,1.12,20.0,2893.0
1153,39540,"Racine, WI Metro Area",1,2017,1.12,20.0,2884.0
1154,39540,"Racine, WI Metro Area",1,2018,1.12,20.0,2877.25
1155,39580,"Raleigh-Cary, NC Metro Area",0,2012,1.16,35.0,22446.0
1156,39580,"Raleigh-Cary, NC Metro Area",0,2013,1.16,37.0,23775.0
1157,39580,"Raleigh-Cary, NC Metro Area",0,2014,1.17,37.0,24789.0
1158,39580,"Raleigh-Cary, NC Metro Area",0,2015,1.17,39.0,25692.0
1159,39580,"Raleigh-Cary, NC Metro Area",0,2016,1.17,41.0,26577.0
1160,39580,"Raleigh-Cary, NC Metro Area",0,2017,1.17,42.0,27243.0
1161,39580,"Raleigh-Cary, NC Metro Area",0,2018,1.17,43.25,27856.5
1162,39820,"Redding, CA Metro Area",1,2012,1.085,23.0,3047.0
1163,39820,"Redding, CA Metro Area",1,2013,1.0875000000000001,23.0,3057.5
1164,39820,"Redding, CA Metro Area",1,2014,1.09,23.0,3068.0
1165,39820,"Redding, CA Metro Area",1,2015,1.09,23.0,3082.0
1166,39820,"Redding, CA Metro Area",1,2016,1.1,23.0,3096.0
1167,39820,"Redding, CA Metro Area",1,2017,1.1,23.0,3110.0
1168,39820,"Redding, CA Metro Area",1,2018,1.1025,23.0,3120.5
1169,39900,"Reno-Sparks, NV Metro Area",1,2012,1.13,24.5,10358.0
1170,39900,"Reno-Sparks, NV Metro Area",1,2013,1.13,24.75,10457.5
1171,39900,"Reno-Sparks, NV Metro Area",1,2014,1.13,25.0,10557.0
1172,39900,"Reno-Sparks, NV Metro Area",1,2015,1.13,26.0,10688.0
1173,39900,"Reno-Sparks, NV Metro Area",1,2016,1.13,26.0,10821.0
1174,39900,"Reno-Sparks, NV Metro Area",1,2017,1.13,26.0,10955.0
1175,39900,"Reno-Sparks, NV Metro Area",1,2018,1.13,26.25,11054.5
1176,40060,"Richmond, VA Metro Area",0,2012,1.12,28.0,21100.0
1177,40060,"Richmond, VA Metro Area",0,2013,1.13,28.0,21878.0
1178,40060,"Richmond, VA Metro Area",0,2014,1.13,29.0,22416.0
1179,40060,"Richmond, VA Metro Area",0,2015,1.12,31.0,23120.0
1180,40060,"Richmond, VA Metro Area",0,2016,1.12,33.0,23678.0
1181,40060,"Richmond, VA Metro Area",0,2017,1.12,35.0,24461.0
1182,40060,"Richmond, VA Metro Area",0,2018,1.1175000000000002,36.5,24972.25
1183,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",0,2012,1.31,59.0,94868.0
1184,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",0,2013,1.32,60.0,98348.0
1185,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",0,2014,1.33,62.0,100804.0
1186,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",0,2015,1.33,66.0,103091.0
1187,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",0,2016,1.34,68.0,105419.0
1188,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",0,2017,1.34,70.0,107411.0
1189,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",0,2018,1.3425,72.0,109062.75
1190,40220,"Roanoke, VA Metro Area",1,2012,1.1,25.0,5604.5
1191,40220,"Roanoke, VA Metro Area",1,2013,1.1,25.0,5613.25
1192,40220,"Roanoke, VA Metro Area",1,2014,1.1,25.0,5622.0
1193,40220,"Roanoke, VA Metro Area",1,2015,1.1,25.0,5634.0
1194,40220,"Roanoke, VA Metro Area",1,2016,1.1,25.0,5645.0
1195,40220,"Roanoke, VA Metro Area",1,2017,1.1,25.0,5657.0
1196,40220,"Roanoke, VA Metro Area",1,2018,1.1,25.0,5665.75
1197,40340,"Rochester, MN Metro Area",1,2012,1.1,17.5,2190.0
1198,40340,"Rochester, MN Metro Area",1,2013,1.1,17.75,2209.0
1199,40340,"Rochester, MN Metro Area",1,2014,1.1,18.0,2228.0
1200,40340,"Rochester, MN Metro Area",1,2015,1.1,19.0,2253.0
1201,40340,"Rochester, MN Metro Area",1,2016,1.1,19.0,2278.0
1202,40340,"Rochester, MN Metro Area",1,2017,1.1,19.0,2304.0
1203,40340,"Rochester, MN Metro Area",1,2018,1.1,19.25,2323.0
1204,40380,"Rochester, NY Metro Area",0,2012,1.17,36.0,17456.0
1205,40380,"Rochester, NY Metro Area",0,2013,1.16,37.0,17743.0
1206,40380,"Rochester, NY Metro Area",0,2014,1.16,38.0,18198.0
1207,40380,"Rochester, NY Metro Area",0,2015,1.16,39.0,18857.0
1208,40380,"Rochester, NY Metro Area",0,2016,1.16,40.0,19587.0
1209,40380,"Rochester, NY Metro Area",0,2017,1.16,40.0,19886.0
1210,40380,"Rochester, NY Metro Area",0,2018,1.16,40.5,20308.0
1211,40420,"Rockford, IL Metro Area",1,2012,1.08,18.0,5761.5
1212,40420,"Rockford, IL Metro Area",1,2013,1.08,18.0,5741.75
1213,40420,"Rockford, IL Metro Area",1,2014,1.08,18.0,5722.0
1214,40420,"Rockford, IL Metro Area",1,2015,1.08,18.0,5696.0
1215,40420,"Rockford, IL Metro Area",1,2016,1.08,18.0,5669.0
1216,40420,"Rockford, IL Metro Area",1,2017,1.08,18.0,5643.0
1217,40420,"Rockford, IL Metro Area",1,2018,1.08,18.0,5623.25
1218,40660,"Rome, GA Metro Area",1,2012,1.11,33.0,2655.5
1219,40660,"Rome, GA Metro Area",1,2013,1.11,33.0,2654.25
1220,40660,"Rome, GA Metro Area",1,2014,1.11,33.0,2653.0
1221,40660,"Rome, GA Metro Area",1,2015,1.11,33.0,2652.0
1222,40660,"Rome, GA Metro Area",1,2016,1.11,33.0,2650.0
1223,40660,"Rome, GA Metro Area",1,2017,1.11,33.0,2648.0
1224,40660,"Rome, GA Metro Area",1,2018,1.11,33.0,2646.75
1225,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",0,2012,1.25,50.0,65626.0
1226,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",0,2013,1.26,51.0,67797.0
1227,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",0,2014,1.26,53.0,69470.0
1228,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",0,2015,1.27,55.0,71738.0
1229,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",0,2016,1.27,57.0,73945.0
1230,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",0,2017,1.28,59.0,76437.0
1231,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",0,2018,1.2850000000000001,60.5,78178.75
1232,40980,"Saginaw-Saginaw Township North, MI Metro Area",1,2012,1.065,18.5,2303.0
1233,40980,"Saginaw-Saginaw Township North, MI Metro Area",1,2013,1.0625,18.25,2285.0
1234,40980,"Saginaw-Saginaw Township North, MI Metro Area",1,2014,1.06,18.0,2267.0
1235,40980,"Saginaw-Saginaw Township North, MI Metro Area",1,2015,1.06,18.0,2243.0
1236,40980,"Saginaw-Saginaw Township North, MI Metro Area",1,2016,1.06,18.0,2219.0
1237,40980,"Saginaw-Saginaw Township North, MI Metro Area",1,2017,1.05,17.0,2195.0
1238,40980,"Saginaw-Saginaw Township North, MI Metro Area",1,2018,1.0475,16.75,2177.0
1239,41060,"St. Cloud, MN Metro Area",1,2012,1.08,17.0,1980.0
1240,41060,"St. Cloud, MN Metro Area",1,2013,1.08,17.0,1987.5
1241,41060,"St. Cloud, MN Metro Area",1,2014,1.08,17.0,1995.0
1242,41060,"St. Cloud, MN Metro Area",1,2015,1.08,17.0,2005.0
1243,41060,"St. Cloud, MN Metro Area",1,2016,1.08,17.0,2015.0
1244,41060,"St. Cloud, MN Metro Area",1,2017,1.08,17.0,2025.0
1245,41060,"St. Cloud, MN Metro Area",1,2018,1.08,17.0,2032.5
1246,41180,"St. Louis, MO-IL Metro Area",0,2012,1.16,43.0,65347.0
1247,41180,"St. Louis, MO-IL Metro Area",0,2013,1.15,44.0,66414.0
1248,41180,"St. Louis, MO-IL Metro Area",0,2014,1.15,44.0,68106.0
1249,41180,"St. Louis, MO-IL Metro Area",0,2015,1.15,45.0,69729.0
1250,41180,"St. Louis, MO-IL Metro Area",0,2016,1.15,46.0,70712.0
1251,41180,"St. Louis, MO-IL Metro Area",0,2017,1.15,46.0,71481.0
1252,41180,"St. Louis, MO-IL Metro Area",0,2018,1.15,46.5,72324.75
1253,41420,"Salem, OR Metro Area",0,2012,1.16,37.0,6157.0
1254,41420,"Salem, OR Metro Area",0,2013,1.16,38.0,6348.0
1255,41420,"Salem, OR Metro Area",0,2014,1.16,38.0,6525.0
1256,41420,"Salem, OR Metro Area",0,2015,1.15,39.0,6695.0
1257,41420,"Salem, OR Metro Area",0,2016,1.15,40.0,7005.0
1258,41420,"Salem, OR Metro Area",0,2017,1.15,41.0,7131.0
1259,41420,"Salem, OR Metro Area",0,2018,1.1475,41.75,7282.5
1260,41500,"Salinas, CA Metro Area",1,2012,1.15,27.0,5286.5
1261,41500,"Salinas, CA Metro Area",1,2013,1.15,27.0,5305.75
1262,41500,"Salinas, CA Metro Area",1,2014,1.15,27.0,5325.0
1263,41500,"Salinas, CA Metro Area",1,2015,1.15,27.0,5350.0
1264,41500,"Salinas, CA Metro Area",1,2016,1.15,27.0,5376.0
1265,41500,"Salinas, CA Metro Area",1,2017,1.15,27.0,5402.0
1266,41500,"Salinas, CA Metro Area",1,2018,1.15,27.0,5421.25
1267,41540,"Salisbury, MD Metro Area",1,2012,1.09,19.0,1926.5
1268,41540,"Salisbury, MD Metro Area",1,2013,1.09,19.0,1938.75
1269,41540,"Salisbury, MD Metro Area",1,2014,1.09,19.0,1951.0
1270,41540,"Salisbury, MD Metro Area",1,2015,1.09,19.0,1968.0
1271,41540,"Salisbury, MD Metro Area",1,2016,1.09,19.0,1984.0
1272,41540,"Salisbury, MD Metro Area",1,2017,1.09,19.0,2000.0
1273,41540,"Salisbury, MD Metro Area",1,2018,1.09,19.0,2012.25
1274,41620,"Salt Lake City, UT Metro Area",0,2012,1.18,41.0,26183.0
1275,41620,"Salt Lake City, UT Metro Area",0,2013,1.18,40.0,27056.0
1276,41620,"Salt Lake City, UT Metro Area",0,2014,1.18,42.0,27822.0
1277,41620,"Salt Lake City, UT Metro Area",0,2015,1.18,43.0,28428.0
1278,41620,"Salt Lake City, UT Metro Area",0,2016,1.18,45.0,29234.0
1279,41620,"Salt Lake City, UT Metro Area",0,2017,1.18,45.0,29739.0
1280,41620,"Salt Lake City, UT Metro Area",0,2018,1.18,45.75,30218.25
1281,41660,"San Angelo, TX Metro Area",1,2012,1.1,18.0,1898.0
1282,41660,"San Angelo, TX Metro Area",1,2013,1.1,18.0,1896.0
1283,41660,"San Angelo, TX Metro Area",1,2014,1.1,18.0,1894.0
1284,41660,"San Angelo, TX Metro Area",1,2015,1.1,18.0,1891.0
1285,41660,"San Angelo, TX Metro Area",1,2016,1.1,18.0,1889.0
1286,41660,"San Angelo, TX Metro Area",1,2017,1.1,18.0,1886.0
1287,41660,"San Angelo, TX Metro Area",1,2018,1.1,18.0,1884.0
1288,41700,"San Antonio-New Braunfels, TX Metro Area",0,2012,1.24,44.0,60658.0
1289,41700,"San Antonio-New Braunfels, TX Metro Area",0,2013,1.24,45.0,63697.0
1290,41700,"San Antonio-New Braunfels, TX Metro Area",0,2014,1.24,47.0,65239.0
1291,41700,"San Antonio-New Braunfels, TX Metro Area",0,2015,1.23,48.0,66862.0
1292,41700,"San Antonio-New Braunfels, TX Metro Area",0,2016,1.23,50.0,68421.0
1293,41700,"San Antonio-New Braunfels, TX Metro Area",0,2017,1.23,51.0,69982.0
1294,41700,"San Antonio-New Braunfels, TX Metro Area",0,2018,1.2275,52.0,71167.75
1295,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",0,2012,1.32,57.0,126354.0
1296,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",0,2013,1.33,58.0,130398.0
1297,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",0,2014,1.34,62.0,134143.0
1298,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",0,2015,1.34,63.0,140073.0
1299,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",0,2016,1.35,64.0,145376.0
1300,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",0,2017,1.35,64.0,148503.0
1301,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",0,2018,1.3525,64.5,152093.0
1302,41860,"San Francisco-Oakland-Fremont, CA Metro Area",0,2012,1.44,95.0,227441.0
1303,41860,"San Francisco-Oakland-Fremont, CA Metro Area",0,2013,1.46,97.0,233493.0
1304,41860,"San Francisco-Oakland-Fremont, CA Metro Area",0,2014,1.48,99.0,240496.0
