NTD_ID,Agency,SSW,Mode,TOS,2013
6116,Special Programs for Aging Needs,Y,DR,DO,75922.00
6118,City of Edmond,Y,CB,PT,0.00
6118,City of Edmond,Y,DR,PT,0.00
6118,City of Edmond,Y,MB,PT,0.00
6124,"vRide, Inc. - El Paso",N,VP,DO,368984.00
6125,City of Round Rock,Y,DR,PT,17026.00
6127,Plaquemines Parish Government,N,FB,DO,112695.00
6129,City of Conroe,N,DR,PT,1468.00
6131,San Marcos Urban Transit District,Y,DR,DO,14496.00
6131,San Marcos Urban Transit District,Y,MB,DO,29431.00
6132,"St. Martin, Iberia, Lafayette Community Action Age",Y,DR,DO,22168.00
6133,McKinney Avenue Transit Authority,N,SR,DO,0.00
7001,StarTran,N,DR,DO,60004.00
7001,StarTran,N,DT,PT,90584.00
7001,StarTran,N,MB,DO,1627802.00
7002,Transit Authority of Omaha,N,DR,DO,268848.00
7002,Transit Authority of Omaha,N,MB,DO,4396349.00
7003,City Utilities of Springfield ,N,DR,DO,35734.00
7003,City Utilities of Springfield ,N,MB,DO,1013846.00
7005,Kansas City Area Transportation Authority,N,DR,DO,71827.00
7005,Kansas City Area Transportation Authority,N,DR,PT,695453.00
7005,Kansas City Area Transportation Authority,N,DT,PT,19385.00
7005,Kansas City Area Transportation Authority,N,MB,DO,10618269.00
7005,Kansas City Area Transportation Authority,N,RB,DO,689792.00
7005,Kansas City Area Transportation Authority,N,VP,DO,287571.00
7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",N,DR,DO,2478903.00
7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",N,LR,DO,18608919.00
7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",N,MB,DO,31694954.00
7007,Bettendorf Transit System,Y,DR,PT,8471.00
7007,Bettendorf Transit System,Y,MB,DO,117881.00
7007,Bettendorf Transit System,Y,MB,PT,3640.00
7008,Cedar Rapids Transit,N,DR,PT,189325.00
7008,Cedar Rapids Transit,N,MB,DO,806915.00
7009,Davenport Public Transit,Y,MB,DO,413902.00
7010,Des Moines Area Regional Transit Authority,N,DR,DO,2051354.00
7010,Des Moines Area Regional Transit Authority,N,DT,PT,3546.00
7010,Des Moines Area Regional Transit Authority,N,MB,DO,4240102.00
7010,Des Moines Area Regional Transit Authority,N,VP,DO,953768.00
7011,City of Dubuque,Y,DR,DO,56905.00
7011,City of Dubuque,Y,MB,DO,117897.00
7012,Sioux City Transit System,N,DR,PT,99936.00
7012,Sioux City Transit System,N,MB,DO,744037.00
7013,Metropolitan Transit Authority of Black Hawk County,N,DR,DO,381270.00
7013,Metropolitan Transit Authority of Black Hawk County,N,MB,DO,571538.00
7014,Topeka Metropolitan Transit Authority,N,DR,DO,145341.00
7014,Topeka Metropolitan Transit Authority,N,DT,PT,53059.00
7014,Topeka Metropolitan Transit Authority,N,MB,DO,1392921.00
7015,Wichita Transit,N,DR,DO,214926.00
7015,Wichita Transit,N,DR,PT,770724.00
7015,Wichita Transit,N,MB,DO,1735372.00
7016,Columbia Transit,N,DR,DO,173276.00
7016,Columbia Transit,N,MB,DO,1734557.00
7018,Iowa City Transit,N,DR,PT,113304.00
7018,Iowa City Transit,N,MB,DO,1303197.00
7019,University of Iowa,N,DR,DO,1493465.00
7019,University of Iowa,N,MB,DO,0.00
7030,Coralville Transit System,N,DR,PT,23238.00
7030,Coralville Transit System,N,MB,DO,434647.00
7032,St. Joseph Transit,Y,MB,DO,284650.00
7035,"Johnson County Kansas, aka: Johnson County Transit",N,CB,PT,306799.00
7035,"Johnson County Kansas, aka: Johnson County Transit",N,DR,PT,410962.00
7035,"Johnson County Kansas, aka: Johnson County Transit",N,DT,PT,17127.00
7035,"Johnson County Kansas, aka: Johnson County Transit",N,MB,PT,1001173.00
7040,City of Joplin Metro Area Public,Y,DR,DO,109183.00
7040,City of Joplin Metro Area Public,Y,MB,DO,60752.00
7041,Ames Transit Agency dba CyRide,N,DR,DO,4185.00
7041,Ames Transit Agency dba CyRide,N,MB,DO,4019718.00
7041,Ames Transit Agency dba CyRide,N,MB,PT,0.00
7043,City of Jefferson,Y,DR,DO,56816.00
7043,City of Jefferson,Y,MB,DO,142182.00
7045,Johnson County SEATS,N,DR,DO,163616.00
7046,City of Independence,Y,DR,PT,22234.00
7046,City of Independence,Y,MB,PT,105172.00
7047,Unified Government Transit Department,Y,DR,DO,36542.00
7047,Unified Government Transit Department,Y,MB,DO,83089.00
7048,City of Lawrence,N,DR,PT,97163.00
7048,City of Lawrence,N,MB,PT,3097878.00
7049,River Bend Transit,N,DR,DO,464625.00
7049,River Bend Transit,N,DR,PT,59635.00
7049,River Bend Transit,N,MB,PT,6301.00
7050,Southeast Missouri State University,Y,MB,DO,0.00
7051,Cape Girardeau County Transit Authority,Y,DR,DO,548790.00
7051,Cape Girardeau County Transit Authority,Y,MB,DO,27758.00
7051,Cape Girardeau County Transit Authority,Y,VP,DO,0.00
7052,Senior Citzen Industries,Y,DR,DO,125347.00
7053,Flint Hills Area Transportation ,Y,DR,DO,111770.00
7053,Flint Hills Area Transportation ,Y,MB,DO,0.00
7054,Sedgwick County Transportation - Dept. on Aging,Y,DR,DO,5496.00
7054,Sedgwick County Transportation - Dept. on Aging,Y,DR,PT,50379.00
7054,Sedgwick County Transportation - Dept. on Aging,Y,DT,PT,14769.00
7055,City of Derby,Y,DR,DO,18715.00
7056,Butler County Department on Aging,Y,DR,DO,7929.00
8001,Utah Transit Authority,N,CB,DO,1060035.00
8001,Utah Transit Authority,N,CR,DO,6608054.00
8001,Utah Transit Authority,N,DR,DO,1404196.00
8001,Utah Transit Authority,N,DR,PT,71686.00
8001,Utah Transit Authority,N,LR,DO,19004819.00
8001,Utah Transit Authority,N,MB,DO,19840341.00
8001,Utah Transit Authority,N,MB,PT,15425.00
8001,Utah Transit Authority,N,VP,DO,4736552.00
8002,Su Tran LLC dba: Sioux Area Metro,N,DR,DO,264956.00
8002,Su Tran LLC dba: Sioux Area Metro,N,MB,DO,579216.00
8003,"City of Fargo, DBA:  Metropolitan Area Transit",N,DR,PT,164919.00
8003,"City of Fargo, DBA:  Metropolitan Area Transit",N,MB,PT,676374.00
8004,Billings Metropolitan Transit,N,DR,DO,197768.00
8004,Billings Metropolitan Transit,N,MB,DO,322383.00
8005,Mountain Metropolitan Transit,N,DR,PT,520118.00
8005,Mountain Metropolitan Transit,N,MB,PT,2390730.00
8005,Mountain Metropolitan Transit,N,VP,DO,282313.00
8006,Denver Regional Transportation District,N,DR,DO,68505.00
8006,Denver Regional Transportation District,N,DR,PT,2415790.00
8006,Denver Regional Transportation District,N,LR,DO,49408379.00
8006,Denver Regional Transportation District,N,MB,DO,33230809.00
8006,Denver Regional Transportation District,N,MB,PT,32955156.00
8007,Pueblo Transit System,N,DR,PT,101564.00
8007,Pueblo Transit System,N,MB,DO,503781.00
8008,Cities Area Transit,N,DR,PT,153813.00
8008,Cities Area Transit,N,MB,DO,242717.00
8009,Missoula Urban Transportation District,N,DR,DO,197882.00
8009,Missoula Urban Transportation District,N,MB,DO,276959.00
8010,City of Greeley - Transit Services,Y,DR,DO,42642.00
8010,City of Greeley - Transit Services,Y,MB,DO,517730.00
8011,Transfort ,N,DT,PT,107382.00
8011,Transfort ,N,MB,DO,1025882.00
8011,Transfort ,N,MB,PT,22084.00
8012,Great Falls Transit District,N,DR,DO,64359.00
8012,Great Falls Transit District,N,MB,DO,239480.00
8013,City of Casper,Y,DR,PT,82351.00
8013,City of Casper,Y,MB,PT,283995.00
8014,Rapid Transit System,Y,DR,DO,187160.00
8014,Rapid Transit System,Y,MB,DO,239430.00
8016,Mesa County,N,DR,PT,29829.00
8016,Mesa County,N,MB,PT,443667.00
8019,Bis-Man Transit Board,Y,DR,PT,371660.00
8019,Bis-Man Transit Board,Y,MB,PT,80305.00
8020,The City of Cheyenne Transit Program,Y,DR,DO,54275.00
8020,The City of Cheyenne Transit Program,Y,MB,DO,105356.00
8025,City of Loveland Transit,N,DR,DO,12840.00
8025,City of Loveland Transit,N,MB,DO,69368.00
8026,City of St. George,Y,DR,DO,13194.00
8026,City of St. George,Y,MB,DO,163598.00
8027,Berthoud Area Transportation Service,Y,DR,DO,8103.00
8028,Cache Valley Transit District,N,DR,DO,0.00
8028,Cache Valley Transit District,N,MB,DO,0.00
8106,North Front Range Metropolitan Planning Organization,N,VP,DO,808473.00
8107,The University of Montana - ASUM Transportation,N,MB,DO,601851.00
8109,"vRide, Inc. - Denver",N,VP,DO,616095.00
8110,Fargo Park District/ Valley Senior Services dba Valley Senior Services,Y,DR,DO,123823.00
9001,Regional Transportation Commission of Washoe County,N,CB,PT,78744.00
9001,Regional Transportation Commission of Washoe County,N,DR,PT,654188.00
9001,Regional Transportation Commission of Washoe County,N,DT,PT,39234.00
9001,Regional Transportation Commission of Washoe County,N,MB,PT,5880392.00
9001,Regional Transportation Commission of Washoe County,N,VP,PT,394462.00
9002,City and County of Honolulu Department of Transportation Services,N,DR,PT,1622821.00
9002,City and County of Honolulu Department of Transportation Services,N,DT,PT,287320.00
9002,City and County of Honolulu Department of Transportation Services,N,MB,PT,55038042.00
9003,San Francisco Bay Area Rapid Transit District,N,DR,PT,834048.00
9003,San Francisco Bay Area Rapid Transit District,N,HR,DO,406055540.00
9004,Golden Empire Transit District,N,DR,DO,126693.00
9004,Golden Empire Transit District,N,MB,DO,4816882.00
9006,Santa Cruz Metropolitan Transit District,N,CB,DO,1471122.00
9006,Santa Cruz Metropolitan Transit District,N,DR,DO,289592.00
9006,Santa Cruz Metropolitan Transit District,N,DT,PT,14944.00
9006,Santa Cruz Metropolitan Transit District,N,MB,DO,7098139.00
9007,Modesto Area Express,N,DR,PT,259738.00
9007,Modesto Area Express,N,MB,PT,2499176.00
9008,Santa Monica's Big Blue Bus,N,DR,PT,0.00
9008,Santa Monica's Big Blue Bus,N,MB,DO,14091097.00
9009,San Mateo County Transit District,N,DR,PT,709660.00
9009,San Mateo County Transit District,N,DT,PT,132292.00
9009,San Mateo County Transit District,N,MB,DO,12859407.00
9009,San Mateo County Transit District,N,MB,PT,5726387.00
9010,Torrance Transit System,N,DT,PT,223545.00
9010,Torrance Transit System,N,MB,DO,2963696.00
9010,Torrance Transit System,N,MB,PT,155906.00
9012,San Joaquin Regional Transit District,N,CB,PT,891515.00
9012,San Joaquin Regional Transit District,N,DR,PT,438.00
9012,San Joaquin Regional Transit District,N,DT,PT,135331.00
9012,San Joaquin Regional Transit District,N,MB,DO,2962974.00
9012,San Joaquin Regional Transit District,N,MB,PT,342339.00
9013,Santa Clara Valley Transportation Authority,N,DR,PT,2989905.00
9013,Santa Clara Valley Transportation Authority,N,LR,DO,9537182.00
9013,Santa Clara Valley Transportation Authority,N,MB,DO,28793974.00
9013,Santa Clara Valley Transportation Authority,N,MB,PT,0.00
9014, Alameda-Contra Costa Transit District,N,DR,PT,2690478.00
9014, Alameda-Contra Costa Transit District,N,MB,DO,58234014.00
9014, Alameda-Contra Costa Transit District,N,MB,PT,575399.00
9015,San Francisco Municipal Railway,N,CC,DO,26697764.00
9015,San Francisco Municipal Railway,N,DR,PT,834321.00
9015,San Francisco Municipal Railway,N,DT,PT,319952.00
9015,San Francisco Municipal Railway,N,LR,DO,40336412.00
9015,San Francisco Municipal Railway,N,MB,DO,86420407.00
9015,San Francisco Municipal Railway,N,SR,DO,7461314.00
9015,San Francisco Municipal Railway,N,TB,DO,58023023.00
9016,"Golden Gate Bridge, Highway and Transportation District",N,DR,PT,312579.00
9016,"Golden Gate Bridge, Highway and Transportation District",N,FB,DO,15226480.00
9016,"Golden Gate Bridge, Highway and Transportation District",N,MB,DO,16487250.00
9016,"Golden Gate Bridge, Highway and Transportation District",N,MB,PT,103028.00
9017,City of Santa Rosa,N,DR,PT,130516.00
9017,City of Santa Rosa,N,MB,DO,1899976.00
9017,City of Santa Rosa,N,MB,PT,128117.00
9019,Sacramento Regional Transit District,N,DR,DO,4335.00
9019,Sacramento Regional Transit District,N,DR,PT,976206.00
9019,Sacramento Regional Transit District,N,LR,DO,14729637.00
9019,Sacramento Regional Transit District,N,MB,DO,15024707.00
9020,Santa Barbara Metropolitan Transit District,N,CB,DO,174827.00
9020,Santa Barbara Metropolitan Transit District,N,DR,PT,169690.00
9020,Santa Barbara Metropolitan Transit District,N,MB,DO,7907405.00
9022,Norwalk Transit System,N,DR,PT,13261.00
9022,Norwalk Transit System,N,DT,PT,2360.00
9022,Norwalk Transit System,N,MB,DO,1366717.00
9023,Long Beach Transit,N,DT,PT,88946.00
9023,Long Beach Transit,N,MB,DO,17760480.00
9024,City of La Mirada Transit,N,DR,PT,32897.00
9026,San Diego Metropolitan Transit System,N,CB,PT,1270230.00
9026,San Diego Metropolitan Transit System,N,DR,PT,2007302.00
9026,San Diego Metropolitan Transit System,N,LR,DO,35553838.00
9026,San Diego Metropolitan Transit System,N,MB,DO,28621363.00
9026,San Diego Metropolitan Transit System,N,MB,PT,23198889.00
9027,Fresno Area Express,N,DR,PT,271059.00
9027,Fresno Area Express,N,MB,DO,9590617.00
9029,Omnitrans,N,DR,PT,1468653.00
9029,Omnitrans,N,MB,DO,12803889.00
9029,Omnitrans,N,MB,PT,121661.00
9030,North County Transit District,N,CR,PT,7222779.00
9030,North County Transit District,N,DR,PT,43771.00
9030,North County Transit District,N,DT,PT,554330.00
9030,North County Transit District,N,MB,PT,8809782.00
9030,North County Transit District,N,YR,PT,2280064.00
9031,Riverside Transit Agency,N,CB,DO,708927.00
9031,Riverside Transit Agency,N,CB,PT,288423.00
9031,Riverside Transit Agency,N,DR,PT,1449989.00
9031,Riverside Transit Agency,N,DT,PT,34551.00
9031,Riverside Transit Agency,N,MB,DO,6323425.00
9031,Riverside Transit Agency,N,MB,PT,1821174.00
9032,City of Phoenix Public Transit Department dba Valley Metro,N,DR,DO,18017.00
9032,City of Phoenix Public Transit Department dba Valley Metro,N,DR,PT,919002.00
9032,City of Phoenix Public Transit Department dba Valley Metro,N,MB,PT,33632564.00
9033,City of Tucson,N,DR,DO,749812.00
9033,City of Tucson,N,MB,DO,12709343.00
9034,City of Glendale Transit,N,DR,DO,100504.00
9034,City of Glendale Transit,N,MB,DO,27036.00
9035,Gold Coast Transit,N,DR,PT,170054.00
9035,Gold Coast Transit,N,MB,DO,2708046.00
9036,Orange County Transportation Authority,N,CB,DO,226794.00
9036,Orange County Transportation Authority,N,CB,PT,546174.00
9036,Orange County Transportation Authority,N,DR,PT,5071564.00
9036,Orange County Transportation Authority,N,DT,PT,161121.00
9036,Orange County Transportation Authority,N,MB,DO,42132187.00
9036,Orange County Transportation Authority,N,MB,PT,5833538.00
9036,Orange County Transportation Authority,N,VP,PT,5066974.00
9039,Culver City Municipal Bus Lines,N,DR,DO,4891.00
9039,Culver City Municipal Bus Lines,N,DT,PT,6989.00
9039,Culver City Municipal Bus Lines,N,MB,DO,4011320.00
9041,Montebello Bus Lines,N,CB,DO,77883.00
9041,Montebello Bus Lines,N,DT,PT,25677.00
9041,Montebello Bus Lines,N,MB,DO,5831813.00
9041,Montebello Bus Lines,N,MB,PT,101281.00
9042,City of Gardena Transportation Department,N,DR,DO,14419.00
9042,City of Gardena Transportation Department,N,MB,DO,2913692.00
9043,City of Commerce Municipal Buslines,N,DR,DO,0.00
9043,City of Commerce Municipal Buslines,N,MB,DO,0.00
9044,City of Arcadia Transit,N,DR,PT,86208.00
9045,Regional Transportation Commission of Southern Nevada,N,DR,PT,3315913.00
9045,Regional Transportation Commission of Southern Nevada,N,MB,PT,63674273.00
9045,Regional Transportation Commission of Southern Nevada,N,RB,PT,2689900.00
9050,Simi Valley Transit,Y,DR,DO,81524.00
9050,Simi Valley Transit,Y,MB,DO,318317.00
9052,City of Corona,Y,DR,PT,175885.00
9052,City of Corona,Y,MB,PT,164178.00
9061,Yuba-Sutter Transit Authority,N,CB,PT,681794.00
9061,Yuba-Sutter Transit Authority,N,DR,PT,135870.00
9061,Yuba-Sutter Transit Authority,N,MB,PT,577883.00
9062,Monterey-Salinas Transit,N,DR,PT,184728.00
9062,Monterey-Salinas Transit,N,MB,DO,6921260.00
9062,Monterey-Salinas Transit,N,MB,PT,184727.00
9078,Central Contra Costa Transit Authority,N,DR,PT,478120.00
9078,Central Contra Costa Transit Authority,N,MB,DO,4641248.00
9079,SunLine Transit Agency,N,DR,DO,293343.00
9079,SunLine Transit Agency,N,MB,DO,3026995.00
9086,City of Riverside Special Transportation,N,DR,DO,344258.00
9087,Santa Maria Area Transit,N,DR,PT,18227.00
9087,Santa Maria Area Transit,N,MB,PT,1193619.00
9088,Napa County Transportation Planning Agency,N,CB,PT,135240.00
9088,Napa County Transportation Planning Agency,N,DR,PT,196899.00
9088,Napa County Transportation Planning Agency,N,MB,PT,594522.00
9089,Sonoma County Transit,N,DR,PT,147050.00
9089,Sonoma County Transit,N,MB,DO,36744.00
9089,Sonoma County Transit,N,MB,PT,2009691.00
9090,Yolo County Transportation District,N,DR,PT,72827.00
9090,Yolo County Transportation District,N,MB,PT,2518758.00
9091,City of Visalia - Visalia City Coach,N,DR,PT,140037.00
9091,City of Visalia - Visalia City Coach,N,MB,PT,1260329.00
9092,City of Fairfield - Fairfield and Suisun Transit,N,DR,PT,85653.00
9092,City of Fairfield - Fairfield and Suisun Transit,N,MB,PT,2095877.00
9093,Redding Area Bus Authority,N,DR,PT,179594.00
9093,Redding Area Bus Authority,N,MB,PT,709502.00
9095,San Diego Association of Governments,N,VP,PT,9558945.00
9119,Laguna Beach Municipal Transit,N,MB,DO,166429.00
9121,Antelope Valley Transit Authority,N,CB,PT,2493800.00
9121,Antelope Valley Transit Authority,N,DT,PT,89743.00
9121,Antelope Valley Transit Authority,N,MB,PT,2249257.00
9131,City of Scottsdale - Scottsdale Trolley,N,MB,PT,0.00
9134,Peninsula Corridor Joint Powers Board dba: Caltrain,N,CR,PT,62351542.00
9134,Peninsula Corridor Joint Powers Board dba: Caltrain,N,MB,PT,1864933.00
9136,"Regional Public Transportation Authority, dba: Valley Metro",N,DT,PT,978163.00
9136,"Regional Public Transportation Authority, dba: Valley Metro",N,MB,PT,9719944.00
9136,"Regional Public Transportation Authority, dba: Valley Metro",N,VP,PT,2366316.00
9137,Surprise Dial-A-Ride Transit System,Y,DR,DO,5396.00
9140,Peoria Transit,N,DR,DO,25748.00
9142,Unitrans - City of Davis/ASUCD,N,MB,DO,2136424.00
9144,Livermore / Amador Valley Transit Authority,N,DR,PT,173817.00
9144,Livermore / Amador Valley Transit Authority,N,MB,PT,2309008.00
9146,Foothill Transit,N,MB,PT,18441434.00
9147,City of Los Angeles Department of Transportation,N,CB,PT,3906464.00
9147,City of Los Angeles Department of Transportation,N,DR,PT,176443.00
9147,City of Los Angeles Department of Transportation,N,DT,PT,298922.00
9147,City of Los Angeles Department of Transportation,N,MB,PT,8984639.00
9148,Victor Valley Transit Authority,N,CB,PT,423736.00
9148,Victor Valley Transit Authority,N,DR,PT,415362.00
9148,Victor Valley Transit Authority,N,MB,PT,1699212.00
9148,Victor Valley Transit Authority,N,VP,PT,1132646.00
9149,City of Lompoc - Lompoc Transit,N,CB,PT,667646.00
9149,City of Lompoc - Lompoc Transit,N,DR,PT,52487.00
9149,City of Lompoc - Lompoc Transit,N,MB,PT,159227.00
9151,Southern California Regional Rail Authority dba: Metrolink,N,CR,PT,84360308.00
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,HR,DO,34753486.00
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,LR,DO,44564735.00
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,MB,DO,245891476.00
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,MB,PT,8529519.00
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,RB,DO,6270909.00
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,VP,PT,16319368.00
9155,City of Vacaville,Y,DR,PT,27070.00
9155,City of Vacaville,Y,MB,PT,353654.00
9156,City of San Luis Obispo,N,MB,PT,654900.00
9157,Access Services  ,N,DR,PT,6773034.00
9159,Western Contra Costa Transit Authority,N,CB,PT,826918.00
9159,Western Contra Costa Transit Authority,N,DR,PT,56686.00
9159,Western Contra Costa Transit Authority,N,MB,PT,1150676.00
9161,City of Union City Transit Division,Y,DR,PT,49383.00
9161,City of Union City Transit Division,Y,MB,PT,435030.00
9162,The Eastern Contra Costa Transit Authority,N,DR,PT,482204.00
9162,The Eastern Contra Costa Transit Authority,N,MB,PT,2957521.00
9163,Camarillo Area Transit,Y,DR,PT,98178.00
9163,Camarillo Area Transit,Y,MB,PT,21084.00
9164,Ventura Intercity Service Transit Authority,N,CB,PT,1217361.00
9164,Ventura Intercity Service Transit Authority,N,DR,PT,185068.00
9165,Thousand Oaks Transit,Y,DR,PT,193140.00
9165,Thousand Oaks Transit,Y,MB,PT,140632.00
9166,LACMTA - Small Operators,N,DR,PT,480950.00
9166,LACMTA - Small Operators,N,DT,PT,499690.00
9166,LACMTA - Small Operators,N,MB,PT,4176753.00
9167,Davis Community Transit,Y,DR,DO,31105.00
9168,Roseville Transit,Y,CB,PT,570001.00
9168,Roseville Transit,Y,DR,PT,83461.00
9168,Roseville Transit,Y,MB,PT,227475.00
9169,"vRide, Inc. - Valley Metro",N,VP,DO,2162364.00
9171,Santa Clarita Transit,N,CB,PT,1512954.00
9171,Santa Clarita Transit,N,DR,PT,99435.00
9171,Santa Clarita Transit,N,MB,PT,2475606.00
9172,City of Tempe Transit Division - dba Valley Metro,N,MB,PT,5844754.00
9173,Merced County Transit,N,DR,PT,543353.00
9173,Merced County Transit,N,DT,PT,6248.00
9173,Merced County Transit,N,MB,PT,1248352.00
9175,City of Lodi - Transit Division,N,DR,PT,57912.00
9175,City of Lodi - Transit Division,N,MB,PT,126814.00
9182,Altamont Corridor Express,N,CR,PT,5753406.00
9191,Town of Oro Valley - Transit Services Division,Y,DR,DO,66558.00
9193,Chula Vista Transit,N,MB,PT,2841619.00
9194,City of Atascadero,Y,DR,PT,53778.00
9194,City of Atascadero,Y,MB,PT,39682.00
9195,Paso Robles Transit Services,Y,DR,PT,11105.00
9195,Paso Robles Transit Services,Y,MB,PT,188694.00
9196,Placer County Department of Public Works,N,CB,DO,8200.00
9196,Placer County Department of Public Works,N,CB,PT,411048.00
9196,Placer County Department of Public Works,N,DR,PT,26179.00
9196,Placer County Department of Public Works,N,DT,PT,1193.00
9196,Placer County Department of Public Works,N,MB,DO,680392.00
9196,Placer County Department of Public Works,N,MB,PT,8023.00
9196,Placer County Department of Public Works,N,VP,PT,73327.00
9197,City of Tracy,Y,DR,PT,25545.00
9197,City of Tracy,Y,MB,PT,55875.00
9198,City of Porterville,Y,DR,PT,33590.00
9198,City of Porterville,Y,MB,PT,512384.00
9199,City of Madera,Y,DR,PT,44331.00
9199,City of Madera,Y,MB,PT,124861.00
9200,Kings County Area Public Transit Agency,N,DR,PT,45098.00
9200,Kings County Area Public Transit Agency,N,MB,PT,612264.00
9201,City of Turlock,N,DR,PT,40654.00
9201,City of Turlock,N,MB,PT,110639.00
9205,City of Elk Grove,N,CB,PT,714740.00
9205,City of Elk Grove,N,DR,PT,44724.00
9205,City of Elk Grove,N,MB,PT,809970.00
9206,San Luis Obispo Regional Transit Authority,N,CB,DO,156323.00
9206,San Luis Obispo Regional Transit Authority,N,DR,DO,123096.00
9206,San Luis Obispo Regional Transit Authority,N,MB,DO,1400704.00
9208,Butte County Association of Governments,N,DR,PT,328348.00
9208,Butte County Association of Governments,N,MB,PT,1300616.00
9209,"Valley Metro Rail, Inc.",N,LR,PT,12791801.00
9211,Anaheim Transportation Network,N,MB,PT,4909466.00
9213,City of Petaluma,N,DR,PT,44757.00
9213,City of Petaluma,N,MB,PT,195914.00
9214,City of Redondo Beach - Beach Cities Transit,N,DR,PT,13635.00
9214,City of Redondo Beach - Beach Cities Transit,N,MB,PT,314097.00
9215,Carson Area Metropolitan Planning Organization,Y,DR,PT,35032.00
9215,Carson Area Metropolitan Planning Organization,Y,MB,PT,64541.00
9217,City of Manteca,Y,DR,PT,28473.00
9217,City of Manteca,Y,MB,PT,28630.00
9219,Northern Arizona Intergovernmental Public Transportation Authority,N,DR,DO,67889.00
9219,Northern Arizona Intergovernmental Public Transportation Authority,N,MB,DO,1354377.00
9220,City of Folsom,Y,DR,DO,39459.00
9220,City of Folsom,Y,MB,DO,92330.00
9222,Pima Association of Governments,N,VP,PT,197813.00
9223,"Paratransit, Inc.",N,DR,DO,1183218.00
9223,"Paratransit, Inc.",N,DT,PT,130030.00
9224,"Paratransit, Inc. CTSA",N,DR,DO,0.00
9225,San Francisco Bay Area Water Emergency Transportation Authority,N,CB,PT,488823.00
9225,San Francisco Bay Area Water Emergency Transportation Authority,N,FB,PT,10013166.00
9226,Imperial County Transportation Commission,N,DR,PT,49184.00
9226,Imperial County Transportation Commission,N,MB,PT,506374.00
9227,City of Moorpark,Y,MB,PT,57263.00
9228,"vRide, Inc. - Tucson",N,VP,DO,276286.00
9229,El Dorado County Transit Authority,Y,CB,DO,714755.00
9229,El Dorado County Transit Authority,Y,DR,DO,95715.00
9229,El Dorado County Transit Authority,Y,MB,DO,198261.00
9230,California Vanpool Authority,N,VP,DO,6432286.00
9231,City of Irvine,Y,MB,PT,99160.00
9232,Solano County Transit,N,CB,PT,2565779.00
9232,Solano County Transit,N,DR,PT,94948.00
9232,Solano County Transit,N,MB,PT,1284858.00
9233,Yuma County Intergovernmental Public Transportation Authority,N,DR,PT,11848.00
9233,Yuma County Intergovernmental Public Transportation Authority,N,MB,PT,350864.00
9235,City of Lincoln,Y,DR,DO,17464.00
9235,City of Lincoln,Y,MB,DO,34800.00
9236,Stanislaus County Public Works - Transit,Y,DR,PT,70787.00
9236,Stanislaus County Public Works - Transit,Y,MB,PT,425741.00
9238,City of Delano,Y,DR,DO,28292.00
9238,City of Delano,Y,MB,DO,61255.00
9239,City of Sierra Vista,Y,DR,DO,7747.00
9239,City of Sierra Vista,Y,MB,DO,102918.00
9240,City of Lake Havasu,Y,DR,DO,21214.00
9240,City of Lake Havasu,Y,MB,DO,68298.00
9241,County of Maui - Dept. of Transportation,N,CB,PT,220904.00
9241,County of Maui - Dept. of Transportation,N,DR,PT,55743.00
9241,County of Maui - Dept. of Transportation,N,MB,PT,2527331.00
9242,Las Vegas Monorail Company,N,MG,PT,18364242.00
9244,City of Tulare,N,DR,PT,36923.00
9244,City of Tulare,N,MB,PT,271355.00
