NTD_ID,4 digit NTDID,Reporter Name,Reporter Type,Mode,TOS,Expense Type,2014
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,65733.00
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,698364.00
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,31662.00
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,10341030.00
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,RB,DO,Funds Earned During Period,671782.00
70005,7005,Kansas City Area Transportation Authority,Full Reporter: Operating,VP,DO,Funds Earned During Period,298758.00
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter: Operating,DR,DO,Funds Earned During Period,2500963.00
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter: Operating,LR,DO,Funds Earned During Period,18547260.00
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter: Operating,MB,DO,Funds Earned During Period,31987414.00
70007,7007,Bettendorf Transit System,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
70007,7007,Bettendorf Transit System,Small Systems Reporter,DR,PT,Funds Expended on Operations,10070.00
70007,7007,Bettendorf Transit System,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
70007,7007,Bettendorf Transit System,Small Systems Reporter,MB,DO,Funds Expended on Operations,119521.00
70007,7007,Bettendorf Transit System,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
70007,7007,Bettendorf Transit System,Small Systems Reporter,MB,PT,Funds Expended on Operations,3607.00
70008,7008,Cedar Rapids Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,221289.00
70008,7008,Cedar Rapids Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,860277.00
70009,7009,Davenport Public Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
70009,7009,Davenport Public Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,428944.00
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,1949449.00
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,4861.00
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,4362255.00
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter: Operating,VP,DO,Funds Earned During Period,920267.00
70011,7011,City of Dubuque,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
70011,7011,City of Dubuque,Small Systems Reporter,DR,DO,Funds Expended on Operations,50926.00
70011,7011,City of Dubuque,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
70011,7011,City of Dubuque,Small Systems Reporter,MB,DO,Funds Expended on Operations,147968.00
70012,7012,Sioux City Transit System,Full Reporter: Operating,DR,PT,Funds Earned During Period,63333.00
70012,7012,Sioux City Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,758980.00
70013,7013,Metropolitan Transit Authority of Black Hawk County,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
70013,7013,Metropolitan Transit Authority of Black Hawk County,Small Systems Reporter,DR,DO,Funds Expended on Operations,336553.00
70013,7013,Metropolitan Transit Authority of Black Hawk County,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
70013,7013,Metropolitan Transit Authority of Black Hawk County,Small Systems Reporter,MB,DO,Funds Expended on Operations,366777.00
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,119780.00
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter: Operating,DT,PT,Funds Earned During Period,72298.00
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,1224312.00
70015,7015,Wichita Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,196144.00
70015,7015,Wichita Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,561435.00
70015,7015,Wichita Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,1700362.00
70016,7016,City of Columbia,Full Reporter: Operating,DR,DO,Funds Earned During Period,190668.00
70016,7016,City of Columbia,Full Reporter: Operating,MB,DO,Funds Earned During Period,1922119.00
70018,7018,Iowa City Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,113292.00
70018,7018,Iowa City Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,1384791.00
70019,7019,University of Iowa,Full Reporter: Operating,DR,DO,Funds Earned During Period,2997.00
70019,7019,University of Iowa,Full Reporter: Operating,MB,DO,Funds Earned During Period,1445618.00
70030,7030,Coralville Transit System,Full Reporter: Operating,DR,PT,Funds Earned During Period,27560.00
70030,7030,Coralville Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,505893.00
70032,7032,St. Joseph Transit,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
70032,7032,St. Joseph Transit,Small Systems Reporter,MB,DO,Funds Expended on Operations,287279.00
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter: Operating,CB,PT,Funds Earned During Period,373282.00
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter: Operating,DR,PT,Funds Earned During Period,320060.00
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter: Operating,DT,PT,Funds Earned During Period,52761.00
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter: Operating,MB,PT,Funds Earned During Period,947237.00
70040,7040,City of Joplin Metro Area Public,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
70040,7040,City of Joplin Metro Area Public,Small Systems Reporter,DR,DO,Funds Expended on Operations,58235.00
70040,7040,City of Joplin Metro Area Public,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
70040,7040,City of Joplin Metro Area Public,Small Systems Reporter,MB,DO,Funds Expended on Operations,69361.00
70041,7041,Ames Transit Agency dba CyRide,Full Reporter: Operating,DR,DO,Funds Earned During Period,11100.00
70041,7041,Ames Transit Agency dba CyRide,Full Reporter: Operating,MB,DO,Funds Earned During Period,4384130.00
70041,7041,Ames Transit Agency dba CyRide,Full Reporter: Operating,MB,PT,Funds Earned During Period,0.00
70043,7043,City of Jefferson,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
70043,7043,City of Jefferson,Small Systems Reporter,DR,DO,Funds Expended on Operations,58290.00
70043,7043,City of Jefferson,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
70043,7043,City of Jefferson,Small Systems Reporter,MB,DO,Funds Expended on Operations,159712.00
70045,7045,Johnson County SEATS,Full Reporter: Operating,DR,DO,Funds Earned During Period,164399.00
70046,7046,City of Independence,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
70046,7046,City of Independence,Small Systems Reporter,DR,PT,Funds Expended on Operations,27078.00
70046,7046,City of Independence,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
70046,7046,City of Independence,Small Systems Reporter,MB,PT,Funds Expended on Operations,138807.00
70047,7047,Unified Government Transit Department,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
70047,7047,Unified Government Transit Department,Small Systems Reporter,DR,DO,Funds Expended on Operations,39269.00
70047,7047,Unified Government Transit Department,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
70047,7047,Unified Government Transit Department,Small Systems Reporter,MB,DO,Funds Expended on Operations,68372.00
70048,7048,City of Lawrence,Full Reporter: Operating,DR,PT,Funds Earned During Period,131558.00
70048,7048,City of Lawrence,Full Reporter: Operating,MB,PT,Funds Earned During Period,3064639.00
70049,7049,River Bend Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,395193.00
70049,7049,River Bend Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,59954.00
70049,7049,River Bend Transit,Full Reporter: Operating,MB,PT,Funds Earned During Period,5492.00
70050,7050,Southeast Missouri State University,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
70050,7050,Southeast Missouri State University,Small Systems Reporter,MB,DO,Funds Expended on Operations,0.00
70051,7051,Cape Girardeau County Transit Authority,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
70051,7051,Cape Girardeau County Transit Authority,Small Systems Reporter,DR,DO,Funds Expended on Operations,588581.00
70051,7051,Cape Girardeau County Transit Authority,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
70051,7051,Cape Girardeau County Transit Authority,Small Systems Reporter,MB,DO,Funds Expended on Operations,26123.00
70051,7051,Cape Girardeau County Transit Authority,Small Systems Reporter,VP,DO,Funds Expended on Capital,0.00
70051,7051,Cape Girardeau County Transit Authority,Small Systems Reporter,VP,DO,Funds Expended on Operations,0.00
70052,7052,Senior Citizen Industries,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
70052,7052,Senior Citizen Industries,Small Systems Reporter,DR,DO,Funds Expended on Operations,128943.00
70053,7053,Flint Hills Area Transportation ,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
70053,7053,Flint Hills Area Transportation ,Small Systems Reporter,DR,DO,Funds Expended on Operations,108532.00
70053,7053,Flint Hills Area Transportation ,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
70053,7053,Flint Hills Area Transportation ,Small Systems Reporter,MB,DO,Funds Expended on Operations,25405.00
70054,7054,Sedgwick County Transportation - Dept. on Aging,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
70054,7054,Sedgwick County Transportation - Dept. on Aging,Small Systems Reporter,DR,DO,Funds Expended on Operations,6294.00
70054,7054,Sedgwick County Transportation - Dept. on Aging,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
70054,7054,Sedgwick County Transportation - Dept. on Aging,Small Systems Reporter,DR,PT,Funds Expended on Operations,48603.00
70054,7054,Sedgwick County Transportation - Dept. on Aging,Small Systems Reporter,DT,PT,Funds Expended on Capital,0.00
70054,7054,Sedgwick County Transportation - Dept. on Aging,Small Systems Reporter,DT,PT,Funds Expended on Operations,10203.00
70055,7055,City of Derby,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
70055,7055,City of Derby,Small Systems Reporter,DR,DO,Funds Expended on Operations,18409.00
70056,7056,Butler County Department on Aging,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
70056,7056,Butler County Department on Aging,Small Systems Reporter,DR,DO,Funds Expended on Operations,7913.00
80001,8001,Utah Transit Authority,Full Reporter: Operating,CB,DO,Funds Earned During Period,592073.00
80001,8001,Utah Transit Authority,Full Reporter: Operating,CR,DO,Funds Earned During Period,5685069.00
80001,8001,Utah Transit Authority,Full Reporter: Operating,DR,DO,Funds Earned During Period,3146466.00
80001,8001,Utah Transit Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,71536.00
80001,8001,Utah Transit Authority,Full Reporter: Operating,LR,DO,Funds Earned During Period,19670525.00
80001,8001,Utah Transit Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,17889727.00
80001,8001,Utah Transit Authority,Full Reporter: Operating,MB,PT,Funds Earned During Period,17555.00
80001,8001,Utah Transit Authority,Full Reporter: Operating,VP,DO,Funds Earned During Period,4459807.00
80002,8002,Su Tran LLC dba: Sioux Area Metro,Full Reporter: Operating,DR,DO,Funds Earned During Period,224100.00
80002,8002,Su Tran LLC dba: Sioux Area Metro,Full Reporter: Operating,MB,DO,Funds Earned During Period,573128.00
80003,8003,"City of Fargo, DBA:  Metropolitan Area Transit",Full Reporter: Operating,DR,PT,Funds Earned During Period,158986.00
80003,8003,"City of Fargo, DBA:  Metropolitan Area Transit",Full Reporter: Operating,MB,PT,Funds Earned During Period,704887.00
80004,8004,Billings Metropolitan Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,173341.00
80004,8004,Billings Metropolitan Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,325842.00
80005,8005,Mountain Metropolitan Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,528929.00
80005,8005,Mountain Metropolitan Transit,Full Reporter: Operating,MB,PT,Funds Earned During Period,2627237.00
80005,8005,Mountain Metropolitan Transit,Full Reporter: Operating,VP,DO,Funds Earned During Period,333011.00
80006,8006,Denver Regional Transportation District,Full Reporter: Operating,DR,DO,Funds Earned During Period,45914.00
80006,8006,Denver Regional Transportation District,Full Reporter: Operating,DR,PT,Funds Earned During Period,4379555.00
80006,8006,Denver Regional Transportation District,Full Reporter: Operating,LR,DO,Funds Earned During Period,36797116.00
80006,8006,Denver Regional Transportation District,Full Reporter: Operating,MB,DO,Funds Earned During Period,53850903.00
80006,8006,Denver Regional Transportation District,Full Reporter: Operating,MB,PT,Funds Earned During Period,25559691.00
80007,8007,Pueblo Transit System,Full Reporter: Operating,DR,PT,Funds Earned During Period,99247.00
80007,8007,Pueblo Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,581574.00
80008,8008,Cities Area Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,157631.00
80008,8008,Cities Area Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,238360.00
80009,8009,Missoula Urban Transportation District,Full Reporter: Operating,DR,DO,Funds Earned During Period,88374.00
80009,8009,Missoula Urban Transportation District,Full Reporter: Operating,MB,DO,Funds Earned During Period,246052.00
80010,8010,City of Greeley - Transit Services,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
80010,8010,City of Greeley - Transit Services,Small Systems Reporter,DR,DO,Funds Expended on Operations,48281.00
80010,8010,City of Greeley - Transit Services,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
80010,8010,City of Greeley - Transit Services,Small Systems Reporter,MB,DO,Funds Expended on Operations,381046.00
80011,8011,Transfort ,Full Reporter: Operating,DT,PT,Funds Earned During Period,88535.00
80011,8011,Transfort ,Full Reporter: Operating,MB,DO,Funds Earned During Period,1255957.00
80011,8011,Transfort ,Full Reporter: Operating,MB,PT,Funds Earned During Period,21152.00
80011,8011,Transfort ,Full Reporter: Operating,RB,DO,Funds Earned During Period,234263.00
80012,8012,Great Falls Transit District,Full Reporter: Operating,DR,DO,Funds Earned During Period,59000.00
80012,8012,Great Falls Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,237839.00
80013,8013,City of Casper,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
80013,8013,City of Casper,Small Systems Reporter,DR,PT,Funds Expended on Operations,63768.00
80013,8013,City of Casper,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
80013,8013,City of Casper,Small Systems Reporter,MB,PT,Funds Expended on Operations,61322.00
80014,8014,Rapid Transit System,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
80014,8014,Rapid Transit System,Small Systems Reporter,DR,DO,Funds Expended on Operations,176674.00
80014,8014,Rapid Transit System,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
80014,8014,Rapid Transit System,Small Systems Reporter,MB,DO,Funds Expended on Operations,251235.00
80016,8016,Mesa County,Full Reporter: Operating,DR,PT,Funds Earned During Period,83463.00
80016,8016,Mesa County,Full Reporter: Operating,MB,PT,Funds Earned During Period,403300.00
80019,8019,Bis-Man Transit Board,Small Systems Reporter,DR,PT,Funds Expended on Capital,0.00
80019,8019,Bis-Man Transit Board,Small Systems Reporter,DR,PT,Funds Expended on Operations,201960.00
80019,8019,Bis-Man Transit Board,Small Systems Reporter,DT,PT,Funds Expended on Capital,0.00
80019,8019,Bis-Man Transit Board,Small Systems Reporter,DT,PT,Funds Expended on Operations,176032.00
80019,8019,Bis-Man Transit Board,Small Systems Reporter,MB,PT,Funds Expended on Capital,0.00
80019,8019,Bis-Man Transit Board,Small Systems Reporter,MB,PT,Funds Expended on Operations,63352.00
80020,8020,The City of Cheyenne Transit Program,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
80020,8020,The City of Cheyenne Transit Program,Small Systems Reporter,DR,DO,Funds Expended on Operations,49705.00
80020,8020,The City of Cheyenne Transit Program,Small Systems Reporter,MB,DO,Funds Expended on Capital,0.00
80020,8020,The City of Cheyenne Transit Program,Small Systems Reporter,MB,DO,Funds Expended on Operations,96485.00
80025,8025,City of Loveland Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,15646.00
80025,8025,City of Loveland Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,72835.00
80026,8026,City of St. George,Small Systems Reporter,DR,DO,Funds Expended on Capital,3893.00
80026,8026,City of St. George,Small Systems Reporter,DR,DO,Funds Expended on Operations,14880.00
80026,8026,City of St. George,Small Systems Reporter,MB,DO,Funds Expended on Capital,23914.00
80026,8026,City of St. George,Small Systems Reporter,MB,DO,Funds Expended on Operations,120424.00
80028,8028,Cache Valley Transit District,Full Reporter: Operating,DR,DO,Funds Earned During Period,0.00
80028,8028,Cache Valley Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,0.00
80106,8106,North Front Range Metropolitan Planning Organization,Full Reporter: Operating,VP,DO,Funds Earned During Period,909348.00
80107,8107,The University of Montana - ASUM Transportation,Full Reporter: Operating,MB,DO,Funds Earned During Period,812634.00
80109,8109,"vRide, Inc. - Denver",Full Reporter: Operating,VP,DO,Funds Earned During Period,843631.00
80110,8110,Fargo Park District/ Valley Senior Services dba Valley Senior Services,Small Systems Reporter,DR,DO,Funds Expended on Capital,0.00
80110,8110,Fargo Park District/ Valley Senior Services dba Valley Senior Services,Small Systems Reporter,DR,DO,Funds Expended on Operations,157411.00
80110,8110,Fargo Park District/ Valley Senior Services dba Valley Senior Services,Small Systems Reporter,DT,PT,Funds Expended on Capital,0.00
80110,8110,Fargo Park District/ Valley Senior Services dba Valley Senior Services,Small Systems Reporter,DT,PT,Funds Expended on Operations,14028.00
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter: Operating,CB,PT,Funds Earned During Period,81173.00
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter: Operating,DR,PT,Funds Earned During Period,597550.00
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter: Operating,DT,PT,Funds Earned During Period,38871.00
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter: Operating,MB,PT,Funds Earned During Period,6094797.00
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter: Operating,VP,PT,Funds Earned During Period,628026.00
90002,9002,City and County of Honolulu Department of Transportation Services,Full Reporter: Operating,DR,PT,Funds Earned During Period,1687195.00
90002,9002,City and County of Honolulu Department of Transportation Services,Full Reporter: Operating,DT,PT,Funds Earned During Period,180400.00
90002,9002,City and County of Honolulu Department of Transportation Services,Full Reporter: Operating,MB,PT,Funds Earned During Period,54976149.00
90003,9003,San Francisco Bay Area Rapid Transit District,Full Reporter: Operating/Building,DR,PT,Funds Earned During Period,0.00
90003,9003,San Francisco Bay Area Rapid Transit District,Full Reporter: Operating/Building,HR,DO,Funds Earned During Period,415742134.00
90004,9004,Golden Empire Transit District,Full Reporter: Operating,DR,DO,Funds Earned During Period,128334.00
90004,9004,Golden Empire Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,4586294.00
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter: Operating,CB,DO,Funds Earned During Period,1500202.00
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter: Operating,DR,DO,Funds Earned During Period,313146.00
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter: Operating,DT,PT,Funds Earned During Period,14352.00
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,7186359.00
90007,9007,Modesto Area Express,Full Reporter: Operating,DR,PT,Funds Earned During Period,262879.00
90007,9007,Modesto Area Express,Full Reporter: Operating,MB,PT,Funds Earned During Period,2505735.00
90008,9008,Santa Monica's Big Blue Bus,Full Reporter: Operating,DR,PT,Funds Earned During Period,0.00
90008,9008,Santa Monica's Big Blue Bus,Full Reporter: Operating,MB,DO,Funds Earned During Period,13676384.00
90009,9009,San Mateo County Transit District,Full Reporter: Operating,DR,PT,Funds Earned During Period,697451.00
90009,9009,San Mateo County Transit District,Full Reporter: Operating,DT,PT,Funds Earned During Period,141157.00
90009,9009,San Mateo County Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,13481100.00
90009,9009,San Mateo County Transit District,Full Reporter: Operating,MB,PT,Funds Earned During Period,6057599.00
90010,9010,Torrance Transit System,Full Reporter: Operating,DT,PT,Funds Earned During Period,229128.00
90010,9010,Torrance Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,2994308.00
90012,9012,San Joaquin Regional Transit District,Full Reporter: Operating,CB,PT,Funds Earned During Period,1042283.00
90012,9012,San Joaquin Regional Transit District,Full Reporter: Operating,DR,PT,Funds Earned During Period,1013.00
90012,9012,San Joaquin Regional Transit District,Full Reporter: Operating,DT,PT,Funds Earned During Period,170654.00
90012,9012,San Joaquin Regional Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,3044495.00
90012,9012,San Joaquin Regional Transit District,Full Reporter: Operating,MB,PT,Funds Earned During Period,369283.00
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,2938827.00
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter: Operating,LR,DO,Funds Earned During Period,9677654.00
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter: Operating,MB,DO,Funds Earned During Period,28694233.00
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter: Operating,MB,PT,Funds Earned During Period,0.00
90014,9014, Alameda-Contra Costa Transit District,Full Reporter: Operating/Building,CB,DO,Funds Earned During Period,7785518.00
90014,9014, Alameda-Contra Costa Transit District,Full Reporter: Operating/Building,DR,PT,Funds Earned During Period,2681669.00
90014,9014, Alameda-Contra Costa Transit District,Full Reporter: Operating/Building,MB,DO,Funds Earned During Period,56617708.00
90014,9014, Alameda-Contra Costa Transit District,Full Reporter: Operating/Building,MB,PT,Funds Earned During Period,621508.00
90015,9015,San Francisco Municipal Railway,Full Reporter: Operating,CC,DO,Funds Earned During Period,28097115.00
90015,9015,San Francisco Municipal Railway,Full Reporter: Operating,DR,PT,Funds Earned During Period,823643.00
90015,9015,San Francisco Municipal Railway,Full Reporter: Operating,DT,PT,Funds Earned During Period,315857.00
90015,9015,San Francisco Municipal Railway,Full Reporter: Operating,LR,DO,Funds Earned During Period,39560296.00
90015,9015,San Francisco Municipal Railway,Full Reporter: Operating,MB,DO,Funds Earned During Period,81928792.00
90015,9015,San Francisco Municipal Railway,Full Reporter: Operating,SR,DO,Funds Earned During Period,7222752.00
90015,9015,San Francisco Municipal Railway,Full Reporter: Operating,TB,DO,Funds Earned During Period,54875296.00
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter: Operating,DR,PT,Funds Earned During Period,84022.00
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter: Operating,FB,DO,Funds Earned During Period,17167680.00
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter: Operating,MB,DO,Funds Earned During Period,17157663.00
90017,9017,City of Santa Rosa,Full Reporter: Operating,DR,PT,Funds Earned During Period,125431.00
90017,9017,City of Santa Rosa,Full Reporter: Operating,MB,DO,Funds Earned During Period,1922282.00
90017,9017,City of Santa Rosa,Full Reporter: Operating,MB,PT,Funds Earned During Period,69241.00
90019,9019,Sacramento Regional Transit District,Full Reporter: Operating,DR,DO,Funds Earned During Period,8725.00
90019,9019,Sacramento Regional Transit District,Full Reporter: Operating,DR,PT,Funds Earned During Period,0.00
90019,9019,Sacramento Regional Transit District,Full Reporter: Operating,LR,DO,Funds Earned During Period,14050569.00
90019,9019,Sacramento Regional Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,15097626.00
90020,9020,Santa Barbara Metropolitan Transit District,Full Reporter: Operating,CB,DO,Funds Earned During Period,163799.00
90020,9020,Santa Barbara Metropolitan Transit District,Full Reporter: Operating,MB,DO,Funds Earned During Period,7963966.00
90022,9022,Norwalk Transit System,Full Reporter: Operating,DR,PT,Funds Earned During Period,16484.00
90022,9022,Norwalk Transit System,Full Reporter: Operating,DT,PT,Funds Earned During Period,3218.00
90022,9022,Norwalk Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,1406182.00
90023,9023,Long Beach Transit,Full Reporter: Operating,DT,PT,Funds Earned During Period,89233.00
90023,9023,Long Beach Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,17683150.00
90024,9024,City of La Mirada Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,36926.00
90026,9026,San Diego Metropolitan Transit System,Full Reporter: Operating,CB,PT,Funds Earned During Period,1267506.00
90026,9026,San Diego Metropolitan Transit System,Full Reporter: Operating,DR,PT,Funds Earned During Period,2093488.00
90026,9026,San Diego Metropolitan Transit System,Full Reporter: Operating,LR,DO,Funds Earned During Period,40187908.00
90026,9026,San Diego Metropolitan Transit System,Full Reporter: Operating,MB,DO,Funds Earned During Period,27781183.00
90026,9026,San Diego Metropolitan Transit System,Full Reporter: Operating,MB,PT,Funds Earned During Period,22664474.00
90027,9027,Fresno Area Express,Full Reporter: Operating,DR,PT,Funds Earned During Period,278091.00
90027,9027,Fresno Area Express,Full Reporter: Operating,MB,DO,Funds Earned During Period,8821378.00
90029,9029,Omnitrans,Full Reporter: Operating,DR,PT,Funds Earned During Period,1493173.00
90029,9029,Omnitrans,Full Reporter: Operating,MB,DO,Funds Earned During Period,12748855.00
90029,9029,Omnitrans,Full Reporter: Operating,MB,PT,Funds Earned During Period,139985.00
90030,9030,North County Transit District,Full Reporter: Operating,CR,PT,Funds Earned During Period,7627368.00
90030,9030,North County Transit District,Full Reporter: Operating,DR,PT,Funds Earned During Period,43513.00
90030,9030,North County Transit District,Full Reporter: Operating,DT,PT,Funds Earned During Period,567826.00
90030,9030,North County Transit District,Full Reporter: Operating,MB,PT,Funds Earned During Period,8272553.00
90030,9030,North County Transit District,Full Reporter: Operating,YR,PT,Funds Earned During Period,2763574.00
90031,9031,Riverside Transit Agency,Full Reporter: Operating,CB,DO,Funds Earned During Period,734097.00
90031,9031,Riverside Transit Agency,Full Reporter: Operating,CB,PT,Funds Earned During Period,263614.00
90031,9031,Riverside Transit Agency,Full Reporter: Operating,DR,PT,Funds Earned During Period,1440592.00
90031,9031,Riverside Transit Agency,Full Reporter: Operating,DT,PT,Funds Earned During Period,33575.00
90031,9031,Riverside Transit Agency,Full Reporter: Operating,MB,DO,Funds Earned During Period,6564680.00
90031,9031,Riverside Transit Agency,Full Reporter: Operating,MB,PT,Funds Earned During Period,1836370.00
90032,9032,City of Phoenix Public Transit Department dba Valley Metro,Full Reporter: Operating,DR,PT,Funds Earned During Period,985369.00
90032,9032,City of Phoenix Public Transit Department dba Valley Metro,Full Reporter: Operating,MB,PT,Funds Earned During Period,34341572.00
90033,9033,City of Tucson,Full Reporter: Operating,DR,DO,Funds Earned During Period,742982.00
90033,9033,City of Tucson,Full Reporter: Operating,MB,DO,Funds Earned During Period,11966389.00
90034,9034,City of Glendale Transit,Full Reporter: Operating,DR,DO,Funds Earned During Period,91950.00
90034,9034,City of Glendale Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,26947.00
90035,9035,Gold Coast Transit,Full Reporter: Operating,DR,PT,Funds Earned During Period,202324.00
90035,9035,Gold Coast Transit,Full Reporter: Operating,MB,DO,Funds Earned During Period,2996373.00
90036,9036,Orange County Transportation Authority,Full Reporter: Operating,CB,DO,Funds Earned During Period,255279.00
90036,9036,Orange County Transportation Authority,Full Reporter: Operating,CB,PT,Funds Earned During Period,542956.00
90036,9036,Orange County Transportation Authority,Full Reporter: Operating,DR,PT,Funds Earned During Period,5599066.00
