,CBSA,MNAME,Year,POP_CENSUSTRACT
478,13460,"Bend, OR Metro Area",2012,10311
479,13460,"Bend, OR Metro Area",2013,10674
480,13460,"Bend, OR Metro Area",2014,11284
481,13460,"Bend, OR Metro Area",2015,11134
482,13460,"Bend, OR Metro Area",2016,12168
483,13460,"Bend, OR Metro Area",2017,12342
484,13460,"Bend, OR Metro Area",2018,12731
485,13740,"Billings, MT Metro Area",2005,14162
486,13740,"Billings, MT Metro Area",2006,14611
487,13740,"Billings, MT Metro Area",2007,15060
488,13740,"Billings, MT Metro Area",2008,15509
489,13740,"Billings, MT Metro Area",2009,15958
490,13740,"Billings, MT Metro Area",2010,16407
491,13740,"Billings, MT Metro Area",2011,16856
492,13740,"Billings, MT Metro Area",2012,17124
493,13740,"Billings, MT Metro Area",2013,16687
494,13740,"Billings, MT Metro Area",2014,17069
495,13740,"Billings, MT Metro Area",2015,16748
496,13740,"Billings, MT Metro Area",2016,17143
497,13740,"Billings, MT Metro Area",2017,16262
498,13740,"Billings, MT Metro Area",2018,15700
499,13780,"Binghamton, NY Metro Area",2005,42203
500,13780,"Binghamton, NY Metro Area",2006,40757
501,13780,"Binghamton, NY Metro Area",2007,39311
502,13780,"Binghamton, NY Metro Area",2008,37865
503,13780,"Binghamton, NY Metro Area",2009,36419
504,13780,"Binghamton, NY Metro Area",2010,34973
505,13780,"Binghamton, NY Metro Area",2011,33527
506,13780,"Binghamton, NY Metro Area",2012,34563
507,13780,"Binghamton, NY Metro Area",2013,35047
508,13780,"Binghamton, NY Metro Area",2014,34840
509,13780,"Binghamton, NY Metro Area",2015,35108
510,13780,"Binghamton, NY Metro Area",2016,35506
511,13780,"Binghamton, NY Metro Area",2017,34234
512,13780,"Binghamton, NY Metro Area",2018,33379.5
513,13820,"Birmingham-Hoover, AL Metro Area",2005,91571
514,13820,"Birmingham-Hoover, AL Metro Area",2006,87256
515,13820,"Birmingham-Hoover, AL Metro Area",2007,82941
516,13820,"Birmingham-Hoover, AL Metro Area",2008,78626
517,13820,"Birmingham-Hoover, AL Metro Area",2009,74311
518,13820,"Birmingham-Hoover, AL Metro Area",2010,69996
519,13820,"Birmingham-Hoover, AL Metro Area",2011,65681
520,13820,"Birmingham-Hoover, AL Metro Area",2012,65952
521,13820,"Birmingham-Hoover, AL Metro Area",2013,67787
522,13820,"Birmingham-Hoover, AL Metro Area",2014,69772
523,13820,"Birmingham-Hoover, AL Metro Area",2015,69748
524,13820,"Birmingham-Hoover, AL Metro Area",2016,69428
525,13820,"Birmingham-Hoover, AL Metro Area",2017,68794
526,13820,"Birmingham-Hoover, AL Metro Area",2018,68238.5
527,13900,"Bismarck, ND Metro Area",2005,19450
528,13900,"Bismarck, ND Metro Area",2006,19945
529,13900,"Bismarck, ND Metro Area",2007,20440
530,13900,"Bismarck, ND Metro Area",2008,20935
531,13900,"Bismarck, ND Metro Area",2009,21430
532,13900,"Bismarck, ND Metro Area",2010,21925
533,13900,"Bismarck, ND Metro Area",2011,22420
534,13900,"Bismarck, ND Metro Area",2012,22219
535,13900,"Bismarck, ND Metro Area",2013,22417
536,13900,"Bismarck, ND Metro Area",2014,22729
537,13900,"Bismarck, ND Metro Area",2015,23259
538,13900,"Bismarck, ND Metro Area",2016,22917
539,13900,"Bismarck, ND Metro Area",2017,22839
540,13900,"Bismarck, ND Metro Area",2018,22695
541,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2005,9719
542,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2006,11027
543,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2007,12335
544,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2008,13643
545,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2009,14951
546,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2010,16259
547,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2011,17567
548,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2012,16839
549,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2013,16629
550,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2014,15895
551,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2015,15836
552,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2016,15490
553,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2017,15294
554,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2018,15060.5
555,14020,"Bloomington, IN Metro Area",2005,31202
556,14020,"Bloomington, IN Metro Area",2006,31517
557,14020,"Bloomington, IN Metro Area",2007,31832
558,14020,"Bloomington, IN Metro Area",2008,32147
559,14020,"Bloomington, IN Metro Area",2009,32462
560,14020,"Bloomington, IN Metro Area",2010,32777
561,14020,"Bloomington, IN Metro Area",2011,33092
562,14020,"Bloomington, IN Metro Area",2012,33077
563,14020,"Bloomington, IN Metro Area",2013,33345
564,14020,"Bloomington, IN Metro Area",2014,33498
565,14020,"Bloomington, IN Metro Area",2015,33086
566,14020,"Bloomington, IN Metro Area",2016,32649
567,14020,"Bloomington, IN Metro Area",2017,32382
568,14020,"Bloomington, IN Metro Area",2018,32072.5
569,14060,"Bloomington-Normal, IL Metro Area",2005,
570,14060,"Bloomington-Normal, IL Metro Area",2006,
571,14060,"Bloomington-Normal, IL Metro Area",2007,
572,14060,"Bloomington-Normal, IL Metro Area",2008,
573,14060,"Bloomington-Normal, IL Metro Area",2009,
574,14060,"Bloomington-Normal, IL Metro Area",2010,
575,14060,"Bloomington-Normal, IL Metro Area",2011,
576,14060,"Bloomington-Normal, IL Metro Area",2012,
577,14060,"Bloomington-Normal, IL Metro Area",2018,0
578,14260,"Boise City-Nampa, ID Metro Area",2005,74814
579,14260,"Boise City-Nampa, ID Metro Area",2006,75371
580,14260,"Boise City-Nampa, ID Metro Area",2007,75928
581,14260,"Boise City-Nampa, ID Metro Area",2008,76485
582,14260,"Boise City-Nampa, ID Metro Area",2009,77042
583,14260,"Boise City-Nampa, ID Metro Area",2010,77599
584,14260,"Boise City-Nampa, ID Metro Area",2011,78156
585,14260,"Boise City-Nampa, ID Metro Area",2012,78527
586,14260,"Boise City-Nampa, ID Metro Area",2013,80113
587,14260,"Boise City-Nampa, ID Metro Area",2014,79361
588,14260,"Boise City-Nampa, ID Metro Area",2015,79726
589,14260,"Boise City-Nampa, ID Metro Area",2016,80571
590,14260,"Boise City-Nampa, ID Metro Area",2017,81084
591,14260,"Boise City-Nampa, ID Metro Area",2018,81680
592,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2005,10431
593,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2006,10790
594,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2007,11149
595,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2008,11508
596,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2009,11867
597,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2010,12226
598,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2011,12585
599,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2012,12713
600,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2013,12784
601,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2014,12722
602,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2015,12718
603,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2016,12864
604,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2017,12590
605,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2018,12421
606,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2005,10431
607,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2006,10790
608,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2007,11149
609,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2008,11508
610,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2009,11867
611,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2010,12226
612,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2011,12585
613,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2012,12713
614,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2013,12784
615,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2014,12722
616,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2015,12718
617,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2016,12864
618,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2017,12590
619,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2018,12421
620,14540,"Bowling Green, KY Metro Area",2005,6864
621,14540,"Bowling Green, KY Metro Area",2006,6930
622,14540,"Bowling Green, KY Metro Area",2007,6996
623,14540,"Bowling Green, KY Metro Area",2008,7062
624,14540,"Bowling Green, KY Metro Area",2009,7128
625,14540,"Bowling Green, KY Metro Area",2010,7194
626,14540,"Bowling Green, KY Metro Area",2011,7260
627,14540,"Bowling Green, KY Metro Area",2012,7344
628,14540,"Bowling Green, KY Metro Area",2013,7335
629,14540,"Bowling Green, KY Metro Area",2014,7904
630,14540,"Bowling Green, KY Metro Area",2015,7729
631,14540,"Bowling Green, KY Metro Area",2016,8010
632,14540,"Bowling Green, KY Metro Area",2017,8161
633,14540,"Bowling Green, KY Metro Area",2018,8344.5
634,14740,"Bremerton-Silverdale, WA Metro Area",2005,6998
635,14740,"Bremerton-Silverdale, WA Metro Area",2006,7411
636,14740,"Bremerton-Silverdale, WA Metro Area",2007,7824
637,14740,"Bremerton-Silverdale, WA Metro Area",2008,8237
638,14740,"Bremerton-Silverdale, WA Metro Area",2009,8650
639,14740,"Bremerton-Silverdale, WA Metro Area",2010,9063
640,14740,"Bremerton-Silverdale, WA Metro Area",2011,9476
641,14740,"Bremerton-Silverdale, WA Metro Area",2012,9390
642,14740,"Bremerton-Silverdale, WA Metro Area",2013,9844
643,14740,"Bremerton-Silverdale, WA Metro Area",2014,9928
644,14740,"Bremerton-Silverdale, WA Metro Area",2015,9704
645,14740,"Bremerton-Silverdale, WA Metro Area",2016,9432
646,14740,"Bremerton-Silverdale, WA Metro Area",2017,9209
647,14740,"Bremerton-Silverdale, WA Metro Area",2018,8973.75
648,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2005,334625
649,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2006,332408
650,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2007,330191
651,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2008,327974
652,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2009,325757
653,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2010,323540
654,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2011,321323
655,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2012,324619
656,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2013,327222
657,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2014,331244
658,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2015,332711
659,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2016,332792
660,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2017,335032
661,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2018,336732.25
662,15180,"Brownsville-Harlingen, TX Metro Area",2005,89833
663,15180,"Brownsville-Harlingen, TX Metro Area",2006,88163
664,15180,"Brownsville-Harlingen, TX Metro Area",2007,86493
665,15180,"Brownsville-Harlingen, TX Metro Area",2008,84823
666,15180,"Brownsville-Harlingen, TX Metro Area",2009,83153
667,15180,"Brownsville-Harlingen, TX Metro Area",2010,81483
668,15180,"Brownsville-Harlingen, TX Metro Area",2011,79813
669,15180,"Brownsville-Harlingen, TX Metro Area",2012,80464
670,15180,"Brownsville-Harlingen, TX Metro Area",2013,81036
671,15180,"Brownsville-Harlingen, TX Metro Area",2014,80166
672,15180,"Brownsville-Harlingen, TX Metro Area",2015,79669
673,15180,"Brownsville-Harlingen, TX Metro Area",2016,78434
674,15180,"Brownsville-Harlingen, TX Metro Area",2017,76916
675,15180,"Brownsville-Harlingen, TX Metro Area",2018,75468.75
676,15380,"Buffalo-Niagara Falls, NY Metro Area",2005,349358
677,15380,"Buffalo-Niagara Falls, NY Metro Area",2006,353762
678,15380,"Buffalo-Niagara Falls, NY Metro Area",2007,358166
679,15380,"Buffalo-Niagara Falls, NY Metro Area",2008,362570
680,15380,"Buffalo-Niagara Falls, NY Metro Area",2009,366974
681,15380,"Buffalo-Niagara Falls, NY Metro Area",2010,371378
682,15380,"Buffalo-Niagara Falls, NY Metro Area",2011,375782
683,15380,"Buffalo-Niagara Falls, NY Metro Area",2012,373251
684,15380,"Buffalo-Niagara Falls, NY Metro Area",2013,372794
685,15380,"Buffalo-Niagara Falls, NY Metro Area",2014,371751
686,15380,"Buffalo-Niagara Falls, NY Metro Area",2015,370588
687,15380,"Buffalo-Niagara Falls, NY Metro Area",2016,369504
688,15380,"Buffalo-Niagara Falls, NY Metro Area",2017,368688
689,15380,"Buffalo-Niagara Falls, NY Metro Area",2018,367805
690,15380,"Buffalo-Niagara Falls, NY Metro Area",2005,349358
691,15380,"Buffalo-Niagara Falls, NY Metro Area",2006,353762
692,15380,"Buffalo-Niagara Falls, NY Metro Area",2007,358166
693,15380,"Buffalo-Niagara Falls, NY Metro Area",2008,362570
694,15380,"Buffalo-Niagara Falls, NY Metro Area",2009,366974
695,15380,"Buffalo-Niagara Falls, NY Metro Area",2010,371378
696,15380,"Buffalo-Niagara Falls, NY Metro Area",2011,375782
697,15380,"Buffalo-Niagara Falls, NY Metro Area",2012,373251
698,15380,"Buffalo-Niagara Falls, NY Metro Area",2013,372794
699,15380,"Buffalo-Niagara Falls, NY Metro Area",2014,371751
700,15380,"Buffalo-Niagara Falls, NY Metro Area",2015,370588
701,15380,"Buffalo-Niagara Falls, NY Metro Area",2016,369504
702,15380,"Buffalo-Niagara Falls, NY Metro Area",2017,368688
703,15380,"Buffalo-Niagara Falls, NY Metro Area",2018,367805
704,15540,"Burlington-South Burlington, VT Metro Area",2005,37404
705,15540,"Burlington-South Burlington, VT Metro Area",2006,36655
706,15540,"Burlington-South Burlington, VT Metro Area",2007,35906
707,15540,"Burlington-South Burlington, VT Metro Area",2008,35157
708,15540,"Burlington-South Burlington, VT Metro Area",2009,34408
709,15540,"Burlington-South Burlington, VT Metro Area",2010,33659
710,15540,"Burlington-South Burlington, VT Metro Area",2011,32910
711,15540,"Burlington-South Burlington, VT Metro Area",2012,33086
712,15540,"Burlington-South Burlington, VT Metro Area",2013,33316
713,15540,"Burlington-South Burlington, VT Metro Area",2014,33813
714,15540,"Burlington-South Burlington, VT Metro Area",2015,34145
715,15540,"Burlington-South Burlington, VT Metro Area",2016,34129
716,15540,"Burlington-South Burlington, VT Metro Area",2017,34028
717,15540,"Burlington-South Burlington, VT Metro Area",2018,33948.25
718,15940,"Canton-Massillon, OH Metro Area",2005,30296
719,15940,"Canton-Massillon, OH Metro Area",2006,30873
720,15940,"Canton-Massillon, OH Metro Area",2007,31450
721,15940,"Canton-Massillon, OH Metro Area",2008,32027
722,15940,"Canton-Massillon, OH Metro Area",2009,32604
723,15940,"Canton-Massillon, OH Metro Area",2010,33181
724,15940,"Canton-Massillon, OH Metro Area",2011,33758
725,15940,"Canton-Massillon, OH Metro Area",2012,34067
726,15940,"Canton-Massillon, OH Metro Area",2013,33080
727,15940,"Canton-Massillon, OH Metro Area",2014,32339
728,15940,"Canton-Massillon, OH Metro Area",2015,31746
729,15940,"Canton-Massillon, OH Metro Area",2016,31350
730,15940,"Canton-Massillon, OH Metro Area",2017,30855
731,15940,"Canton-Massillon, OH Metro Area",2018,30384.75
732,15980,"Cape Coral-Fort Myers, FL Metro Area",2005,35959
733,15980,"Cape Coral-Fort Myers, FL Metro Area",2006,32704
734,15980,"Cape Coral-Fort Myers, FL Metro Area",2007,29449
735,15980,"Cape Coral-Fort Myers, FL Metro Area",2008,26194
736,15980,"Cape Coral-Fort Myers, FL Metro Area",2009,22939
737,15980,"Cape Coral-Fort Myers, FL Metro Area",2010,19684
738,15980,"Cape Coral-Fort Myers, FL Metro Area",2011,16429
739,15980,"Cape Coral-Fort Myers, FL Metro Area",2012,17676
740,15980,"Cape Coral-Fort Myers, FL Metro Area",2013,18506
741,15980,"Cape Coral-Fort Myers, FL Metro Area",2014,19049
742,15980,"Cape Coral-Fort Myers, FL Metro Area",2015,18980
743,15980,"Cape Coral-Fort Myers, FL Metro Area",2016,21191
744,15980,"Cape Coral-Fort Myers, FL Metro Area",2017,20995
745,15980,"Cape Coral-Fort Myers, FL Metro Area",2018,21400.75
746,16220,"Casper, WY Metro Area",2005,7371
747,16220,"Casper, WY Metro Area",2006,7563
748,16220,"Casper, WY Metro Area",2007,7755
749,16220,"Casper, WY Metro Area",2008,7947
750,16220,"Casper, WY Metro Area",2009,8139
751,16220,"Casper, WY Metro Area",2010,8331
752,16220,"Casper, WY Metro Area",2011,8523
753,16220,"Casper, WY Metro Area",2012,8347
754,16220,"Casper, WY Metro Area",2013,8366
755,16220,"Casper, WY Metro Area",2014,9029
756,16220,"Casper, WY Metro Area",2015,9014
757,16220,"Casper, WY Metro Area",2016,8588
758,16220,"Casper, WY Metro Area",2017,8730
759,16220,"Casper, WY Metro Area",2018,8730
760,16300,"Cedar Rapids, IA Metro Area",2005,22064
761,16300,"Cedar Rapids, IA Metro Area",2006,23681
762,16300,"Cedar Rapids, IA Metro Area",2007,25298
763,16300,"Cedar Rapids, IA Metro Area",2008,26915
764,16300,"Cedar Rapids, IA Metro Area",2009,28532
765,16300,"Cedar Rapids, IA Metro Area",2010,30149
766,16300,"Cedar Rapids, IA Metro Area",2011,31766
767,16300,"Cedar Rapids, IA Metro Area",2012,31371
768,16300,"Cedar Rapids, IA Metro Area",2013,31004
769,16300,"Cedar Rapids, IA Metro Area",2014,31008
770,16300,"Cedar Rapids, IA Metro Area",2015,31217
771,16300,"Cedar Rapids, IA Metro Area",2016,30571
772,16300,"Cedar Rapids, IA Metro Area",2017,29786
773,16300,"Cedar Rapids, IA Metro Area",2018,29035.75
774,16580,"Champaign-Urbana, IL Metro Area",2005,57689
775,16580,"Champaign-Urbana, IL Metro Area",2006,56825
776,16580,"Champaign-Urbana, IL Metro Area",2007,55961
777,16580,"Champaign-Urbana, IL Metro Area",2008,55097
778,16580,"Champaign-Urbana, IL Metro Area",2009,54233
779,16580,"Champaign-Urbana, IL Metro Area",2010,53369
780,16580,"Champaign-Urbana, IL Metro Area",2011,52505
781,16580,"Champaign-Urbana, IL Metro Area",2012,52564
782,16580,"Champaign-Urbana, IL Metro Area",2013,53336
783,16580,"Champaign-Urbana, IL Metro Area",2014,53730
784,16580,"Champaign-Urbana, IL Metro Area",2015,54463
785,16580,"Champaign-Urbana, IL Metro Area",2016,54441
786,16580,"Champaign-Urbana, IL Metro Area",2017,55209
787,16580,"Champaign-Urbana, IL Metro Area",2018,55779.5
788,16620,"Charleston, WV Metro Area",2005,21889
789,16620,"Charleston, WV Metro Area",2006,20843
790,16620,"Charleston, WV Metro Area",2007,19797
791,16620,"Charleston, WV Metro Area",2008,18751
792,16620,"Charleston, WV Metro Area",2009,17705
793,16620,"Charleston, WV Metro Area",2010,16659
794,16620,"Charleston, WV Metro Area",2011,15613
795,16620,"Charleston, WV Metro Area",2012,15442
796,16620,"Charleston, WV Metro Area",2013,14630
797,16620,"Charleston, WV Metro Area",2014,14881
798,16620,"Charleston, WV Metro Area",2015,15180
799,16620,"Charleston, WV Metro Area",2016,15228
800,16620,"Charleston, WV Metro Area",2017,15378
801,16620,"Charleston, WV Metro Area",2018,15502.5
802,16700,"Charleston-North Charleston-Summerville, SC Metro Area",2005,26331
803,16700,"Charleston-North Charleston-Summerville, SC Metro Area",2006,26811
804,16700,"Charleston-North Charleston-Summerville, SC Metro Area",2007,27291
805,16700,"Charleston-North Charleston-Summerville, SC Metro Area",2008,27771
806,16700,"Charleston-North Charleston-Summerville, SC Metro Area",2009,28251
807,16700,"Charleston-North Charleston-Summerville, SC Metro Area",2010,28731
808,16700,"Charleston-North Charleston-Summerville, SC Metro Area",2011,29211
